Feature	Species	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
M00141	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.4682888927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.7045375551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.565280711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3175490846	0	5553.1830311493	0	512.9956667224	0	1.680989552	325.8898146976	0	136.6420209807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419.2918196217	0	0	0	0	0	0	0	0	0	0	0	12.2586397021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00142	unclassified	1.2523178606	4.3328230635	2.1134047725	2.0624929906	0	0	0	0	0	0	0	0	0	0	0	0	33.6830393616	0	0	0	0	7.3214703736	0	0	0	0.6183147724	0	0	0	1.258639951	0.8333333333	0	0	0	0.4882154882	22.0853885841	18.0752254221	4.5775485867	0	0	2.2526900724	0	0	5.3487426908	7.3430950355	45.6713639295	0	0	0	0	2.3489895035	0	0	0	0	0.9949188687	2.982049774	0	8.9530154106	1.5707251992	24.925118252	0	7.5571438466	0	1.1332500042	0	0.5102040816	8.561348971	0.9579720094	0	8.1900644895	3.3591885632	6.2211802241	17.6246859599	0	2.188287818	11.2519130464	29.7074511074	0	2.1444032399	0	0.3625914316	0	0	0.7496313928	0.683396849	0	0	0.7630640746	13.8857964242	1232.615450697	1.2865146116	496.834275498	0	4.7535828307	25.1671655577	0	26.4942282681	0	0.7815575806	21.4784897419	0	0	0	0	4.2478227951	4.6683833955	0	0	0	0	3.2478843017	0	2.4765555171	111.6894762336	0	0	0	1.0126064198	0	0	5.6420064465	7.8967316299	0	0	0	0	2.0408163265	0	0	8.245565849	0	4.9786876142	6.650662288	3.5607567839	0	1.5599024688	3.1068250595	3.3562503129	1.037501423	0	2.6978822967	3.9536538903	0	4.1137254056	0	2.9086643114	8.2192629905	3.7281170341	0	2.1993325309	4.1904965854	1.0204081633	0	0	0	0	0	0	0	0	0	0	0	0	3.9446742483	0	0	0	0.7809633946	0	0	0	0	0	0.5241090147	0	9.932801467	0	0	0	0
M00144	unclassified	22.3576039079	2.1149283398	16.0910481523	2.5441456477	0	2.0144197316	14.239106819	25.2233871533	0.2183468129	2.8120990604	1.5035805604	4.3037680316	0.5097753104	1.8016125307	7.942170107	0.5974778517	6.7510194521	1.4961750821	2.4125089337	0.6911138671	0.5897024898	0	6.1508144204	0.6496518919	0.4276952401	0.5597357694	0	8.3813228814	6.3954295025	18.6857148855	12.6084709527	11.4538942572	8.0495945005	4.3333953576	3.2284699716	0	0	0.3224766204	8.3435214479	12.2340046543	3.2867423878	12.7930117391	4.6909650044	7.2282095336	0.9251154907	11.0388532398	16.2377570697	1.5151450187	1.7985076143	0.9823632386	10.9219890805	1.5029708539	6.2796792547	2.5232113113	1.5939762461	3.7295463344	0.2557585514	1.7018719413	0.4045926532	1.1757242706	1.6870910065	0.693202407	1.2019720984	2.4463069602	1.970698255	12.1164233824	3.5611171305	2.4734083007	0.6085583435	2.6838127656	5.3127069457	11.2736224747	7.4667225864	3.2392560158	2.1729614552	1.3302107054	2.0547701139	3.3156963182	72.7693205369	0	26.9557220162	20.7029446306	24.7357440858	11.8438467414	74.5197497479	33.8023789421	6.0045106082	5.406217789	0.7499036497	0	0	0	0	0.1166028254	0	0	25.1136081292	0.2965967391	42.811241441	6.2393351161	35.9149351504	46.274414487	58.8650420256	0	1.076750213	4.5263608939	9.1993360543	9.7595928056	26.8869968364	3.3020139434	15.3662675635	1.196340518	2.4597116011	0.7451442548	4.4319988588	0.5755159507	4.1962536801	2.4467452262	3.5323553664	5.4831984093	6.1118744617	3.5985264487	0.8221220727	19.5391995418	7.5767621501	5.9154400443	0	68.7281951818	0.8310434317	164.9873517737	6.6302815422	5.9114307399	65.7754939237	1.7901090737	105.2266386936	0.5432058662	185.7616014819	11.0575750177	0.9472902643	0.8272201545	0	0.4192890051	1.8124788814	2.711662438	72.1406172432	0.7610364159	0.3603039225	2.3185269602	7.8861004584	7.6559523998	17.7949838108	1.0262556054	77.3516516204	3.6204582258	18.7570882813	3.0527810358	17.3656185606	6.1961486294	41.8641567454	105.5130341208	7.0622085462	5.0571892632	1.1890531283	3.0033280674	1.7294324388	28.9634739039	5.563513185	53.4229685853	30.7812165308	60.946291645	17.5509186904	3.1677495854	1.0603068648	26.8086067129	42.1863843677	3.0302240695	1.2177490528	0.3189229737	1.3460764366	1.6773065375	1.8535375567	0.8154524077
M00145	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1123193893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.299879104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3432983398	0	0	0	0	0	0	0	0	0	0	0	0	0.4973897636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4883513066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3091194978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00146	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3749290935	0	0	0	1.2476844285	0	0	0	0	0	0	0	0	0	0	0	0	0	587.1817020008	0	43.542752133	0	0	9.8742412257	0	10.3951966708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00147	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7936507937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00148	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7362042412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4983.3325286335	0	490.7327423064	0	0	71.4054449667	0	108.0150310627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00149	unclassified	0	1.7001703665	0	0	0	0	0	5.0169978613	0	0	0	0	0	0	0	0	6.0523997361	0	0	5.2235974266	3.1917051173	0	8.0390837466	0	0	0	0	0	0	0	7.7700059601	0	0	0	0	0	0	0	3.769888505	8.0712039335	0	5.1193065674	8.0672837066	6.854015051	0	0	0	0	0	3.8002232777	0	0	0	0	6.6188260122	7.1688713579	0	4.7105040551	2.7803594763	0	0	0	0	0	0	0	0	7.4805747174	0	0	0	8.305710968	1.3318274116	0	0	4.1084952153	0	0	3.268220298	0	3.788532547	0	0	0	8.0998368073	0	15.0437812259	4.9791895887	0	0	0	0	0	0	0	0	0	0	0	4.2454749697	0	0	0	0	0	0	14.9432525466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7331821427	0	6.2608745621	20.9585974992	0	33.6846902201	0	10.2558924106	0	0	0	2.3677500173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.4461142942	0	0	0	0	4.7475071787	29.05469474	3.2657476666	0	0	1.7013732685	0	0	0	0	0	0	0	0	30.222272067	0	15.3589135425	7.9329120124	40.8939069395	7.9782703164	4.321430278	0	0	0	0	0	0
M00150	unclassified	0	1.5243671998	0	0	0	0	0	0	0	0	0	0	0	2.0145505049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.547696184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.8896613628	2.5192056655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.976000443	0	0	1.1761273876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0527113855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5040696996	0	0	0	0	9.6453853571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1271752529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4644984815	0	0	0	0	0	0	2.3282134176	0	2.8579010592
M00152	unclassified	0	0	0	1.2039982762	0	0	0	0	0	0	0	0.75	2.0546482503	0	0	0	0	0	0	2.088042163	0	69.4193737711	2.5067552006	0	0	0	0	0	0.771492964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8171689788	0	0	0	0	0	0	0	0	0.4250438349	0	0	1.3193438788	0	0	0.332761298	3.1905275734	0.6016105618	0	0	0	0	0.2490710836	1.7628985414	0	3.8097135447	0	13.7150902171	3.722039962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4086.7960370373	0	497.8598798063	0	0	91.3920545924	0	127.1582996614	0	0	0	0	0	0	1.0930197164	0	0	0	0	0	0	0	0	0	0	0	0.6278959121	0	0	0	0	0	0	0	0.6185780184	0	0	0.5515672752	5.467300208	0	0	0	0	0	0	0	0	0	0	24.201854975	0	42.8454437552	0	0	0	0	53.1508138704	75.5134685763	0.4188542232	0	0	0	0	0	0	0.8699346449	0	0	0	0	0	0.393081761	0	0	0	0	0	0	2.8688274174	5.5471043559	0	0	0	0	0	0	0	0	0	0	0	0
M00153	unclassified	3.7088593477	5.4628922311	3.0418186599	0.7758756212	2.7851274378	0	3.1598104413	2.8378308623	0	21.0242800645	2.5552032528	5.1950169387	1.6943526864	4.0739632323	2.8904346984	0	9.5352161809	19.4351958773	0	3.1649020543	8.139270764	80.4496668627	0	0	0	0	0	0	4.8902569291	0	1.1937758544	3.8304481098	2.2926957328	0	0	0	0	1.8748862776	0	13.3876858733	3.7932959938	0	5.1147131682	3.7650430029	2.2340732804	0	0.5180462892	6.2293875372	1.4417387081	1.9321723088	0	0	7.0128042565	0	0	0	8.0177048728	1.0547562428	6.8506081926	3.0051077874	5.4789582153	3.3276555336	5.6866086899	1.6585924484	2.7021379516	2.1989307673	7.2566766567	4.4458713214	4.3509284858	3.4570436049	6.564816995	6.7840415018	5.8370146722	2.6570950024	9.1396101689	1.1493097399	3.6455089888	3.1748328608	0	0	0	0	0	0	1.006544117	4.7119075717	1.8236100475	0	3.0020173977	0	0	0	0	2.1501930164	0	0	0	0	0	3.1733951231	0	4.7474569096	0	2.9734020129	3.371323978	48.7914017716	18.3199120959	2.117507163	0	3.8905096638	0	0	0	10.9102249912	0	6.7095617909	0	0.8307552248	0	6.7736375891	0	0	4.8125895877	0	8.7859827976	9.4249923475	9.8545663899	5.5213461599	2.8571428571	5.8795126658	2.2409489141	4.699302257	5.8845089356	1.1163512958	10.3897476365	4.6876846827	19.2736173646	56.4439499913	0	0	0	0	25.6123691244	1.2545213508	5.5735467278	0	0	0	34.3693156967	14.7251781059	43.0956726692	1.5927649993	2.2682333195	5.7924644602	56.1696015238	2.4446222754	21.2357593126	1.1401070517	6.606699774	4.4794332159	4.9530420566	3.838659517	1.6180150419	0	2.4300975806	5.2406855941	4.6483052706	0	0	6.1818501407	1.7543991083	2.3744099204	3.6496543992	0	7.1905108388	0	26.163835595	25.2481500127	4.8818852252	10.3398264198	1.0609171607	4.1201391583
M00154	unclassified	0.1396918693	0	0.1713211323	1.866981077	0.4649000465	0	0	0	0	0	0	0	0.0672476377	0.1803679847	0	0	1.3682631744	0	0	0	0.435826756	7.8420331407	1.4368977481	0	0	0	0.4732609786	0.3248862898	0	0.2250001491	0.1996677516	0	0	0	0	5.3192423965	4.3945192841	1.0604760061	0	0	0.4720495763	0	0.2890467503	0.2271408806	0	0.3839652994	2.7313757699	0.198777008	0	0	0.3609483066	0	0	0	1.2061167937	0	0	0.0476656189	0.3164587882	0	0.6561143404	2.3532141166	0.5398878676	0.3562451419	0	0.5367686527	0.7790430458	2.3963033049	3.115673361	0.1615888276	6.1696314974	1.503900646	20.402973004	5.2837336236	0	0.6988120196	3.1423030605	5.6309031511	0	0	0	0	0	0	0	0.5421081419	2.8111176227	0	0	3.5410815779	4301.7206167227	0	811.7530798557	0	1.2222478119	145.9455408648	0	129.1238027413	0.8613264427	1.6750473764	0.8677850656	0.3813048693	0	0	0.5500550055	3.3444189059	4.5461150302	3.0494102537	0	0	0	0	0	0	20.5951125157	0	0	0.1564336034	0	0	0	0	0.9015037643	0	0.5253080667	0	1.286123349	0	0	0	1.5682231665	0.5114098798	0	2.7710385179	0	0	0.2217106987	0	0	0.6577156373	0	0.8160107644	2.5349300331	0	0	0	1.3368903891	1.9596772203	0.5328573555	0.9311950562	0	0.2541485146	0.2294762395	0	0.3026956524	1.2197918113	0.2392050313	0	0.4362837046	0	0	0	0.16759971	0.2624366888	0.2682616211	0.9772195471	0.2114861699	0	0	0.112389291	0.1261314741	0	0	0.4193426171	0	0	0	0.4183423311	0.0727213507	0	0	0.2684194441
M00155	unclassified	0.1307130589	0.5100332561	0.1458350286	0.0857158354	0	0	0	0	0	0.2221166427	0.1388471277	0.2922094942	0.3493606233	0.1724574693	0.1214008524	0	0.1946821063	0	0	0.17974949	0.2164364008	0	0	0	0	0	0	0	0	0	0.2205936962	0.9882587614	0.2879133648	0	0	0	0	0	0	0.4267700086	0.5797961114	0	0.1488023145	0.2748324293	0.1559418941	0	0.1363613242	0.2352463112	0	0	0	0	0	0	0	0	0.2635046409	0.3524824381	0.6693368889	0.1358189023	0	0	0.2537397944	0.3067253923	0.1576484154	0.1646204886	0.2346567934	0	0.1709512035	0.2980685839	0.1860998338	0.2604617853	0.176655268	0.1585129554	0.2476194912	0.0891882802	0.3512740126	0.5405892796	0	0	0	0	0	0	0.2948081753	0.4375320166	0	0	0	0	0	0	0	0	0	0	0	0.2367254793	0	0	0	0.4872178267	0	0	0.1285399052	0	0	0.7842804174	0	0	0	0	0	0	0	0.3203839879	0	0.1615289565	0	0	0	0	0	0	0	0	0	0.1280122078	0.160650791	0	0	0	0.2028597504	0	0.1071769209	0	0.5238702333	0	0	0	0	0	0	0.3907893275	0.115262089	0	0	0	0.0848538073	0	0	0.1957763166	0.1521065093	0	0.1815794392	0.2423141155	0.8275069226	0.3500381149	0	0	1.1436857924	0	0.4547791932	0.1492807758	0.3739287483	0.1012364061	0	0	0.0920958884	0.1886139012	0.4817873557	0.1497008913	0.1887084768	0	0	0	0	0	0.863298283	0.3120474567	0.1098139943	0.2346207059
M00156	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.5460992908	0	0	0	0	0	0	0	0	0	0	3.2494836149	0	0	0	0	0	0	0	0	0	0	0	0	4.1353787205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3333333334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00157	unclassified	243.0764160563	74.4272186975	236.0548552512	109.3828037976	82.4106042157	0	138.888782355	196.4208647179	0	0	4.4370982382	0	28.7370513192	84.3576638644	83.1338371785	62.0301872251	109.5811093591	170.6951971992	133.9278497164	29.0743051974	88.8293850013	180.8045648831	25.7798073924	0	0	0	0	0	16.0331835982	70.4449930377	225.3702670466	93.4124084962	84.7662805754	99.8883186399	93.2630480404	0	0	115.6852374686	144.3107627389	89.2596887955	111.10625253	315.2941858816	87.1505169337	100.6733011809	11.510124068	124.8146416953	40.0344973644	183.4792913834	7.7814933105	0	43.937623397	8.6058454968	15.7562460104	13.0868836242	28.7365937057	15.7483867857	18.0476783387	15.1368281684	28.1129012565	41.2489030773	0	0	65.5593536412	17.7109429551	91.5404326505	20.5606005343	26.1065552598	35.8223955886	36.8421086989	46.109238189	269.1996701744	51.6106409416	228.6008090996	116.4627659242	0	19.160064617	0	11.002194854	87.8069164589	5.9594139756	318.7001836294	123.4934721601	101.1437713476	115.8875027533	114.6448412724	267.1361721513	38.9188997585	110.2861018236	0	0	0	0	0.493593739	12.4058413453	0	0	11.8684630778	3.9892455091	12.180290261	33.5753808038	15.9138036785	24.2300153507	0	114.5992108267	33.4340660654	0	13.4517068203	52.674211396	19.4205383901	119.8253948519	87.1412173522	92.9668078924	72.3071283695	40.5038437447	0.6738878482	37.8898894681	395.2783293546	96.478065032	32.1618226169	589.3023370738	781.4983840058	110.435543108	11.9844317647	152.0609113233	7.9177440715	4.4673839849	17.8646991689	83.3967849375	5.0836816089	115.6727741846	0	34.0574756179	112.926954163	0	144.9869213546	0	182.0890460012	38.723560494	0	0	0	12.3923329925	0	31.9275317975	98.358889698	10.4572044002	14.406356032	13.4625503384	24.2608933804	20.3378638941	51.9686966047	63.495383957	147.6392025915	15.5391621574	37.8590221979	58.694629682	65.536575272	5.9843637942	84.781875059	142.9012966415	18.6932967064	23.9485145599	0	26.1643037426	25.987422371	40.4337367299	11.1726179845	66.007555222	51.3353394478	66.6815931183	159.7901216652	20.7895794818	14.0604359198	0	184.3989086049	0	28.372639704	18.7902035289	0	104.7144462167	47.4141559852	4.6288096043
M00158	unclassified	0	0.5586592179	1.5471627855	2.8438090786	0	0	0	0	0	0	0	0	0	0	0	0.5494505495	2.573969096	0	0	0.1887107208	0	2.4757154332	1.1810929108	0	0	0	0.2737898618	0	0	0	0	0	0.2008032128	0	0	6.0048554444	4.4898874404	0.4153726708	0	0	0	0	0.8218179073	1.3365023608	0.6060606061	4.4028970937	0.9648508834	0	0	0	0	0	0	0	0.2369903101	0.5494505495	0	0	0.9454944871	0	1.8547015306	1.5438079301	0.6282762699	0	0.4192872117	0	0	3.0750731817	1.3924278008	0	4.5042678334	0	17.7483238621	6.9007776743	0	0	3.5506714688	7.2509567503	0	0.5494505495	0	0	0	0	0	0	0	0	0.5624509787	2.5602170299	4757.0589636453	0	719.5780573177	0	0	138.0216193812	0	167.3054149506	0	0	2.4143049921	0	0	0	0.5586592179	0.1100376823	0	0	0	0	0	0	0	1.2398372659	20.4405490058	0.5586592179	0	0	0	0	1.1111111111	0	0.5586592179	0.2314814815	2.0204081633	0	0	0	0	0	0.1533742331	0	0.41029137	0	0	0	0	0	0	0	0	0	0.2083333333	0	0	0	0.2008032128	0	0.2070393375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.550742594	0	0	0.2057613169	0
M00159	unclassified	9.5795558932	11.1710736636	16.2777343037	0	3.6574924788	5.8082525879	6.4190445734	1.1032235029	0	0	16.6411834344	153.9661842986	58.3189489192	53.2191522387	67.6263221681	32.8740920996	20.6594944064	6.8488342874	57.5715274427	1.4067953647	37.9080935782	0	21.6031323245	0	0	0	0	16.7028303908	15.4873918731	32.0798898196	144.4256598062	92.429410435	87.1975200085	32.6299176529	23.7595956932	0	0	8.6934524173	90.4936340409	47.3540404913	32.9887158127	173.1655587139	72.5259533286	179.6557316418	4.7329108959	108.8542459078	49.2100873228	26.3584553493	0	0	23.8505219716	0	6.7649869883	42.4305638655	0.8963944268	35.4861423009	75.7663242042	6.8892519727	144.9930481284	74.7269717891	12.6366343193	349.435458652	164.2547841222	38.0423948437	99.9901306769	30.2527030381	5.7311178525	5.3763772571	4.6246529296	6.0272202823	29.407266415	30.2555011463	69.4720910536	16.0194811641	4.3519469862	6.9213712244	43.2279659091	57.4553297737	100.6873444482	4.3897242047	72.151526251	99.7869613805	72.4857290577	47.666498684	86.2515650135	109.0286863194	45.9815897216	73.1204698735	0	0	0	0	0	1.3227318461	0	0	27.7232210243	0	1.763647506	9.9874802709	8.3998038451	24.0501820151	25.0264524542	413.3511451679	36.622048592	0	7.5758145796	32.0956328179	26.085180768	127.2418252874	133.6997736488	83.1314839298	46.966409563	38.1300664745	2.6662647553	37.526924781	289.4791869342	74.419439795	235.9086934122	175.9516268152	279.1786179826	28.9473094167	0	4.0769590945	0	0.7817961623	0	52.6772230756	0	15.1263689072	0	92.3045465828	40.659807728	0	53.2234687221	0	23.3897715877	45.50574834	0	0.105000532	0.5875448771	0	0	18.4883723197	26.7821524119	2.1103721257	0.2906912635	0	17.9429325616	41.9610058477	61.6499755234	11.0013505673	16.736346046	35.4416786322	39.6960609005	12.5745565326	18.5413008175	0	137.8517233015	659.9034932997	34.4990852095	32.5848085747	15.0082409771	23.4934295301	32.1900492194	157.6713582453	186.0333832419	88.4119746106	70.7179021597	106.7370100559	95.3384409515	14.4800647171	14.1626770872	6.8264144308	1.2202584382	15.6800582688	55.8932614906	12.648278043	20.1780043297	49.676706776	23.8554821284	30.3947893085
M00160	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9187332164	0	1.4934764909	0	3.5218509373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3511.7620840095	0	336.3269317856	0	0	49.5472987693	0	81.3955069611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4242050505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00161	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2258367548	0	0.7824622023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1995211492	0	0	0	0	0	0	0	0	0	0.4259035446	0	0	0	0	0	0.506585613	0	0	0	0	0	0.5259516499	0	0	0	0	0	0	0	0	0	0	0	0	0.3049963401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1560565601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5930456897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1240511812	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00162	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3215721745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3788191861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8418621228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
