Feature	Species	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
M00061	unclassified	3.6779913535	7.2474623267	1.492347433	1.0664587575	2.7038437925	0.8982542	13.8099610924	1.4788090532	0	3.0573062777	14.4461882144	12.0245160511	25.016312198	10.717500865	7.5169028305	14.1185965818	2.7749004521	17.395766498	38.6399453882	8.3868217547	17.418842574	56.9689874571	4.5261099011	1.0382401495	0	0	0	14.3226366461	4.8438813065	35.3796009401	23.6929150505	27.5193048405	27.2869333497	8.2045695057	2.9343111623	0	0	4.5045912824	2.27459481	0	15.2763978878	23.1249559592	9.9473060028	9.6418070562	5.3725521441	0	27.5378991125	6.3445411425	1.381652035	1.7646571826	42.9280415098	4.9947067943	8.36295212	36.7253472076	2.0903063855	40.1074896604	3.7171223203	0.779481639	8.5449381627	8.2348006297	0.9776374677	29.6817440345	2.067137629	7.1327332683	8.5797105349	11.0634652536	4.7228169928	6.0871189477	24.8563174293	13.2070206379	23.4729085715	20.5347048346	38.445425669	18.3144205463	49.606421522	60.7355114487	1.2823333204	3.0873095673	6.2725576012	0	21.1377767513	36.3419186841	11.8069689234	8.393599802	20.3652165428	45.0426308006	16.2961741727	17.1545606542	0	0	1.4769445203	0	0	1.548793743	0	1.1263249657	0	19.6906637308	0.3624834314	1.3309601159	0	1.7574270186	0.7400707144	0	13.2867127011	1.8510076289	5.7984459247	8.4558922244	19.9547038367	0	283.894476175	3.3539910978	6.5630178108	1.136761469	0	7.4084358658	3.9719018562	31.6806764048	21.1051957411	0	4.0630808318	4.4482390245	0	1.5464272628	0	5.7300036277	2.0155010415	1.6056944331	3.1660315335	0	9.1041073589	0	3.7724408896	11.7186648226	2.4018532766	10.8857310548	0.9330780921	60.2658756187	0	6.1197585818	0	7.5897559477	60.6065844587	35.5750196678	1.3024602081	14.0409632586	9.4938147281	15.8293715747	35.0118632554	3.5576488983	57.5642789358	42.9408975642	3.3266365728	4.4123098822	49.0147688388	28.3224456259	1.2706683454	1.3159123182	33.5423769837	173.3689824524	8.0759752406	20.2598650306	8.155353499	7.456529739	7.2444931622	15.0887504363	1.5056753849	7.3974432008	11.8002921633	10.8876276764	16.9321249639	20.7886916715	18.5196558015	14.5394731892	37.7770429105	8.2898218476	11.2601752618	1.6850133902	8.4672358176	18.4281172147	1.2383102369	1.5438095521
M00063	unclassified	1.5349337189	1.0847878626	0.7123140155	0	0	0	5.1477350348	0	1.0060362173	2.2823455031	0.5853770265	6.2966269364	0	0	1.2426628211	0.6506186632	6.5692412452	0.9543533123	0	1.0096545079	0	0	0	3.1780797426	0	0	0	0	0	0	0	2.3480284968	0	0	0	0	2.0996719808	0	0	0.9136935832	14.8834756262	8.0507092081	1.4209127145	4.2983167314	0	0	0	0	0	0	0	5.4160901037	0	0	0	0	0	0	0	0	0	1.6102422809	1.9412335135	0	0	0	0	0	0	0	0	0	0.5739660349	0	0	0	0	0	0	0	0	0	0	1.1046743292	2.5833490204	2.831261137	0	7.6183637408	0	0	0	0	0	0	0	0	24.7177819879	10.5316714555	60.352446405	18.8564559449	33.436392122	63.1331572624	29.4066151436	0	0	0	28.3907053769	0	0	0	0	0	0	2.0496898591	0	3.0260622569	0	0	1.0101010101	2.1981379356	0	0	0	0	0.326088793	12.1647759246	0	0	0	0	0	13.9461739291	6.6248032422	0	0	0	2.2958890622	5.0434727029	3.5595007986	1.249374986	0	0	34.2425117578	0	0	7.1766620409	0	0	6.1894107884	0	0	0	2.4914599314	0.7362580867	0	0	0.4660918204	14.6462243067	3.8871073185	0	4.4974300107	0	0	1.020897007	0	0	0	0	0	3.0348470451	0	7.2544839563	6.056384365	8.4516996616	0	0.992643863	0.3768419137	0.9694012348	3.8729371556	3.018869891	0	0
M00064	unclassified	19.0399559995	1.6630740799	4.4304926089	0.4670312358	0	0	1.5706504313	0	0	0	3.2632849508	6.2112931826	1.1393266884	1.5578002018	0.9355714624	2.9711646477	6.4083730822	8.1365419127	7.7648492294	6.3579224406	2.8690359353	3.9079805279	0	0	0	0	0	0	0	0	21.3515276131	25.2248306877	30.0739926993	0	0	0	0	11.3324470075	0	2.0325203252	3.3697030576	4.8920442355	0	6.0075641086	5.2391432165	9.698174012	0.442056481	2.1730033139	0	0.6389127262	0	0	2.9517065426	4.2647067172	0	10.3120555579	1.3304594254	4.0561841753	0	1.2535516118	0	15.1967819809	3.9101919695	0.8134039775	0	0	2.4132347168	0	0	1.7634137203	4.8895585126	1.547668155	18.1347081612	8.2949142336	1.1485917689	0	3.5791423581	4.1148954	7.8006073593	2.5478079115	12.0801865638	27.806257067	3.2003603981	8.9328679744	16.0336106518	39.5411471284	0	1.7356326838	0	0	0	0	0	0	0.9652509652	0	0	4.3221445405	0	22.7116606711	0	0	0	0	21.6689799598	0	0	0	0	0	0	9.0444086238	13.4136293003	0	0	6.2340639961	0	9.834976843	0	0	0	1.9854323638	12.8876226861	0	4.5595263745	7.7047098688	0	13.9497609135	0	31.6748328158	1.0837641793	3.3962154593	20.1555199021	0	8.3435101183	0	14.9315890186	15.9205879307	4.4244905028	0	0	4.9385503444	36.8238868021	2.4108512514	0.5894529871	9.8971044555	4.7657897813	7.3210925154	15.0221728451	3.810265928	23.3382245061	1.1830224205	10.3799505159	0	1.5058740165	1.7919834594	2.0259103162	45.9045137599	0	521.6856452538	11.8084264971	51.0049777042	11.6947084564	6.4293559862	13.7989794709	5.3075978117	0	4.3381098724	2.5793443682	6.4225269633	13.8369261558	1.9110778511	0.9713585955	1.8627082411	0	0.8731637426	0	3.9898423414	0.9488212953	0.4072223554	2.5660807421	1.9615878455
M00065	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2236128199	0.5776246102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.647399758	0	0	0	4.0349645864	0.7602611768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3013.0489825566	0	296.7765654001	0	0	46.6699058661	0	78.9798637993	0	0	0	0	0	0	0	0	0.4484765694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6453407759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00066	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9480515933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00072	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.559160593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1574074074	0	0	0	6.9358670158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3800.7271273617	0	376.0451913957	0	0	65.23087758	0	77.7607046498	0	0	0	0	0	0	0	0	0	2.3923444976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1737089202	0	0	0	0	0	0	0	0.7162494069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1904761905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00073	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8631779403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4130.3730117062	0	402.2743228657	0	0	67.9800643736	0	88.3924045455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00074	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6047820728	0	0	0	0	0	0	0	1.0542285937	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9616863429	0	0.447264016	0	5.5137117857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3304.1936109234	0	334.2347961499	0	0	52.1245831302	0	70.3057744586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0488019271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5481419431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00077	unclassified	0.6392493652	0.7068452262	9.8838236444	0	0	0	12.8975127168	0	0	0	0	0	0	8.6758805774	4.5158903613	2.8207363415	1.1370772844	0	0	1.1635720633	0	0	0	0	0	0	0	0	0	0	0	0	0.8734484992	0	0	0	0	20.5358818761	51.5541902268	8.1523350687	16.6699304332	31.6704379233	21.8869901135	28.8747389697	0	17.3137937668	0	1.0361199021	1.3368686675	0	19.3223541211	1.6605924872	2.2553217662	0	0	6.2042476607	0.8240852976	0.4895121718	0.887076204	8.1910170183	0	11.1364594616	0	3.8249542957	0	0	1.7380837721	3.0752279634	0	0	0.5914083656	1.6478885709	0.7027138019	0.9847891557	2.8819000426	0	1.3778507263	1.2370666292	0	0	0	0	0	0	0	0.8409023133	4.2217319756	0	0	0	0	0	0	0	0	0	0	0	0	3.9650664768	0	0	0	46.9373618013	29.6080221894	2.5271614092	4.702370001	0	0	14.85661508	0	39.0461881038	41.2982382427	10.1253773904	0	22.8830657933	0	28.762323713	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9691132334	0	0	0	2.3990508131	1.0738191126	14.2778423772	0	0	0	0	2.453920906	0	0	3.8788074995	0	55.811940404	7.1934504825	0	22.5767446187	0	0	3.4439750922	1.7321225418	0	0	0	2.179666138	458.1275313431	4.6264413967	80.6958855347	36.8064895412	0	13.8531107057	0	0	0	3.9443139871	6.4784013734	4.079815394	0	0.7597232434	0	0	0.8784678561	0.6228381025	0	0.6769071522	0	0.6392443208	0.7832805279
M00079	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0062454888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.7373534541	0	1.1392970534	34.9973739419	19.8427705961	13.6418699646	0	1.7264038915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4807037547	0	139.9659623683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.63119455	9.1341615162	0	0	0	9.38908353	0	0	0	0	0	0	0	0	0	0	0	0	0	17.5729272416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.3331510441	0	0	0	0	0	0	0	0	0	0	2.3988074609	0	0.839252215	0	0	37.7376185719	0	0	0	0	0	0	0	0	0	0	19.0797734755	0	30.5829306344	0	0	0	40.3695886975	0	0	0	0	0	3.7172167796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00080	unclassified	0.2795397104	0.6563689574	0.4198497648	0.8492858979	0.7102272727	0	0	0	0	1.624799111	0	0.9615645004	2.8582081854	0.1486432763	0.3030512105	1.6813613731	0.7925593417	1.431421107	0	6.1601716622	0	97.8289233793	0	0	0	0	0	0	0	0	0.8352839822	0.4921257492	0.6309499794	0	0	0	0	0	0.1879430283	0	0	0	0	0.7155405871	0.0998048235	0	1.9778704289	0	0	0	0	0.4077494453	0	0	0	0	0.4473880875	0.2555681268	0	0	0	0	1.8930143051	0	0	0.2728340595	0.3566612699	1.3691177638	0	0	0	0.926381171	0	0	0	0	0	0	0	0	0	0	0	0	0.7722337751	1.2096788575	0	0	0	0	0	0	0	0	0	0	0	1.5040313175	0	0	0	1.869340227	0.0963397961	0	0	3.979701658	0	1.325240338	0	0.0934564828	0	0	0	0.8600437844	0	0	0.3665156074	0.2909287953	0	0	0	0	0	0	2.3990662278	32.2782916755	0	0.1802075192	11.6037124031	2.3880089633	0	0	2.2017480734	0	1.2811999395	0	2.5367358023	0	0	62.2682535921	0	75.9792579339	12.6170414843	0.3490654876	0.2920896179	3.9733345914	104.7378062558	140.1607618656	1.0145558543	0	0	0.7652299029	0	0	0.5621408284	1.0845543544	0	8.8314794944	0.5767998847	0.0418392536	1.712159937	0.8263030809	2.3074096705	0	0	0.35969306	0	0	4.5822222833	11.2541199489	0.5693135533	1.6751005826	0.6062388705	0.7113347028	0	0.1556314444	0	0	0.5568938264	0.2501336821	0.4910207197	0
M00081	unclassified	0	0.5649078005	0	0	0	0	0	0	0	0	0	0	0	0.837583595	0	0	0.7874035679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9711033135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7661654524	0	0	0	0	0	0.4958063107	0	0	0	3.9943256306	0	0	1.103813668	0	0	0	0	0	0.5366923203	0	0	0	1.0615283391	0	0	0	0	0	0	0	0	0	0.963403978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7854032731	0	0	0	0	0.5872446009	0	0	0	0	0	0	0	0	0	0	2.3817963663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5032065298	0	0	0	0	0	0	0	2.8126730104	0	0	1.8545016545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8104364001
M00082	unclassified	0.7350680268	1.4453449491	0	1.4637476554	2.8393813886	1.002575961	0	0	0	0	4.5145749194	0	27.1925180432	7.0322542972	13.994134345	9.0097162935	10.2005965066	10.7758980573	24.0579069804	4.5757835491	8.1914946336	175.5931298397	0	0.6321421241	0	0	0	0	10.252122054	0	154.5557273284	105.5333977984	71.857758292	37.6812406748	39.3320354543	0	0	0	18.5140769426	2.3205211235	11.5928214197	25.0556168291	11.4340374637	14.0718725826	12.593651559	65.3294095764	19.54622422	27.0580553692	0	1.9214125183	0	5.366976334	0	0	24.6259999249	6.9941372004	5.3449153837	0	6.5537225415	3.3079263501	7.4079736688	0	11.5205482548	15.3437529569	7.2436779392	51.7719469448	12.5782900645	18.0211730517	4.2446070005	0	49.8524236168	23.9669072407	122.0202220361	46.0202891898	38.4164233415	119.7387287122	0	0	18.5143622048	1.5219722577	47.8408300684	87.0188438134	60.4753703181	34.5306787321	56.2661113074	97.574110967	16.4375261233	56.4425404679	2.4419809329	0.3951100998	2002.1821393442	0	195.6497001434	15.5133656857	0.1986461322	31.3047612478	6.8453079716	49.6179791556	0	180.2351488583	4.3183082381	15.5621435144	12.3606928717	22.7027424183	2.2647040182	15.6923892527	21.4378239498	12.5249624383	2.652398551	26.8886163988	0	0	0	2.549800827	0	12.7878420488	147.8508792677	0	0	185.1941887451	259.3679816501	29.2119225836	14.0466944983	6.4583286424	2.2876509551	29.6467994721	14.7198096659	8.6856766908	0	6.2449595145	7.2070427121	0	15.9481633765	0.3850796752	19.5151782311	6.2250001279	19.3271603195	0	0	1.0033749874	0	1.9700008461	21.5620319461	2.0452061122	14.8467339947	0	34.696960086	5.6707869638	0.9784987772	0	3.5374703106	6.001083394	14.1939705532	0	0	14.4504891709	30.1013933637	6.2251789472	23.5386268724	79.7253215744	7.8575514688	0	6.4751275442	0	4.4598355201	27.3737350679	18.2390658924	16.2062671619	16.1900166536	9.0504455614	60.9737760905	11.0393350416	10.3305678938	2.1850899415	0	0	2.7222895153	13.1853748148	0	62.538887655	0	11.814965404
M00083	unclassified	10.4403799613	3.8905486365	24.8604546289	9.1993467837	3.9513165297	0	4.7378576689	1.3163817867	0	2.5318205079	5.5031809826	69.1082493182	34.9429847269	63.9521756906	57.0616822597	24.8513030831	24.9062931692	17.0311072778	33.7243460266	4.460606954	11.302961514	168.2265464145	39.5647283043	0.8674562888	0	0	0	57.2958099697	41.5104543014	147.3663585645	61.1770779177	94.7873795143	62.6436695188	22.9495753562	12.558423389	0	0	6.6001419353	26.0794680147	4.4563561628	21.0198234617	45.5140978379	15.0893748732	17.2907132	10.8836084326	57.7335204553	10.2144562165	18.1591450815	2.3177195868	4.3675394651	10.5567022979	5.990198902	4.4739900105	32.0325962876	22.3188683924	35.3087245362	5.740965261	3.5626621482	8.7836682897	5.1088342634	10.0124223023	21.1392911285	21.3065474846	12.9813158392	5.0488647298	50.9587524987	16.9115594335	35.4184487717	7.8198912464	44.5912499005	49.4921128609	33.7559807276	110.7597215967	57.7526068297	38.6605089494	78.2299816807	2.4653676532	5.9900967136	50.1344689442	0	83.634358897	60.6388897567	29.2436653756	11.1321118449	39.3419283972	111.9188430974	61.987462883	23.6089441795	13.8471155354	40.8995917282	1965.3848172433	90.1714646374	195.7380935893	35.5891931534	16.0305528103	28.936086334	30.7683247471	45.3489688506	4.0941394246	186.9953019206	11.3787435768	19.0060865727	22.6465353732	62.162727153	10.0299926787	0	19.982678232	25.6538403185	13.0605126886	54.834638095	52.9204804325	49.2249438632	40.517496881	23.5117538255	0	28.1535868129	19.4315832933	50.7222817909	83.5686678089	0	4.4263922841	15.0491370642	13.3351105691	8.550040757	3.436236019	54.8118087293	13.2477337105	18.174777971	0.9000187449	14.1376472591	1.7163945067	24.1950010461	21.9160015837	0.5162753928	60.6653754118	2.34356888	19.9424216911	17.6031833557	0	2.4979667428	30.4912226614	2.8705803048	21.5700299204	2.8417135104	22.2752961201	82.4499261839	42.6105413442	7.4788369552	42.3949427105	20.2163543279	103.4515133869	20.119509885	8.8720451321	17.8997361163	13.9561314659	10.3105018701	11.0762237481	0	40.3298213455	349.7126703176	70.2197080198	10.5016258481	9.5195897556	10.4708336926	11.9372648133	82.9653097474	34.653649723	45.6494775591	67.3477398024	44.4786703837	54.2231365864	30.567038873	16.2984189432	4.0705321532	23.1265874629	8.9166073262	10.5736513811	13.8701761135	3.5668194693	44.5675577009	19.4898782311	7.6902660607
M00085	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5036457366	0	0	0	1.7993767982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1050.0928498705	0	94.6360593218	0	0	15.9241566743	0	20.6335161636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00086	unclassified	2.9398037641	3.2184019616	0.767363409	0	0	0	0	0	0	0	8.6537588561	0	25.314382028	0	0	4.4233809605	10.2306635458	3.399816036	15.7519957182	4.0608822969	5.8547866143	78.3836812597	0	0	0	0	0	0	5.9299285886	0	32.9220619342	49.9403185996	23.9662832395	0	0	0	0	18.2498793279	14.4827711156	0	3.8323985109	40.9749100117	22.029013747	23.5501436132	0	9.1270051192	3.9775945719	4.7635243145	0	0	0	0	28.8094789551	4.2893557914	22.3889338472	12.1510008376	6.3077129733	3.4144789695	12.4988914667	1.1361126677	8.5566437703	7.5714720262	16.5635837186	5.9140507608	4.4596050258	92.0399485823	30.4009848308	0	0	3.3787815566	3.210384892	19.6250848492	2.9047976983	0	11.1477086307	7.6816744394	5.8220665209	4.099450221	8.5374450074	0	4.3509688343	0	0	0	1.9894861268	4.7214276575	2.2043469132	15.4852590497	0	0	8644.2392451977	0	866.6548054861	0	3.447067337	132.4894562524	0	181.4302031383	0	13.2243927694	0	19.6150878452	4.4245497469	0	22.6231108923	0	4.1785656459	12.4699010079	0	0	0	4.1501143684	11.4079588566	0	0	4.7762602431	0	8.1676192569	0	0	0	21.0936271425	22.4374692393	2.7899714661	3.2422691007	0	17.2908854854	4.3993500535	0	9.7438586569	0	7.0111518834	11.0502282172	0	11.9855670094	0	13.577885302	73.1519865405	0	0	0	0	12.1639681137	0	8.8790035559	19.5679667566	0	0	39.4918589039	0	64.7062902322	3.5791513372	2.9821702672	0	80.6735258293	3.8844190732	2.9933515561	0	13.3477432003	583.1640169904	7.3567424016	66.6844068506	35.7918213176	25.0076017706	15.6716904789	4.3668122271	0	0	8.8299323739	10.4048161307	0	4.3668122271	0	11.4770336658	0	0	0	6.5478879469	0	7.5529383953	0	0
M00087	unclassified	1.2143716304	0.6025684691	0.4976310501	0.1831402621	0	0	1.0626719699	0	18.0099891264	1.4303457148	2.3859258318	2.7353285391	3.88618111	1.4572146957	2.0005930367	0	0	1.3444973623	0	1.0044237504	0.1345917364	1.2679149749	0	0	0	0	0	0	0	0	4.5041891165	2.6426297937	9.4311270619	0	0	0	0	0	0	2.4006417469	0.452962426	2.9116576672	0	0.5364525924	0	0	0	0	0.6722576558	0.302130866	0	1.1847310239	0	0	0	0	0	0.2740103369	0	0	0	0	0	0	0	0	1.4739532174	0	5.4169230881	0	0.1235445693	2.7189187522	0	0	0	0	0	0	0	0	0	0	0	0	0.6017458029	0.7125175378	3.3999665734	0	0	4.5816331784	697.7181147063	0	68.6836927755	0.537602566	0	8.704478606	0	16.4951583837	0	2.5374424769	0	0	0	0	0	2.1792529299	2.058730234	0.708334992	0	0	0	0	0	0	0	0.3102030016	0	0	0	0	0	0	3.4597945867	0	0	0	0	0.705693588	0.2118481461	0	3.6031891078	4.4444614596	1.8107799785	6.5475205165	0.2903334706	2.5402124687	0	0	0	0.7076397647	0	0.6826725436	5.4234800016	0	0.2654210481	0	1.0163587603	3.279460366	0.5069528025	0	0	0	0	0	0	0	0.1151238567	0	2.6165641973	2.1229684217	0.6166874147	1.6319013974	0	1.4388906126	0	0.3288936138	0	0	0.1222569597	0.7725551953	0.6609989753	0.8728130946	1.1190132505	0.7488923059	0	0.9265972649	0.7025437331	0	1.6594951901	0.8600780352	0	0
M00088	unclassified	0	0	0	0	0	0	0	0	0	0	7.8476615713	11.6371994133	9.0625942483	12.9239094445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7586276023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7359453376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3619704105	0	0	0	0	4.0358440363	0	11.3112485573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3000877053	0	0	0	0	0	0	0	0
