Feature	Species	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
ko00750	unclassified	34.4513699965	2.2129609448	46.7452902866	26.4528787673	2.112869955	10.9954434586	32.2330158413	26.0835775534	6.3639803065	1.1879983664	5.1060496638	19.3686624103	11.0137417451	18.6058150261	23.117781419	4.3137013113	2.8134136191	5.3385791283	8.2349739745	2.3576548899	6.7493940768	64.0298120389	9.0823085975	0	1.2326946548	0	0	8.8107299056	5.6850796377	49.9400766892	11.8797392765	20.1114347493	21.282425752	0	0	0	0.4979361614	1.5953034017	15.7826974843	8.2501215764	6.7820367705	25.923525508	10.9138803732	18.9086183432	0.4075509624	16.4807359239	31.1885868578	2.253274971	1.1713711689	0.9667134244	11.5021702117	3.1194034177	9.7903423578	8.9990917122	0.8577548038	17.0516229824	1.3186009564	4.4292131827	2.1975118721	4.1205555005	1.3348290188	5.7150620518	4.3003334407	3.1678727678	2.0590392095	7.3361350365	0.9566714682	5.1334927496	6.252675488	8.0669679471	9.49163943	5.3453565237	18.5582650495	6.7040140592	2.5568625542	4.1959686968	6.0908237917	2.6004223707	32.5469762793	0	14.7874631636	24.5349185711	14.7594119535	9.46822252	42.9788801405	31.3619714502	11.3211390887	9.0606784647	0.8821484528	0	3098.3482852007	0.2326982956	309.8451425631	0	0	47.2609149796	13.1089784242	71.8862354934	20.8447171853	4.915376885	14.7657525874	26.6876216544	13.5674530603	20.7096284954	5.5244659325	3.7607434621	7.4418716368	10.554384662	23.5264060556	15.8783851138	18.2478409998	16.2315131997	11.8532453711	7.2423317479	0	5.8772865077	4.0805082723	15.9410073649	10.0247884128	0	0	3.3972337499	5.2806345623	21.0353471065	3.7229272616	7.5500731665	0	32.5905219598	3.1788698278	63.7112129393	8.3938510929	5.6834238826	37.1169538047	14.0611951335	50.4323746872	4.6911410125	79.7180403871	13.2101666486	0	19.8167276424	1.5956489144	28.7196900205	45.9332803686	2.601005529	32.4970228716	16.393624476	39.3480775895	65.4798313894	7.6367235813	4.0754511352	11.1141173857	8.4181167332	29.9078486185	16.887407875	12.130012783	4.2314239489	6.1338874787	5.23016834	1.3136749626	53.0077616262	11.1217687026	7.5607955366	3.996724533	3.0439052719	3.9006757929	14.5417475447	2.2896103723	27.3701379077	39.032508257	35.516971236	16.8909909813	13.6289660235	10.8642447457	13.2465702564	25.0429973916	1.8922659384	2.6052801428	3.6277471395	4.3621264141	7.9866942714	3.6462179583	2.1353414907
ko00760	unclassified	1.2919471662	18.9329095186	1.2165660915	2.912102796	2.2133488493	0	8.8369992947	0	1.7446388607	2.1543524782	5.0269537888	12.4349517679	16.9863176314	13.5692768424	10.7721964796	2.2097148257	2.7064032093	4.2276605195	3.1945627718	3.4627640607	1.5044933135	61.4315159351	1.6237470627	0.5180694773	0.1747099156	0	0	0	2.0352603016	7.5176925847	22.4035469469	19.3998771426	16.1251686372	0	0.6457439577	0	0.3019001535	3.7846860951	9.3410260827	2.4469780092	5.487920821	7.5164124282	5.0034891275	5.1633962108	14.6047865972	10.093727798	2.7101810766	3.5430417552	1.0501127721	1.1536841514	7.3726214752	1.9526679502	5.254405431	3.2392470659	7.4366010832	5.0823500989	2.4574233405	3.903168182	5.509407395	2.8001300967	2.0581788556	3.5301699261	11.4980721943	8.5563169625	1.5424541974	15.4935218337	6.0400978397	7.7257654322	2.398558903	8.8611318025	11.7744824101	8.5172656613	23.8916114763	12.0787342823	13.0877485603	34.1779001717	0.9740748124	0.9427201854	6.2173875229	0	9.2203637078	26.9526761263	10.7678402665	8.875326718	15.6088016731	28.7316742203	3.273730358	4.2337150339	4.94761457	1.160880174	1201.3849189748	14.6008956648	116.3171230788	7.2844602567	8.0721860734	19.1946069576	3.2555613714	31.4148734095	0	6.8904271357	2.3526978468	6.5053921608	5.2481224624	57.2858511922	7.131101832	5.5127153479	7.674880467	7.0899229343	2.9511335634	15.4287878267	10.3663769696	8.6597137416	10.6077163217	4.0739462152	0	7.8951763094	163.931121954	17.7806980239	52.0017043211	0.9567219624	1.3883301306	16.8445632204	5.5549060586	0.8480822327	5.3346474237	2.4333997005	5.1568452973	1.067955688	1.0380761269	0.2982677711	8.4782218226	5.95744177	4.782334961	3.2364039809	3.9024723573	5.8496420335	3.2918033046	22.3691197421	0	9.6047349319	332.4739364124	14.013069274	301.4562579396	0.3939557038	2.7352679411	195.5375284597	21.2989789621	28.3072730229	27.5845417589	3.9269659679	27.371176142	1.7383938548	7.3992444422	3.650674855	19.9772992297	2.1513709528	3.4687036325	6.240550069	27.7254147242	135.7278301584	19.4310419198	13.6315274247	4.9576169176	5.1963228168	5.0532781404	10.8239111779	3.1304189103	7.1296529984	8.9304002213	7.5712413615	8.2126251656	4.0512023004	1.9064476044	6.665357581	4.6942331367	4.5116486236	1.126766895	7.7198008357	4.0187150415	18.9785981847	10.8826240261	3.2351290534
ko00770	unclassified	40.2345463758	4.174693004	30.8981795408	7.4147378004	3.1441866689	6.3051852068	29.3221837579	30.4500799764	11.961331963	5.9852436088	10.5490416694	21.7695840769	57.1584444539	38.6916545892	33.6872151636	3.323633952	8.3773627367	6.388820266	28.7226585141	4.8335011427	5.1275231498	159.0095249521	6.7573202858	0.8081005507	0	0	0	4.4744124703	6.3556308492	11.8094827364	38.7199989144	50.9248199533	66.1814714652	1.4970488054	2.6834997544	0	0	7.0707460183	36.8298959482	38.7575679746	15.9104644566	44.3838370352	24.8951132261	46.6276944356	2.3844127099	49.8881247888	3.1274929757	69.8253834304	1.6201933581	2.0220173922	13.6195275001	1.5862659094	7.1195753032	21.4779845407	16.6789681897	17.5899990577	23.5139082457	1.9723730014	44.8020993679	19.1076966272	12.5459532793	26.7302847575	57.0441846046	19.2230828431	31.2444656984	20.174115697	48.1321173882	20.3626082714	9.9279046107	33.7162867631	47.8796161076	28.0562298286	72.827658941	30.8894982982	46.7018225551	49.6811566893	12.7176889288	18.3642987297	78.1818355122	0.6865052123	75.7817398866	73.261447382	56.4929620864	38.9095947034	78.4997003717	96.8033278362	30.6588452464	40.8475032895	23.9796345817	44.8830021341	2596.8182444123	17.1235235323	261.0194052072	20.6990821296	16.9125470033	47.4092708999	23.0298155233	74.072345586	0	46.1845858038	18.4316517706	39.6567586938	25.9049782777	71.8296195352	13.817561642	7.1446738357	9.3444668492	26.0930224972	18.9826678614	39.4647044503	44.2225728401	38.2219389951	24.6125483277	22.692924054	0.0990191368	19.146829724	9.8819379783	46.5954501783	32.4397883996	7.9509027438	6.2834568689	5.6492258431	14.9470879517	28.3521385551	7.196761105	7.1283238541	9.0871101531	58.1352749387	5.3724972174	79.2761611756	11.552347573	16.2223364708	86.4064216961	6.7816209679	105.9864017957	7.761754605	125.5611410982	14.4727476493	1.3907435609	27.5800883104	20.3447312818	36.1429030916	42.5716860738	5.1710643626	60.9808369662	18.8448061329	42.9766475534	62.0287719904	10.5136758146	11.357191571	19.7123387302	11.3460467519	41.244548779	11.1981568289	14.8115403966	6.7427758462	17.7778810425	13.408449625	65.4351893874	199.5262168592	10.2150171374	24.5918615782	12.9680473577	10.0967628312	10.8324549182	58.8157394594	20.6529807402	69.8910593527	49.563145187	96.5827951722	76.6586367581	22.1162277489	15.7962199685	11.5574102719	37.6190731464	47.8930807374	21.3938320809	8.4315068835	6.9619726975	67.6927316915	29.344497498	9.4535369182
ko00780	unclassified	57.9878539788	31.4768133569	79.7422568193	25.4107431791	23.67005131	10.4093551854	68.6790193852	32.5561514898	0	8.4343464495	8.1657429094	6.9941531261	42.6550526173	4.851970965	7.6939464168	30.8037951348	10.2554726512	25.1405199517	66.4827756745	4.4039355239	13.3355731229	113.2584507204	12.7335342701	3.9524677451	0	2.0781727638	2.1499465309	15.04215591	9.6211693343	16.5108846266	44.8160970711	51.4073024117	39.9969553237	23.7757895362	10.5097897831	0	0.8469593462	0.6655727486	6.1381531068	2.8951866508	1.5784966237	42.6139945321	28.4688846214	83.1207728469	0	75.4539641365	6.0748718619	6.143861474	2.6172095642	0.5330963881	31.098410935	2.2787721774	17.7165895608	93.3424128027	0.2540073094	57.589925849	48.7271342233	0.9735867369	106.4680655163	53.8439696907	11.8993857916	123.8310096061	112.9022149904	6.5339935097	66.9717563394	10.1755247622	6.1317695888	9.1255711304	10.0470013871	24.855543926	21.1974553993	30.3666315361	38.2831438537	23.4288796615	1.4738976418	0	37.3224608333	43.203768452	61.2304664227	1.0232219334	50.6782433748	55.1632773318	33.2910428005	33.3310394159	80.4160774361	65.1172657414	12.0864049392	37.2698004764	1.0125254407	0	566.3780010857	0	51.2720479165	0	0	52.8265360042	7.1749128169	39.4918598395	2.4498935105	12.0486392236	3.7028097805	6.750396039	5.8508365398	94.4185285696	0.5577692586	17.5001996047	15.1405422832	5.9173161711	1.3518439745	31.0278516951	141.7684138951	0.7269793204	0	2.111073431	0	3.9591732342	54.4882183744	53.1403737644	113.0718289671	45.4524837402	81.3633938993	22.3941042767	9.9276902619	32.7398289243	3.0703026033	10.4612454616	0.1836316202	63.8749265739	15.2369013281	124.2014857891	7.9040569731	31.813931955	74.5016410474	6.8714630049	135.1317015584	3.843480197	120.7051155982	55.7432288936	1.4670853721	68.0789773757	0	90.6909602827	61.5619404385	3.8222564704	64.4494230484	14.3625998917	147.5134982969	205.7992818481	19.3987318162	17.9047629315	34.0401761659	22.1289660321	55.5082003076	19.3544585693	32.6399112238	19.3191738705	13.9597278399	11.5496869838	4.3609919179	7.8821813103	5.687588203	0.992400779	2.0632168762	13.0705731995	1.742554239	27.8830913334	15.8582071563	47.2857764418	48.0152795363	45.6021334738	43.0440150385	25.6011617982	17.0029181704	20.4411272796	35.8964589029	28.3461392692	58.6825202538	29.6066102236	15.1220273988	77.8325423188	10.6995638298	19.2949032933
ko00785	unclassified	0	0	0.6552644462	7.0662810487	0	0	7.1021422087	0	2.0445240239	3.932325789	4.6997542782	99.7045693598	9.0970522893	4.793040679	3.6911032916	6.3314170439	13.8945635568	5.4163534027	0	9.9479453532	0	294.0767982619	11.4374856208	0	0	0	0	8.2222086552	17.5771911963	15.41490085	2.9300374494	1.8417904032	3.8326860527	0	2.9347557464	0	0	1.4960352309	7.8636659373	3.868504284	8.2091461801	7.9454967459	3.4845314522	8.9054819278	6.4248693386	38.4338232829	2.4483953798	0	0	1.2332925384	25.8033012056	13.706664465	9.6010626965	1.0191837224	28.648686928	10.857587244	10.0465408266	0	16.6520425994	6.2158159934	6.1266133827	9.2275810754	9.0676833415	0	8.119992185	8.3013424118	7.4185559311	22.8313798676	1.2930385873	1.2223320106	1.0473516804	3.9634203091	0.9989269223	0	11.2184624099	8.1852439078	0	0	4.9159242692	0	6.7685873947	2.0701054247	6.0190672724	0	1.6576725056	13.8709825123	32.0818545633	0	0	0	2868.8050681019	0	311.1615315372	22.7204778701	0	40.410876494	10.6742114464	80.2431715256	14.6231132935	10.7725612229	30.0819031837	27.5825439763	76.2321453058	0	1.8319373572	15.9136857484	16.2449208626	5.8257937403	83.5368598953	0	2.4848507426	0	0	7.0115834013	9.6621121348	17.164960913	1.3347967723	4.7858002804	2.4564454944	0	0	8.6801154489	37.1399218764	5.8843791225	44.7071776081	22.8166071932	14.7815486272	11.5237289653	2.1978306397	26.4033847415	40.7126423287	22.6832587539	15.4611684044	0	25.8681339115	0	13.7357622324	78.9087945664	1.0794138006	22.7888052607	0	41.4652525127	9.301234083	0	9.3139699493	4.5005507717	61.1982208184	83.4536731251	46.274348098	25.7200851532	71.4108066273	0	8.0885815377	1.8055194827	44.4571001617	0	26.896334915	0	21.34000351	10.1009827154	7.2176608148	1.9221494476	1.369247754	0	1.0724409238	0	3.0056890653	0	4.4636133717	4.8826185412	1.5245357268	7.4591765029	5.2745173336	3.3372229141	4.3201389379	10.618300233	3.5649168896	2.4390007596	6.699131145	4.4074874236	1.2136842614	5.2699896248
ko00790	unclassified	3.528209615	2.4773165163	1.0164020303	0.2910679795	0.3992021694	0	1.3276501622	0	22.6850961072	26.3792040812	22.411750117	20.7985144504	42.5118640859	12.2569742387	9.8034981947	15.888552041	10.8283563369	5.3704705123	6.2249092214	3.2980296926	2.9647785451	80.5952448782	2.9693700977	0.4876683675	0	0	0	0.3105379691	0.4988423155	1.6704066241	9.6245448925	11.895812954	9.3712900709	3.3591329714	0.968730444	0	0	11.3039504558	6.7917386348	2.4640421606	2.0812258621	5.5685071627	3.7100300145	6.2582542068	2.0762172674	29.1279224512	0.9199912507	9.3974933586	1.4642322379	2.5831959392	4.7393037031	1.6795544085	12.5118420194	8.0192371663	20.5178551976	7.1929279104	5.5466781354	0.3105606212	7.4125938721	6.5445606944	8.9128249375	4.7206109922	7.3539052418	12.4507590598	0.8771650386	30.9254598945	5.1027055186	10.1836948026	7.9914713785	4.7390814539	9.8895134934	5.315781464	18.2604273481	10.5483429422	2.491802029	8.5166704564	0	7.0856189721	2.9733297061	0	15.3054586557	10.3251291514	11.1184387925	4.0278256754	7.8682036756	18.4789204172	8.3433262153	5.4552952948	4.033378404	14.6119883903	1712.7695316258	29.3099526137	163.609762309	10.0591276806	0	26.4493155429	5.8960287672	41.7678578076	1.0919089323	36.9530508908	3.3880914777	8.7303620379	10.9716736937	32.2479772967	10.7875036995	26.8910082107	21.6796599589	16.6712748381	4.2676955169	13.934103398	18.2514091745	5.3239310388	4.2882459645	3.6281326362	0	7.4657895946	2.9119546622	10.789417523	17.604515397	3.1247132438	3.5206530719	6.2166938193	9.0952403571	1.5802199515	2.761733439	8.0797413159	9.4476161741	2.4021428601	6.4399706334	15.9206534099	6.8389484664	9.4545800179	6.177005306	2.7820825711	5.5797693373	7.5686404256	5.1351539128	23.2431550007	0.5509667931	31.2411266624	20.7631420614	34.1397505609	43.229940245	1.1357789849	0.8029976424	23.0220474135	48.9429166419	75.5133270008	17.7680704512	6.7516209451	17.9910600864	0.8757695492	3.9020006159	6.5238003225	16.1277544549	0.7055089763	5.2351667022	18.1374676905	60.0177934441	182.8401738942	14.942984369	17.7402945931	2.5933572808	1.5281280676	5.6015595825	3.5304698452	0.7206419879	2.5786469343	9.5315590892	14.3111991971	3.2691747359	63.0535021839	56.1244009118	0.7732158615	4.3098699816	77.4249391985	9.4886467865	17.3308297277	62.852783143	1.2589396768	7.1420528055	3.5896177312
ko00830	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1586777367	0.2765956455	0.4378223507	1.8145615299	1.4252068622	0.8309099557	0	0	0	0	0	0	0	0	0	0	0.5954764977	0	0	0	0	0	0	0	0	0.7060782258	0	6.6767785953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3392965352	0	0	0	0	0	0	0	0	0	0	1.0842176498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5307948431	0	0	0.4193006952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2759100921	0
ko00860	unclassified	17.5383107717	0.8991311127	15.6061917366	1.9526965688	0.2093531845	3.5035483828	13.2266120477	16.3122768591	0.3306048941	0	0.9423373002	0.7902713013	21.3598223168	5.4799003396	7.6804427621	6.936508025	2.7679057442	1.7392241658	10.2182711224	2.1849313837	7.6529246086	29.471403654	0	0.0712371296	0	0.0848300704	0.1327304968	1.9488240894	0.7993051914	4.9172090483	14.4006261365	16.2881319972	18.9699633816	5.0163403202	4.2997284507	0	0.324298201	12.8579188305	6.6371276745	2.8227599325	2.7073239102	7.4052660511	2.1007486506	3.1210248626	1.8365947367	5.6722423933	8.6105902906	5.7225872053	0.1524877747	0.5408668501	1.1091562578	0.5076308394	0.9113251956	1.2184392801	2.6390498604	2.1701492978	0.7461263464	0.4230828388	0.962873119	0.7482451314	1.3348792695	2.5405463409	2.1450013023	5.2224625777	1.4139499128	10.8757542207	10.0942790004	2.2218208869	1.9483295653	5.2447002324	9.9049055725	6.9051855109	20.7360006602	7.7099042497	6.193817995	6.6104548731	0.2938394352	0.1399016685	17.6635118558	0.0367507138	11.5963433785	21.6316625744	15.5359246218	10.7745671843	22.6784216207	22.5531884996	6.2609143786	9.9913828325	3.3586512461	1.7127655272	898.8617433334	0.32760025	88.6172335922	0.7195705534	1.4479273998	14.1678029489	3.9761687897	22.1220181028	4.6846435842	18.6136219932	4.790797727	11.3823801621	9.254372742	21.5894775255	4.9137625442	2.2633624103	3.1559424027	10.7117641855	4.5141982551	5.8731824217	25.9415304611	5.1065566687	4.5939379915	1.7186867306	0.1384016517	2.9730851455	24.9125895549	8.1056075437	12.1863745344	29.129984188	40.0936515083	6.137316806	3.1696589368	13.4383551772	1.4965795412	2.1914706378	1.6706911633	26.3569981801	2.6961629064	26.0505102528	0	3.5707367259	19.5616882982	0	30.8010769027	1.3563457285	40.0711546807	6.3685620557	0.1234390585	12.1873403139	4.1222540766	17.8526704308	10.515400745	1.0686692678	24.3599116333	8.3855993755	27.5286886213	36.931420275	6.0761443756	1.75590183	12.1097140364	1.9908877384	20.2379020745	3.0912458963	5.4109970514	2.1443134812	7.7216171526	7.357119628	20.350612673	103.8612105662	12.276336061	10.9830598194	3.5040392811	2.8920449107	3.5126358946	10.5319480263	3.7257215246	12.7212806669	10.8578958022	24.5392942844	18.1575584299	1.4827510657	1.2773209029	3.466221877	7.2331759726	1.6057135891	1.408720011	0.3218307091	0.7731540248	1.4798751441	3.309720415	0.2929744877
ko00900	unclassified	47.1411343747	6.6800073304	39.4937525539	10.7391316544	5.7189987195	11.4294507406	29.074955076	38.8870478274	0.356781637	3.9599461295	3.1138720149	6.0876783454	14.8501290067	11.8315417311	24.5424025932	6.7707739708	6.7033424193	5.4434565848	15.8002404702	2.5830522705	5.2012069963	29.585781147	4.4957999787	1.5269811646	0	1.2016543708	1.3055927927	4.7714089814	3.8472299747	8.592005582	66.2917538431	65.8811338335	50.6704319982	4.3310400161	3.5834806918	0.2214014113	2.6031736417	5.7097239024	16.4438747809	6.1774329156	7.1375601914	19.2700470287	5.810021451	6.318545085	2.9590788688	29.2428307866	12.2282091388	4.9383373647	0.5669291301	1.9171160337	10.6402766097	5.4730021626	4.750815845	9.774380948	13.9252929948	18.4408413703	2.6309127165	2.1986479239	3.3972681101	1.8006144329	5.7998636014	9.6988072974	4.764874898	10.4015940914	2.0099096556	28.9193916396	7.4423485092	4.3017775605	9.7591131887	17.5901037774	38.1162549924	14.456477401	40.2251246201	17.5881949437	5.008779182	8.7199195947	2.424744851	4.7737638225	21.268301619	0.8610944403	47.4987789339	39.8993805601	16.2070480383	12.8206484873	36.5472619746	63.8514104516	2.9592459742	14.5335096743	1.4455999537	1.5844060047	1885.3099333351	0.4535811027	183.8691740994	1.6584348408	0.2429750617	33.5408395819	0.8233357668	45.622869775	0.2875208326	6.3452219079	1.2813868753	3.4767506554	2.9077316071	91.958939631	9.4571437928	7.3397787769	6.5808370095	5.3086877735	4.1206802381	18.0590628292	19.4667713751	15.1225800238	8.2026068794	8.1974820829	1.4798677081	10.5280870889	12.866829857	25.8640177154	41.1807439266	11.2690916062	13.8361269829	6.7757839386	6.8540707628	29.5730122269	3.674015428	2.3493218835	7.8023919409	16.8600600048	1.5587626504	29.0350240476	6.6808576292	13.8221161687	21.0356747439	5.7919760036	28.6778263203	3.8583351935	41.9454825221	33.6760192853	0.1782110865	8.1101611252	0.2565217876	13.4824972746	10.6474464791	3.3330472069	20.870528728	8.260308099	16.0688794207	20.2328174933	19.7257588953	11.4516321824	38.8612153273	7.136342042	21.3752788294	24.182131884	29.1925505554	5.7513370354	11.4411421978	15.0988316984	29.0960865576	179.063501784	15.0495436062	13.5821663064	4.3695598869	5.0641786876	4.997687784	20.882246178	13.5064551462	16.2670470881	15.3376520908	25.2135064253	14.7307150237	4.3294411977	2.0866769938	5.0584982906	19.7670947566	8.1656928592	6.17534507	3.4841540804	4.4283128501	11.9913184137	8.1716782151	1.8982473093
ko00906	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2126689692	0	0	0	0
ko00908	unclassified	0	0.6406362865	0.1816001373	0.3176318302	0	0	0	0.8742429619	0	2.7836893821	1.2764248709	0	4.5344718861	0.1944592414	3.3820118285	1.570131216	3.1117920175	0.6906228249	0.5329103035	0.6261938111	1.8537769323	0	0	0	0	0	0	1.5266181394	2.9720645957	1.0048153212	18.6799900232	7.9830267303	7.5349771769	0	0	0	0	0	1.5952382225	2.3617464927	2.3842137004	7.1775689659	1.801015379	7.6040644955	3.1142901898	8.4642819922	0	0	1.4775449811	0.3032590361	0	1.2499594406	4.0995926174	0	0	1.9276793293	0.1585593803	0.1668319457	0	0.4857756344	1.814322645	5.0899813286	0	4.5222644478	0	7.1454895292	0	0	0.1535508006	1.6327743499	5.4145890355	0.5603475346	8.9282194448	0.8606001541	0	0	0	0	0	0	12.8456168542	13.3253193478	4.7096071505	4.4334197184	7.5089889234	12.7863129296	0	0.3804795376	0	0	732.6309197943	0.5263312034	69.5634519916	0	1.3425597902	42.1562300954	0	17.8563760835	0	1.7709475513	0	0	0	0	0	0	0	0	0	0	0	1.9061263869	0	0	0	0.4472736407	0	0.159274235	2.747959291	1.4476876955	0	2.2506052086	0	0	0	0	0	0	0	2.8282814432	0	1.5923418998	4.5556770256	0	1.473465637	2.4329408019	0.5231817728	45.157104842	0	0	0	0	0	0.8788460261	0	0	0.8431015244	7.312186235	23.5384787276	0	39.1670477968	0	0	2.6696679658	48.0195418491	0	0.1690048335	11.1845939426	20.2487790435	50.9328316996	4.8700004725	0	0.882172815	0	0	0.8579805327	0	0	0	2.052458263	1.7178449622	0	0	3.9586353204	0	0	0	4.7358385088	0.4701284315	0.0999945925	2.7146808773	0
ko00910	unclassified	7.4791026867	3.4875241312	8.9002020702	2.8207592445	1.5100750065	0	8.1491076115	0	0	2.4148049903	3.0054240964	23.7364635115	27.1086028245	12.7664027287	11.0525244577	4.1894295319	2.2187499485	5.066893025	10.3330064509	2.3687389349	4.9557110394	55.0889233913	4.1367585416	0.2462143132	0	0.1373741582	0	0	0	8.6883533611	21.6523294435	16.6249340829	13.3577113682	6.1375003062	3.1942532594	0	0.1208986694	10.1844817907	7.9639501569	4.7833905001	4.5030735721	10.7105543527	3.5332966569	5.3733761007	1.6474550684	12.3335320261	5.5531887785	3.8682364727	1.8351096136	1.2819309992	4.2289817622	2.0439536984	4.208622085	5.8710062106	5.9680834258	6.3670334602	2.3211496365	1.6556280507	3.5124511092	2.0992605984	0	10.7992579483	3.998575385	4.1619206482	2.2339393469	11.4432761691	10.551963203	5.9507506654	9.3885016923	11.7497122963	12.1154625144	14.4602043901	19.7288134072	9.2454945104	8.8129320491	5.0643278538	1.7434358842	3.0273152023	10.7847314011	0.5745360831	15.8323536653	16.5461238938	10.4010367662	8.0229878263	15.3009186763	23.9684855483	11.3156792074	8.0933923416	0	0	542.1221630503	0	52.5332708371	2.740200463	0	10.0722684263	24.1660784722	15.4336016419	6.3009237801	21.7156163723	0	26.1969881992	18.4367136088	32.1500931836	8.0515630038	6.5585927645	8.1293166934	22.3973467849	7.495000475	12.3769944476	13.9990139984	10.7204078699	7.349263572	3.9118334567	0	8.589238908	14.2653138469	13.6023370043	11.1697914303	15.1755111706	18.876264336	5.2354648768	9.605368062	5.6539775708	4.4052745345	6.7945311736	4.4092396286	7.5113745736	19.5163142556	12.8551556186	5.3657601117	11.5501302841	10.9193098431	5.6196104919	16.9804264943	3.9429306404	18.4725820579	12.1891666113	0.3871953206	36.5205147696	23.2136888127	33.3561856178	27.944766775	2.6397505088	10.0093467714	16.3081293626	40.8678891335	49.087688808	8.6821319813	17.8295201069	13.2464759763	6.0434507073	8.301566006	10.5485332452	12.6791045855	5.2080036252	4.4878989789	3.3515659059	23.6768264033	106.2039307735	8.1057254896	12.4820137171	3.3739979182	4.0661233576	5.5786478311	13.2481387964	7.7693537966	7.6861487546	8.9217252189	15.8828667447	12.6329629827	6.2482489483	5.331411471	6.0344371163	7.39375519	1.9975946452	2.7721679466	1.8948063785	1.6631952276	5.0052095814	2.1381472723	3.9210742572
