Feature	Species	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
ko00364	unclassified	0	0	0	0	0	0	0	0	0	0	0	0.4679752555	0.4385315131	0.3411893752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423.2690644004	0	42.6270927227	0	0	7.2589111503	0	9.5449087543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6410897316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5069407318	0	1.229789668	0	0
ko00380	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	5.020225491	0	0	0	0	0	0	0	0	16.7784619786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965.965053934	0	92.3074825709	0	0	15.7956648745	0	22.1108979837	0	0	0	0	0	0	0.839067659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7772863744	0	0	3.995174622	2.4789213684	0	0	0	0	0	0	5.5607505242	0	8.5241845865	0	0	0	0	10.0212896241	16.9785920651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2761530007	5.8994084502	0	0	0	0	0	0	0	0	0	0	0	0
ko00400	unclassified	13.0752560521	3.3797738691	11.2741486957	2.9836204929	1.367059487	2.4799552262	10.5610704598	11.0291828302	0.5254597205	1.616867171	4.5529496504	52.610192556	29.2549219797	13.4789034095	16.7840328371	5.243271468	3.8222403658	4.6312193984	12.8602741072	3.9756786628	4.6585863232	89.4411286847	2.3586033168	0.4616723046	0	1.9648792143	0.3141791654	3.0045154078	4.931664815	10.5404297691	62.0968681491	48.2249784473	50.6040284373	20.2637185217	18.5371358728	6.2515494045	2.2315088777	5.4099731756	18.7523835237	7.2419235422	8.0163892573	22.7165410728	16.5002410699	26.6850156826	2.480833138	19.6173402633	16.0942165106	10.1741627263	5.3805353539	7.1505560934	6.2784549361	4.3480011842	12.2632740563	8.811815163	8.0639197475	7.8423608056	9.6803608248	2.957979047	21.3470311689	12.4800361276	5.7730237073	11.9757641794	28.3397679823	10.8492158695	15.1125692681	34.1072987465	31.4577038052	8.8564259628	4.4711495325	16.1972534152	11.0131322996	13.7145044764	25.5537984482	7.1279478329	27.2072954908	25.7506079596	49.0068953321	44.4836437195	31.9793841183	0	34.4757138953	54.3825155211	45.164926419	33.5689866389	44.0393205843	56.0723851123	20.5483657112	31.9585156671	3.0104578577	5.2537653234	1574.6839257535	12.2654489763	147.0804867037	6.7926201313	3.3427800327	26.0240474422	13.6256437957	44.0609341422	8.9698533114	5.0812076924	10.5560668014	24.5957893471	17.0755273195	75.5304457464	8.625649129	3.907628571	5.0435948801	17.1001073615	7.4461484471	28.8370457065	17.2217196252	13.0602971191	10.5053146777	8.1993232005	0.6963355567	8.6693656795	81.2779699089	23.3734283177	45.8116514393	106.2062957667	151.8441347162	17.6119870362	6.1835621704	11.2481848177	3.0886499799	2.1540767655	5.4368712667	22.5732932723	3.4665562392	28.7011262766	1.0797182291	7.9611963388	21.8250260488	3.003785879	31.2409603649	3.4918813137	40.918653125	20.5272392088	1.0108236724	9.6544052713	113.0991943776	11.0667535929	111.2718008718	2.5937151631	22.2259882552	74.1812140294	15.039991423	28.4080218051	20.9342754978	6.5942678633	21.3863563818	2.5603765158	17.1366632211	5.0031141081	21.7308064618	6.1047542756	17.9297831946	15.1978001721	20.4393805648	181.7274406113	14.1862236582	15.1690208568	5.3126168692	6.9912219657	6.951462352	35.8669627511	9.4685308834	26.2398084167	17.1606501948	34.3585333125	56.5157377396	20.5136579471	16.568689833	5.3352306025	9.3715819602	4.6480450007	9.0783272062	6.5414055399	5.2717728212	15.3165441373	6.3276662868	7.1094590979
ko00430	unclassified	0	0	0	0.2216924824	0	0	3.3522050144	0	0	0	6.3612965832	0	31.3520186735	9.7653985301	0	1.3495277289	1.1862576684	1.804782619	0	1.5978643994	0	29.5522044481	0	0	0	0	0	0	0	0	3.4125825259	5.1804631003	7.1742749825	0	0	0	0	0.5456196763	0	2.8324847954	0	10.9779311996	2.8439087379	2.5103585829	0	12.6808945614	0	0	0	0.5404950078	0	1.6700977194	0	0	0	0	3.6799323375	2.86470687	2.9111406112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.3751639012	0	0	0	0	0	0	0	0	0	0	0	0	18.55846098	0	0	0	0	0	0	0	0	0	15.1691591535	4.5270876998	0	0	0	0	0	0	0	0	9.2993455859	0	0	0	0	6.2187465321	0	4.1919714603	0	7.3552968863	1.7269701439	0	0	0	2.4009136968	4.966170269	0	0	0	2.6842864994	0	0	0.9044656575	0	0.630916187	2.8308934836	0.2549021118	0	3.6753753636	0.2491921315	0.4314883184	6.63614888	3.7040293777	0	1.2378140594	3.1522140966	3.000059858	11.4781488079	2.3199749348	0	0	0	0	0	0	0	0	0	12.4679974719	0	0	9.1740103868	9.6771972609	7.7585865327	5.9720275688	3.560243092	3.8670689187	0	3.131358577	8.5928715196	16.9066460941	0.5899980098	25.2453403416	0	0
ko00440	unclassified	1.3565453333	3.6123738034	0.6202030223	0.8940224983	1.1065611276	0.7859985815	5.5608836094	1.4144195571	0.3292243216	2.3117325391	0.2043876115	0.8750687077	6.7776765814	3.1989321938	2.0885958843	0.4882552125	1.5518215043	0.8826644889	3.3679211293	0.8449584378	0.4526273768	0.3681401117	4.3021783275	0	0	0	0	6.8634203579	10.1105897544	12.7890225213	21.5846253631	9.6980459747	6.9810842209	0.2910895941	0	0	0.5408917636	1.7249743338	7.1655052705	1.4381006458	1.2464315643	2.2612190244	1.3472198411	1.778996	2.0155206385	3.4473592084	4.0680904093	1.7999052848	0.2972938879	0.9836634381	0	1.0342437859	0	0.4595916688	2.549683461	0.5110099454	0.5036306763	0.9294367663	1.4878088947	0.3910435798	3.9845558482	0	1.1234413919	3.4754300603	1.1699550345	5.2103187109	2.9300284631	0	4.3456843559	4.2039198656	20.4657783141	1.7621188753	13.2888934169	10.7672097649	2.9485392587	4.4670002402	0	0	1.7240113063	1.3078305879	16.9160399645	5.0813158735	3.8463888776	1.5320089562	1.7462423041	18.5687688161	1.3877097559	0.6298698848	0	3.4980595137	0	6.4934158295	0	3.0598978787	2.552018486	0	3.8912218754	21.440298181	4.7706986945	0	4.6633728003	9.3818822482	6.2353378688	0	1.2214990778	0.6629692443	2.1362499894	7.5305234661	2.7435804406	1.5522886179	3.8963898954	0.3632932027	1.1950351496	0.2794804893	0	0.3076906691	0	0	1.7177491001	0.5965670647	0.4498835907	1.3775251078	1.8252772573	0.4069894845	1.9864094863	3.0672234439	2.5527401979	0.5121583259	0.2363138515	0.7711441662	1.2103168709	0.2526781724	9.2686083417	0	3.3183356453	0.6833891042	1.9384335778	8.07289834	0	2.0394460098	0	0.8610373589	0.2507673561	0.2687302034	0.1630355464	0	2.2594845329	5.0778788687	1.9801893444	0	1.9508738888	0.3824267966	0.7077212878	2.1558090001	3.1908431539	0.6162088592	1.1655441271	3.0210262278	0.172342315	0.730358234	3.6778475655	0.2517124595	0	0	0.147275405	5.2563571912	3.3059247955	1.8631942375	2.2575679156	0.4520276302	6.6411530105	0.4156379439	0.6506001339	0.2150914715	7.265398174	4.339854202	1.2188152278	0.5362953774	0.884972523	5.9218944099	1.5714018924	0.9266742591
ko00450	unclassified	21.4317608223	5.5502485431	19.6946234053	3.638086081	0	0	0	0	0	1.8549339949	3.9997231487	20.4026767149	19.1384980137	11.1670856405	18.5058670942	2.7552946688	0	5.9156445562	4.0660530269	4.9545624643	1.3984010358	166.7858377677	0	0	0	0.9706765234	1.1356743569	0	0	13.0179933698	26.7444412598	32.1905958347	35.5472172739	0	0	0	0	0.3536980498	0	0	7.3454835702	0	0	10.3734610332	0	16.3123877025	0	2.2567752352	0	0.9297671102	0	0	0	0	0	7.5943509825	6.1329699173	1.4501252065	7.8092847723	2.7025555749	0	10.0017115571	10.0609119323	8.3802070256	3.864757479	16.607153821	25.421039305	0	6.4969200806	21.3246523934	51.9966749947	15.1050772012	49.699001726	24.4523885635	16.6597218516	0	1.533520578	2.1980820272	38.4049478682	0	69.8561421531	37.049387181	29.6917999463	0	38.7172543372	69.7589917494	14.805284156	20.2434437068	0	0	0	0	0	0	0	38.7202142241	0	58.4140566581	0	10.9365383145	0	36.8239485301	0	65.5015287028	0	9.0836373085	10.3132983435	0	0	39.3953626209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.5282677755	0	39.0891363857	0	15.0649756281	43.7701832473	3.9903424068	58.313498529	0	78.6019780179	0	0	10.7150599258	0	16.6022688714	68.5058361817	0	45.0202296041	0	24.25005799	41.1092118907	11.572654933	0	0	0	29.0895676261	11.9233893842	0	2.8054142922	15.4509258869	6.1247291916	11.608091967	11.7394381478	0	2.711421607	0	8.2339290627	4.73446275	0	0	35.1804389587	25.3268805399	57.5735533015	34.1328653459	15.282319738	12.7779712227	0	31.7439176715	11.4396681232	0	0	1.8492566104	8.0159308655	12.1237176282	0
ko00471	unclassified	88.2881782615	0	0	13.3509084005	0	0	78.4959731487	0	0.4519205865	3.1144222307	49.2462209752	18.4890318542	56.1529906655	20.3915872184	39.2212941576	0	12.5647433364	29.9419838523	57.8229557515	13.3160466034	15.9291347427	291.6619860562	1.7432748698	0	1.2638989724	2.6931978464	0	0	8.8073236183	0	39.4252168631	50.5824177984	53.6742897921	0	6.7261745458	0	0	80.7414531555	18.2380290391	14.7159077209	7.5777755014	47.5351497702	55.5049195716	172.0579671509	0	141.5219348635	19.5276038541	20.5252677016	3.9956231499	0	29.6870452158	7.9836543053	34.1362251719	109.8660214178	0	95.8257088876	91.5666593357	0.2608626434	190.0661121598	94.9782295692	21.2352003729	175.448275525	221.8005089666	30.3612446908	130.1566943313	95.3447985316	12.1402170279	18.3841884907	17.9407787632	29.7559346011	39.5495668146	28.3064004199	139.3575876739	64.9896041888	29.280400459	73.5428776519	56.5308837772	85.6754226224	85.4914908543	3.3192803006	57.5737915467	66.3024886673	49.9869315926	36.3392449154	125.6867839	83.219004843	0	32.1808978043	0	0	94.6263498125	4.317086701	0	20.1463808102	1.4950110143	0	11.0026104478	17.6172159638	0	226.0489124457	7.2827364224	23.4682928193	24.3021004778	117.757266616	17.9382895795	18.6523668734	100.5748053947	57.5241220436	21.322953759	35.0992212802	106.9525513331	27.6504491828	14.3920634358	12.2367210959	0	20.5231677683	61.5031705722	37.2244510056	79.6329771061	25.96840903	9.7999281021	24.2049191358	8.6367661347	71.8367861401	4.7376381444	7.7790549928	10.736914695	64.8940834513	279.8666972342	144.4802131946	0	13.7810136332	67.3539969614	10.6755573946	101.9084065612	0	182.5413566326	50.5679338952	0.882039318	374.5038046329	42.2685004255	247.0392496416	89.3747145951	2.101405758	74.5684503744	144.4109204447	289.9744936606	212.9744660599	86.1197605833	11.4049324377	205.335842777	20.9354436794	74.7897078259	8.8495957957	41.4711889602	22.8961858826	16.9287897493	10.6381338137	58.9225217142	247.4179403991	157.8377520552	21.3821763553	5.2409069701	0	7.9016793571	43.2036763238	2.432724803	57.8394819453	42.4299946991	57.2245540673	31.4542942764	32.9555571672	30.6627940666	20.4148434445	42.8569239818	24.4425946897	86.2554311044	41.7332218868	25.3875579088	133.1293341608	33.9275216371	48.0186465981
ko00472	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.4364503663	0	0	0	0	59.4962979775	40.7125983361	0	0	0	0	0	0	0	13.8558635224	0	4.9943224504	0	0	2.5147692454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.2904263253	0	0	0	0	0	0	0	0	0	0	0	0
ko00473	unclassified	74.5443644905	73.6838255858	101.1764640729	118.1288420677	84.890670249	16.5100646186	39.4004630721	79.1813481297	0.7379083823	5.9784518366	5.448856257	4.9663850472	17.8021453003	2.8477393012	15.4043863424	0	1.5583152973	8.4813422261	0	2.763274704	0	68.379573107	0	0	0	0	0	5.5308017048	0	0	27.4361258835	29.7149869871	39.4624455311	0	0	0	0	0	64.2394616696	35.7507825703	11.2604220676	119.5312622644	27.1205272037	90.7791409686	0	167.965355746	1.1042923238	277.1217897321	0	5.1965440007	0	0	13.5135000091	0	9.833457924	0	15.9167154964	3.081721076	49.8319926872	42.1038842175	0	6.6802763629	66.7707069103	35.4717620229	65.5522361174	28.823671219	0	5.092710905	4.4057960038	6.2691916971	113.9417921726	2.9535371861	79.0769315499	42.9995208773	0	6.7896280532	1.853643498	0	31.9701491206	6.3998272976	104.2772711301	66.234161862	46.5303362219	49.2907917292	49.0114840496	105.5038641647	0	33.3445953442	0	0.4247384062	0	0	0	0	0	0.837520938	0	7.4555972573	0	13.0068654441	3.2871265119	20.3111928993	17.8645783677	34.3801159672	3.7334813688	19.0134978008	21.4058519548	3.8708129083	0	20.1089103394	41.2101888624	7.9965627441	9.1574884699	0	0	6.7762397486	74.2764056313	37.4458354504	65.4313988155	133.1141717075	286.27838182	99.1086167098	8.6647610286	0	8.9060078264	0.4712840759	0	32.92751289	0	39.7908069955	4.2749473961	19.5105130932	74.6647378971	5.8481216674	86.0387819551	6.7158861097	88.135436684	0	0	4.6379792179	0	5.3583383999	19.8667092345	11.4458218587	79.3590940405	5.3783565261	6.289290138	17.2193866699	6.9078230281	8.1333545852	0	27.9073190878	139.1803549788	5.9809161608	0	28.6603840794	55.8782267968	2.144006365	6.3919499375	129.332179859	0	0	0	4.5248089075	0	34.6843779058	9.3940609312	27.4768313884	20.1598451933	46.9976426173	68.4957503521	10.1903707038	10.5898459055	0	45.7982915058	145.0735768379	20.4067172914	9.6153157632	6.4885512736	126.7369619446	55.0179477807	2.123351924
ko00480	unclassified	1.8989250855	1.3767346176	1.5352262312	0.1765943681	0	0	1.128999593	0.0520189118	0.46444131	1.8749684583	4.1372333701	28.173270705	14.5062717389	7.930055687	5.8291408014	1.550453455	2.7906671394	2.7681972472	0	2.9153896663	1.127037247	104.5477168427	0	0.5233899149	0.1534284397	0	0	0	0	0	3.1295266492	3.8402725415	5.4897243983	0.7499525284	0.8249831719	0	0	1.2530345355	3.7941070782	3.6402209878	1.4468011274	11.0962029262	9.4547672457	22.5694035487	1.4200251195	0	2.7972781894	1.4262654127	1.7146574741	0.5187038131	4.4193749001	3.6869076373	2.9921795152	4.407825837	2.4906115472	4.5738132854	12.9111158585	1.6480327356	25.6087101053	14.3100932877	2.2248914491	12.2505016692	29.3861743012	4.3274489306	16.889756153	8.8655692971	2.1088204709	2.9366742077	2.1446471375	3.5275602328	3.384733112	4.7105340497	6.3833668333	3.4077489367	4.2142876599	8.1094546986	10.0456290918	9.5306718382	0	0	0	5.0689318395	1.4697174662	1.936808289	4.3063736497	6.4177291072	5.1032567233	0	0	0	2339.4738931102	0.5965950552	229.3407857201	3.5594403285	0	36.8180535909	2.158714921	62.1852575157	0	4.9928411106	0	5.064120479	3.4622539983	28.2888151828	6.5152548413	3.2436098164	2.8103762386	5.488244728	2.988066778	11.9120318422	0	9.4532756819	0	6.7387552495	0.5139919191	9.5586655444	0	7.3766140807	16.8752261559	0	0.913552095	1.3202843524	6.437234458	0	1.8952970199	2.1022630708	1.9038378957	1.3876093622	3.2487656816	0	3.9059924334	4.1452255855	5.2269916919	3.3388298883	4.9332189539	4.8211263248	1.7676292577	7.1883875201	0	16.2913907781	0	28.8434969831	5.0540243572	3.0847630404	1.8307198572	1.7031330785	39.4676777498	64.5080762835	3.7742025551	5.203240421	5.707318451	4.0362839922	1.4095134573	4.4478257619	6.723778005	2.6686172323	1.3765642303	6.1040157172	17.7570411807	36.518109137	2.2246885237	5.0990651464	3.4195636077	3.4258530871	2.8586275128	2.168976424	0.8309368387	1.2988916465	3.6655196398	6.4224802401	2.4640656516	5.3933886942	4.755806451	1.808616317	0.5854585553	4.4032458786	10.8400348705	3.9882888819	3.5149158334	15.1655401987	4.2430406195	8.6057066547
ko00500	unclassified	6.325962604	6.5937158134	10.1964487577	10.2168097373	5.6775099011	3.1258782241	12.5937961188	4.327409677	0	3.6003064849	6.4233721709	90.8908459861	32.0433447894	20.7855187993	18.0984004984	2.5935165835	4.1484683683	3.9916789562	8.4953175263	5.258080944	5.6964231826	131.8935226976	35.8385880364	1.7358196536	1.5361285654	0	0	26.0185295989	35.3123927141	39.7643074937	19.4305507428	25.88081591	27.8966152348	3.6330716995	3.92959352	0	0	17.2118758164	19.7535802991	8.6581163786	7.6319444762	24.6173602885	11.1680562687	11.0073611516	2.0373529207	22.0904052147	12.3722965797	12.4036857601	5.8832548322	2.9681294901	15.2919099922	2.3666631502	11.8793441192	5.0585495869	5.5657028891	6.729295179	6.6863808297	3.1050968876	18.8525032476	18.9011915761	18.7139311868	9.4990512473	7.0201208055	15.2217958406	16.1154365028	30.9567335482	17.7120628953	7.2989360223	4.0898215566	10.0841778833	61.423577704	9.6540374202	57.67086413	25.4372251724	16.1241384017	14.0846188841	24.1087374225	29.8248281135	16.0812175705	0.5265339508	90.075449388	43.4101487353	26.6235284686	17.8227183007	25.5019535921	85.2073277066	8.2483273644	22.6547027804	1.571636472	1.4661125066	1552.2281821848	2.0766720468	158.7333967815	3.9257880875	2.9278917227	26.4018648262	28.8298986308	40.018595355	9.1976732804	19.4660158315	13.4579070677	29.1562916376	23.1963616791	45.7513156765	27.9582696166	6.1398465679	6.9193773877	33.1393273739	11.3768295798	24.1182140769	48.8933015046	28.1451101546	35.1233897216	17.3331464519	0.1007626503	30.7593671306	30.4028890278	48.5367268775	24.5739463353	17.6165977424	25.5426216995	6.9900791603	4.7202094607	2.751405629	2.7318339452	3.2017998422	2.4416358108	15.0697962332	21.1735504725	4.6620717513	3.9651208594	19.061504448	9.7084355916	4.5689886377	8.7058410742	10.219109802	6.4023592519	11.872316418	0	50.0207048823	141.11218274	58.0575044844	121.1128184943	9.3774503715	6.8381792092	87.8719019339	85.9680808046	113.9353106232	19.064136604	11.8688765486	18.4146148889	4.7932593372	9.9018939312	11.1302733428	12.7061504438	9.3787396464	5.8219367254	2.9822253169	44.4876804503	343.2358960638	23.0479012536	39.6903879591	10.5992644058	8.8442414789	12.0923315768	28.0482318002	12.8584733837	13.0704820966	17.2140151807	26.5756410828	22.2244439742	15.0364169896	10.732952514	9.2453350265	35.4974647873	24.2264004996	42.3687114378	70.5881036127	4.1083500065	19.8539210736	7.6583445724	2.9525336938
ko00510	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4894172575	0	0	0	0	0	0	0	0	0	0	0	0.5955644628	0	0	0	0	0	0	0	0	0	0.8323686601	0.2450379809	0	0	0	0	0.3426206863	0	0.6829590042	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9343548375	0	0	0	3.50541958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0939456534	0	3186.6614632415	0	305.3189262379	0	0	53.3589791052	0	68.0490864485	0	0.2308901385	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4942018457	0	0	0	0	0	0	0	0	0.2832218668	0	0	0	0	0	0	0	0	0	0	0.1239045237	0.2002402883	0	0	0	0	0	0	0	0	0	0.0873619281	0	0	0	0	0	0.2164502165	0	0.1283037432	0	0	0	0	0	0	0.1225189904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1588954485	0	0	0	0	0	0	0
ko00511	unclassified	54.1944920564	0	0	0	0	16.5688624923	39.1715640717	0	0	4.8791847032	4.2177970915	5.9901010311	13.448992132	2.6306710388	17.6811325128	0	0	12.8838168314	6.5416261452	15.0735582324	0	0	16.3763225566	1.2828628166	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0487466078	23.9405988386	4.8123649834	0	25.7255464353	16.1013072691	9.9644953301	0	3.0784827962	0	0	0	0	10.9417507436	0	4.7661789938	11.806363469	0	4.73794915	16.0387644906	0	69.2582570857	57.302600365	76.3105800777	22.6245838275	11.8709182152	10.6965504979	50.0422900783	111.5031316289	1.7291157802	0	0	1.5065435068	0	3.4680295827	0	0	0	1.248631599	0	0	0	0	0	0	62.6261733575	0	0	21.6282775686	0	38.3849038265	0	0	330.8919373857	0	29.7786133287	0	0	5.5278133433	0	8.0896438502	21.3615766527	0	12.7650506049	106.1757482794	32.6836834093	22.7162768227	15.2552732657	0	0	47.1717331164	36.754491297	5.5980491723	91.7712050998	12.8311356832	12.4028008384	7.713117737	0.8810014645	5.1601448611	3.5323609477	21.5092413959	34.1840512637	3.0576898779	0	25.3343606949	0	0	0	0	0	0	0	29.8220517655	0	0	0	0	0	6.7112720016	0	47.3915724914	0	0	0	0	0	3.464662192	0	0	0	0	22.9953170181	0	39.8873404661	0	14.2683718504	0	54.7303903215	0.8586064894	0	0	47.332706624	302.4561055852	38.8844315059	22.2336981345	5.5722926677	14.5182421779	14.8257831629	0	43.4437262414	0	26.5493083989	22.1705824751	0	0	0	11.7561914467	9.929902786	0	0	0	0	0	25.0789141913	0
ko00513	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5337236132	0	0	0	0	0	0	0	0.5378656554	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7236939083	0	0.1252339245	0	3.2619234576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2795.5639431678	0	275.1365957462	0	0	46.4138469895	0	58.3450098326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1230698123	0	0.2936645396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1534797441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00514	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3159646479	0	0	0	0	0	0	0	0.0882211239	0	0	0	0	0	0	0.2474463584	0	0	0	0	0	0	0.5291827285	0	0	0	2.8457070358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1810.7545840872	0	173.7082287947	0	0.3552046111	27.3584241738	0	38.5140272674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1666929227	0	0	0	0	0	0	0	0	0	0.1123971778	0	0	0	0	0	0	0	0.3334007681	0	0	0	0	0	0	0	0	0	0	0	0.2258182678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9947870629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
