Feature	Species	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
M00174	unclassified	3.6693e-07	1.79127e-07	1.59662e-07	6.52754e-08	9.52462e-08	0	1.03088e-07	0	0	3.74607e-07	1.30377e-07	3.59616e-07	0	1.48989e-07	1.0065e-07	0	1.65101e-07	2.39281e-07	0	2.07356e-07	0	1.5717e-06	0	0	0	0	0	0	0	0	1.28248e-07	9.70058e-08	2.47407e-07	0	0	0	0	1.08657e-07	1.81153e-07	0	4.32504e-07	0	3.63539e-07	0	6.89234e-08	2.67748e-07	2.38543e-07	2.88174e-07	2.89502e-07	1.22644e-07	2.58468e-07	2.88324e-07	0	0	0	1.15764e-07	2.07075e-07	1.04553e-07	1.52134e-07	1.32661e-07	0	0	2.2543e-07	0	0	1.2227e-07	2.3004e-07	0	1.83664e-07	1.39777e-07	1.26586e-07	0	2.69043e-07	0	0	2.28852e-08	0	0	8.66214e-07	0	1.23991e-07	5.3256e-08	1.45528e-07	2.40247e-07	9.03656e-07	3.22255e-07	4.61495e-07	0	0	0	2.6371e-05	0	5.18771e-06	0	0	5.22118e-07	2.40405e-08	1.64647e-06	0	6.22182e-07	0	7.28204e-08	0	0	0	6.10092e-07	5.1956e-07	0	0	0	0	0	0	0	9.84611e-08	1.95161e-07	4.27149e-07	3.06873e-07	0	4.08947e-07	1.25464e-07	4.24818e-07	1.7685e-07	0	6.94886e-08	2.58979e-07	0	1.17423e-06	0	2.46521e-06	4.01804e-07	0	7.45833e-07	4.66529e-07	1.02485e-06	1.48609e-07	2.79383e-06	4.58398e-07	0	8.68798e-07	0	1.24672e-06	3.67421e-07	1.38691e-07	1.00158e-06	8.10514e-08	1.10148e-06	2.13315e-06	4.89223e-07	1.00131e-07	4.52542e-07	0	8.66635e-07	0	6.87915e-07	2.32324e-07	2.25285e-07	1.46861e-07	0	1.8775e-07	6.67942e-08	5.7884e-07	0	0	1.94542e-07	8.57383e-08	0	8.70008e-07	6.71229e-07	7.12417e-07	0	2.15047e-07	1.58847e-07	4.13618e-07	5.01186e-07	2.19314e-07	8.33574e-08	7.79432e-08	2.44073e-07	1.99371e-07	0	0
M00175	unclassified	0	0	0	0	0	0	0	0	0	0	0	2.30068e-07	0	0	0	0	2.61591e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	6.17028e-06	2.77774e-06	4.62073e-06	0	0	0	0	0	9.57112e-07	0	0	1.1891e-06	0	0	0	3.67324e-07	6.37593e-07	2.58986e-06	0	0	0	0	0	0	0	0	0	0	1.65675e-07	0	0	0	0	0	0	0	8.14026e-06	2.2893e-06	0	1.74667e-06	3.13101e-06	3.19065e-06	9.84704e-06	6.20596e-06	8.09758e-06	5.59439e-06	0	0	4.90984e-06	0	3.8897e-06	3.21455e-06	5.37553e-06	4.97454e-06	4.35772e-06	3.73021e-06	2.66191e-06	5.00216e-06	0	0	0	0	0	0	0	0	0	0	0	2.11521e-05	0	0	0	3.7794e-07	0	0	3.77262e-07	0	0	0	0	0	1.24168e-07	0	0	0	8.52972e-07	0	0	5.14912e-07	5.70443e-07	3.4724e-07	0	0	0	0	0	2.64768e-06	0	2.04298e-06	0	0	1.51488e-06	0	2.36683e-06	0	4.595e-06	0	0	0	0	0	0	0	3.75498e-06	0	0	0	0	0	0	0	1.41268e-06	0	0	0	1.05572e-06	1.36914e-06	0	0	1.56382e-07	0	0	0	0	3.60103e-06	2.61842e-06	5.55996e-06	4.17558e-06	4.16723e-06	7.92474e-06	4.73745e-07	1.73119e-06	1.09872e-06	2.74009e-06	0	0	0	0	0	0	0
M00176	unclassified	2.29374e-07	1.24797e-07	1.12246e-07	7.89391e-08	0	2.66554e-07	2.59154e-07	2.29131e-07	0	1.69942e-07	1.36669e-07	2.38683e-07	5.39056e-08	1.53866e-07	1.06661e-06	3.57446e-08	1.70902e-07	3.69386e-07	0	1.73508e-07	3.51488e-07	2.28683e-06	0	0	0	0	0	0	0	0	2.50845e-06	2.23462e-06	5.43288e-06	3.68275e-07	5.11511e-07	0	0	8.74756e-08	5.49124e-07	5.18396e-07	4.07582e-07	1.72536e-06	1.95797e-07	4.72083e-08	5.17087e-08	3.75783e-07	2.45172e-07	2.23735e-07	8.5283e-08	2.41532e-08	9.93532e-08	7.17286e-08	0	8.49533e-08	2.05221e-08	5.19402e-08	1.60368e-07	1.06028e-07	3.38553e-08	3.60956e-08	0	0	1.25295e-07	2.44442e-07	5.64445e-08	2.45219e-08	5.17889e-06	8.57344e-07	1.64e-07	8.8659e-07	7.55571e-08	9.24708e-07	4.9905e-07	1.94077e-07	4.56766e-06	4.06622e-06	2.24001e-07	3.48277e-08	7.0875e-06	0	2.37688e-06	3.15113e-06	3.84479e-06	4.61648e-06	3.09747e-06	2.46485e-06	1.26931e-06	2.91379e-06	3.60611e-08	0	0.000139535	0	2.97097e-05	0	0	3.09538e-06	8.65223e-08	5.14571e-06	0	3.27919e-07	1.32261e-07	1.02511e-07	2.57133e-08	3.26199e-06	3.66772e-08	1.73351e-07	1.71218e-07	1.54749e-07	0	1.41259e-06	0	0	0	0	0	6.89023e-08	1.9898e-06	1.7275e-06	3.71544e-06	9.30851e-08	3.91518e-06	9.4853e-08	3.52091e-07	0	3.4115e-07	4.25351e-07	0	5.29601e-06	1.42384e-07	1.02387e-06	2.205e-07	4.46069e-07	2.5779e-06	4.06886e-07	3.56806e-06	7.41448e-07	5.4851e-06	3.55893e-06	0	7.77339e-07	0	1.1124e-06	1.75392e-07	2.09622e-07	5.14388e-06	1.51369e-07	1.22385e-06	1.77513e-06	7.16092e-07	5.38606e-07	7.57883e-07	1.48503e-07	6.55902e-07	3.86655e-07	1.19231e-06	1.18837e-07	1.39541e-06	0	2.7538e-07	1.86998e-07	4.45791e-07	4.07799e-07	5.00989e-07	1.09776e-07	2.23049e-07	4.65467e-06	2.04325e-06	6.44347e-06	3.33189e-06	8.14874e-06	6.96879e-06	1.91283e-06	1.72449e-06	1.94519e-07	3.43249e-07	2.6225e-07	2.38822e-07	1.56335e-07	2.23408e-07	1.6015e-07	3.78613e-06	1.83936e-07
M00177	unclassified	0	2.31335e-08	4.82553e-08	1.51826e-08	0	0	0	0	0	3.63821e-08	0	0	0	0	0	0	0	0	0	0	0	9.34866e-08	0	0	0	0	0	0	8.31202e-08	0	0	0	0	0	0	1.56907e-09	0	0	0	0	4.28102e-08	0	0	0	0	2.41294e-08	2.03023e-07	0	0	0	0	0	0	0	1.24449e-07	0	0	0	0	0	7.19338e-09	0	0	0	0	0	0	0	1.53514e-07	0	1.51408e-07	0	7.83577e-07	1.45577e-07	0	0	7.86717e-08	0	0	0	0	0	0	0	0	0	0	0	2.98722e-07	0	0.000156549	0	6.93299e-05	0	1.01496e-07	7.4569e-06	0	5.93903e-06	0	0	0	0	0	0	3.97655e-08	0	0	0	0	0	0	1.58182e-08	0	9.61838e-08	2.48412e-08	0	0	0	0	0	0	2.66237e-08	7.19851e-08	1.4295e-08	9.09393e-08	0	1.5014e-07	0	0	0	0	0	0	1.85666e-08	0	0	1.79375e-08	0	0	0	0	0	1.707e-07	0	0	0	0	0	0	0	0	0	0	0	0	6.82965e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00178	unclassified	1.81122e-05	6.12061e-06	1.94731e-05	8.91254e-06	4.66253e-06	5.35635e-06	1.05653e-05	1.32689e-05	1.64735e-06	7.45767e-07	1.00104e-05	1.60548e-06	1.68434e-05	2.96819e-05	2.43715e-05	9.41982e-06	8.47536e-06	8.85085e-06	2.51986e-05	2.16731e-06	1.25465e-05	1.03217e-05	7.46991e-06	6.00571e-07	3.65705e-07	2.52517e-07	6.01921e-07	7.63646e-06	1.14197e-05	1.30664e-05	1.02101e-05	1.16412e-05	1.03058e-05	7.30541e-06	5.34944e-06	1.84008e-07	4.23428e-07	8.08489e-06	2.05215e-05	2.16567e-05	1.73563e-05	1.75927e-05	2.25198e-05	2.00848e-05	1.95689e-06	6.10235e-06	1.67255e-05	4.90173e-06	1.21882e-06	1.43142e-06	7.58971e-06	2.03421e-06	5.0892e-06	1.04768e-05	3.28487e-06	8.51115e-06	4.60725e-06	2.10106e-06	5.38262e-06	8.2655e-06	5.8171e-06	6.97868e-06	6.98614e-06	3.7885e-06	8.74161e-06	5.64111e-06	9.16512e-06	4.44621e-06	7.67558e-06	1.35674e-05	2.8867e-05	1.1681e-05	2.74212e-05	1.55854e-05	1.05161e-05	1.20772e-05	1.58372e-06	3.04135e-06	4.03742e-05	3.38507e-07	3.48285e-05	1.25326e-05	1.04145e-05	1.35357e-05	3.69523e-05	2.84709e-05	6.10829e-06	1.30663e-05	2.0975e-06	1.35128e-06	0.000316268	2.66082e-06	6.65064e-05	1.2192e-06	1.76551e-06	1.00269e-05	4.19616e-06	1.06516e-05	4.16469e-06	5.06213e-06	4.36864e-06	5.8196e-06	3.76038e-06	4.66402e-05	8.12468e-06	7.6403e-07	1.25308e-06	4.86855e-06	1.51301e-05	2.34957e-05	2.43562e-05	1.95234e-05	1.2305e-05	2.4375e-05	2.45078e-07	1.4488e-05	1.02717e-05	2.08457e-05	2.15421e-05	1.70671e-05	1.67602e-05	9.38753e-06	2.83558e-06	1.15843e-05	1.49187e-06	1.84248e-06	3.67611e-06	4.63709e-05	9.05824e-07	8.37421e-05	7.51907e-07	4.588e-06	3.00149e-05	6.42956e-07	4.53606e-05	1.04466e-06	9.7198e-05	2.85788e-06	7.53583e-07	1.13711e-06	7.18517e-05	2.46e-06	4.32309e-05	3.89363e-06	3.70056e-05	2.79786e-05	1.66264e-06	1.94714e-06	4.83976e-06	5.39666e-06	7.81936e-06	8.62303e-06	3.48314e-05	6.49976e-06	4.50233e-06	6.36885e-06	1.57289e-05	6.52123e-07	1.09416e-05	5.40706e-05	6.93827e-06	5.04927e-06	6.67067e-06	8.79897e-06	7.41975e-06	1.19784e-05	1.03523e-05	3.5709e-05	2.1985e-05	3.17137e-05	1.75013e-05	5.93703e-06	6.33657e-06	2.7724e-05	2.59739e-05	5.54125e-06	6.34658e-06	3.01547e-06	2.67669e-06	8.64237e-06	7.51971e-06	3.54339e-06
M00179	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.58964e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73579e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51663e-06	0	1.84295e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63311e-05	8.43702e-06	0	0	0	1.04257e-06	0	0	0	0	0	0	0	0	0	0	0	0	0.000263642	0	6.96777e-05	0	0	9.50291e-06	0	8.75339e-06	0	0	0	0	2.08652e-06	0	0	0	7.99778e-07	0	0	0	0	0	0	1.7097e-05	0	0	3.44206e-06	0	0	0	0	0	0	0	0	4.63625e-07	0	0	0	0	5.56527e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18745e-06	0	0	0	0	0	0	0	0	0	0	4.63419e-06	0	2.7414e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00180	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8877e-08	0	4.23561e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39753e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27526e-07	0	1.44512e-07	0	6.99523e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000293425	0	6.40668e-05	0	0	7.13403e-06	0	9.40728e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.38627e-08	0	0	0	6.16325e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00181	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62125e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.00856e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000315476	0	6.33512e-05	0	0	6.38606e-06	0	1.04974e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38502e-07	0	0	0	0	0	1.70534e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00182	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1044e-07	0	0	0	0	0	0	0	8.7737e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39474e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000252587	0	5.53911e-05	0	0	5.43144e-06	0	8.75351e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.74427e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00183	unclassified	1.53919e-05	1.14706e-05	1.80968e-05	1.43945e-05	1.18708e-05	4.64485e-06	4.26014e-06	8.87887e-06	3.15947e-07	7.90684e-08	1.97628e-06	7.79323e-07	4.44593e-06	9.2356e-06	8.90801e-06	1.27023e-06	1.1347e-06	1.9247e-07	7.60931e-06	1.58337e-06	1.72551e-06	3.33872e-06	1.50161e-06	5.74645e-08	1.30362e-07	1.31447e-07	2.7306e-07	4.07639e-06	6.33803e-06	5.64676e-06	4.40085e-06	5.11209e-06	4.81765e-06	3.11706e-06	1.48176e-06	0	2.83465e-07	4.20503e-06	1.09039e-05	3.5205e-06	8.18108e-06	1.24901e-05	1.15287e-05	1.59331e-05	8.15907e-07	5.80942e-06	4.21868e-06	9.75248e-06	2.09822e-07	3.39584e-07	1.13164e-06	1.38349e-07	4.2445e-07	4.74113e-06	2.3303e-06	3.66418e-06	3.75211e-06	8.29726e-07	5.19179e-06	7.22204e-06	3.13154e-07	2.27043e-06	9.6056e-06	3.14122e-06	8.82269e-06	2.04462e-06	1.50674e-06	1.88732e-06	2.53978e-06	5.19303e-06	2.51055e-05	3.31382e-06	1.46552e-05	1.21784e-05	3.17707e-06	2.9807e-06	1.99248e-06	3.71452e-07	1.09978e-05	5.16952e-07	2.36142e-05	8.68006e-06	5.50396e-06	7.86903e-06	1.38392e-05	1.8947e-05	1.88697e-06	7.29367e-06	1.44461e-07	5.59262e-07	0	3.20276e-07	0	1.51849e-06	1.0804e-06	0	9.90405e-07	3.27486e-07	1.28897e-06	1.54459e-06	6.81826e-07	1.32232e-06	6.05792e-07	8.8048e-06	2.45051e-06	5.39125e-07	6.71719e-07	1.66099e-06	3.81555e-06	7.92349e-06	3.52713e-06	8.16407e-06	5.73554e-06	8.09076e-06	0	4.85046e-06	5.14611e-06	9.72367e-06	8.52829e-06	1.04064e-05	2.02002e-05	8.74121e-06	2.00839e-06	1.90341e-06	2.7744e-07	7.45082e-07	1.81073e-06	1.38288e-05	1.00147e-06	2.09094e-05	0	1.80606e-06	1.10627e-05	0	1.56598e-05	0	2.88632e-05	1.0829e-06	0	0	6.50973e-07	1.16351e-06	1.95558e-07	2.09263e-06	1.85094e-05	8.95746e-07	1.05854e-06	7.96102e-07	2.88337e-07	8.73436e-07	1.1246e-06	3.46102e-06	1.94614e-05	2.51626e-06	9.66913e-07	5.4421e-06	9.8579e-06	7.49403e-07	1.07173e-05	6.23217e-06	4.18274e-07	1.42404e-06	7.89469e-07	2.29068e-06	1.76899e-06	6.67594e-06	3.40925e-06	1.20147e-05	7.11947e-06	1.14323e-05	1.26687e-05	1.16656e-06	2.11254e-06	8.34484e-06	1.24049e-05	1.35529e-05	2.53513e-06	3.34728e-06	4.71253e-07	1.9604e-05	6.21462e-06	9.92618e-07
M00185	unclassified	0	7.73946e-07	4.35746e-07	6.03427e-07	0	0	1.64454e-06	0	0	2.44947e-07	1.94087e-07	1.2506e-06	7.46604e-08	3.00805e-07	3.67893e-07	3.32828e-07	9.68238e-07	1.26557e-06	0	3.75824e-07	0	2.88158e-06	0	0	0	0	0	0	0	0	4.21828e-07	1.37509e-06	4.15581e-07	0	0	0	0	0	3.92835e-07	3.34059e-07	3.08656e-07	0	6.77847e-07	2.23727e-07	1.30961e-06	3.59498e-07	3.5927e-07	4.46584e-07	1.89274e-07	2.99594e-07	0	1.46895e-07	0	0	0	0	2.39311e-06	4.59334e-07	1.14318e-06	4.97549e-07	2.01827e-06	0	7.42695e-07	4.17091e-07	4.60249e-07	5.89852e-07	5.94314e-07	8.27147e-07	2.14071e-07	0	1.55466e-07	3.31118e-07	2.19633e-06	3.91411e-06	0	0	0	5.0629e-08	0	0	1.62609e-06	5.78065e-08	7.9435e-07	1.07357e-06	6.1267e-07	1.31052e-06	3.84916e-07	1.80417e-06	0	0	0	0	0	0	0	0	0	1.08962e-06	0	3.18973e-07	0	7.66683e-07	9.39294e-08	3.9184e-05	1.22152e-07	1.24412e-07	4.19475e-07	4.80702e-07	0	7.05827e-06	0	0	0	0	0	2.95916e-07	0	7.65175e-06	2.35268e-05	6.16805e-07	0	1.14728e-06	5.40827e-07	0	2.87909e-07	0	0	3.81604e-07	7.55076e-08	0	9.20826e-07	2.69076e-06	8.06834e-08	1.21712e-06	6.21941e-08	1.42504e-06	2.08839e-07	4.34492e-07	0	1.21118e-06	0	9.05393e-07	0	1.04644e-06	2.65878e-06	9.03094e-07	1.11227e-06	1.31579e-06	1.63054e-07	7.8008e-06	0	4.56469e-06	3.53604e-07	2.64713e-06	6.74611e-07	1.4863e-06	2.69052e-07	1.20357e-07	6.77683e-07	5.33004e-07	1.09541e-07	6.3107e-07	1.0963e-06	4.01085e-07	9.64194e-07	2.38894e-07	1.68072e-07	0	1.50862e-07	4.75711e-07	2.07201e-07	3.21571e-06	2.64046e-06	5.52428e-07	0	1.8001e-07	1.09318e-07	6.37072e-08	3.80905e-07	3.11245e-07	1.00482e-07	5.96054e-07
M00186	unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.15213e-07	0	0	0	0	0	0	0	0	0	0	0	0	2.75424e-07	0	0	0	0	0	0	0	0	3.00386e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00188	unclassified	5.49922e-07	5.33143e-07	0	5.06244e-07	7.33706e-07	6.59078e-07	0	6.55809e-07	1.73418e-07	4.04413e-07	1.59176e-07	0	1.21917e-06	3.16332e-06	7.18839e-06	1.8725e-06	0	5.295e-07	5.96416e-06	1.51446e-06	1.7828e-06	1.52914e-05	7.43412e-07	0	0	0	0	1.21514e-05	2.86158e-06	9.54829e-06	2.83262e-05	3.53667e-05	3.11886e-05	0	1.09098e-06	0	1.09925e-06	4.19467e-06	2.49778e-06	7.37491e-07	2.42769e-06	1.4202e-06	1.5466e-06	8.40986e-07	0	1.12752e-06	0	8.99764e-07	2.27329e-07	0	7.50259e-07	0	6.23752e-06	1.45757e-06	0	1.97512e-06	3.23789e-07	0	1.20485e-07	0	4.23003e-07	2.87823e-06	3.145e-07	5.21934e-06	0	8.28238e-06	2.17697e-05	3.84391e-06	2.17957e-07	5.79473e-06	7.37086e-06	4.81182e-06	1.8972e-05	2.82975e-06	2.22774e-05	1.45714e-05	0	2.05521e-07	1.57926e-05	0	1.52966e-05	2.52713e-05	1.66103e-05	1.84529e-05	2.0001e-05	3.49432e-05	3.81996e-06	1.27439e-05	0	0	0	0	0	0	2.28612e-07	0	8.07839e-07	0	0	0	0	0	0	2.6303e-05	7.55142e-06	6.80754e-08	8.41152e-07	7.39385e-06	9.54106e-07	2.14162e-06	2.38016e-05	1.14331e-06	1.99204e-06	1.73669e-07	0	1.31264e-06	7.69033e-06	6.77818e-06	2.09593e-05	1.40156e-05	1.06418e-05	2.05893e-06	1.53178e-07	0	2.81231e-07	0	0	7.32942e-06	4.39862e-07	5.94303e-06	0	7.63152e-07	6.00941e-06	2.96254e-07	7.53141e-06	3.18559e-07	1.34741e-05	2.67172e-06	3.16436e-06	2.41498e-06	0	3.7311e-06	0	4.15837e-07	1.07381e-05	0	4.48416e-06	5.73425e-06	3.97498e-06	1.21087e-06	3.84058e-06	1.336e-06	2.44254e-06	1.53994e-06	0	1.24244e-06	2.07942e-06	7.57591e-06	7.20814e-06	0.000106981	1.28971e-06	1.62887e-05	6.88011e-06	2.50884e-06	3.66305e-06	1.26763e-05	4.11053e-06	1.80171e-05	1.16167e-05	1.76684e-05	2.77485e-05	2.34943e-06	2.14425e-06	0	8.86328e-07	0	1.01097e-07	0	2.02282e-07	7.36901e-07	3.33887e-07	1.22499e-06
M00189	unclassified	6.5422e-07	2.08701e-06	3.71594e-07	4.46564e-07	0	8.943e-07	1.2501e-06	4.12441e-07	1.55154e-06	4.21538e-06	3.14151e-06	3.68992e-07	4.32071e-06	2.92105e-06	7.36087e-06	3.14701e-06	1.8372e-06	1.78112e-06	1.25096e-05	3.35188e-06	5.10602e-06	4.35837e-05	4.9652e-06	2.53959e-06	0	8.20096e-07	5.72782e-07	4.86947e-06	3.44078e-06	1.65245e-06	2.9123e-05	7.31489e-06	5.20162e-06	1.06464e-05	1.24859e-05	0	1.81162e-06	7.37846e-06	2.62069e-06	2.25447e-06	0	2.92545e-06	2.69492e-06	2.44942e-06	0	1.58086e-06	6.9048e-06	9.20334e-06	6.8223e-07	6.85786e-08	4.81967e-07	1.54911e-07	9.08876e-06	5.41144e-06	6.15002e-07	5.95429e-06	1.27657e-06	5.10193e-07	1.48568e-06	2.74299e-06	6.91152e-06	7.59182e-06	9.70652e-07	4.07244e-06	3.74571e-06	6.30939e-06	1.19076e-07	0	2.2157e-07	8.41813e-07	2.102e-05	0	1.45446e-05	9.14235e-06	2.38229e-07	2.26372e-07	1.28557e-06	2.00033e-07	4.6367e-06	1.50867e-07	2.21626e-05	6.27562e-06	9.32958e-06	1.18194e-05	8.29109e-06	1.75742e-05	2.66123e-06	8.8958e-06	0	2.082e-06	1.0048e-06	1.00178e-06	0	1.82329e-06	0	1.05377e-06	0	1.87322e-06	0	6.13732e-08	4.74939e-07	9.31498e-08	9.60276e-07	1.84009e-05	2.2523e-06	0	9.67688e-07	1.62829e-06	0	7.64736e-06	1.00762e-06	4.60959e-06	3.52894e-06	2.58547e-07	0	6.29335e-07	5.13658e-05	7.12847e-06	1.19482e-05	8.63238e-05	0.000120411	1.46926e-05	1.04628e-06	2.58158e-07	3.96842e-07	3.05462e-07	4.27433e-07	4.22064e-06	1.4721e-06	9.77491e-06	4.07911e-06	4.97667e-07	8.46582e-06	5.17722e-06	3.74305e-06	4.30656e-06	6.63305e-06	1.17323e-06	6.27085e-07	8.48238e-06	0	8.51199e-06	8.3883e-06	4.55875e-07	6.01458e-06	2.42025e-06	1.16721e-05	2.70762e-05	2.23563e-06	2.09646e-06	6.63991e-06	1.61958e-06	8.5419e-06	8.79026e-07	5.91108e-06	8.24756e-06	9.12489e-06	1.40507e-07	6.13529e-06	0.000108549	1.00682e-06	5.09749e-06	2.22201e-06	5.30798e-07	4.4139e-06	1.22202e-06	3.22239e-06	3.65565e-06	1.0332e-05	5.78047e-06	1.86324e-05	1.67597e-06	1.56078e-06	1.18325e-06	5.55486e-06	3.84532e-07	3.96975e-07	5.52029e-07	1.08384e-06	6.3871e-07	8.7167e-07	4.0475e-07
