Pathway	Family	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
ko00400	f__Bifidobacteriaceae	31.2405350173	134.9204894371	54.402529005	51.1183583763	234.2269347466	15.1054299192	16.7329898743	197.6449695338	0	408.942213347	561.2342376984	322.1415380527	234.2498801682	20.3719430302	9.0120804101	11.8718987168	642.4502254819	713.6970460109	37.9029613908	1385.6448572081	15.7393387342	544.9406251494	0	10.0655609616	0.6356660529	1429.7902989329	1079.4146979251	8.7780119225	11.7924628447	0	0	0	0	0	0	0	0	0	0	4.6639150831	0.3745441207	1.0713595664	1.7511400401	5.0709622513	131.3138214585	5.2494202555	0	377.0926984128	1026.3542049539	1646.553696824	0.6616144612	1114.4635465702	22.1762344299	19.2928611813	1598.5289316959	53.9974927819	18.5041738687	451.6199835849	49.8097087353	14.9267132527	1.1574484627	530.8854428433	123.1297135739	326.3625745942	8.8302319722	185.4732399268	127.0652266396	395.6839531477	1177.701500864	650.4982303387	17.8573004489	460.6638993771	0.3808897972	1.5331298982	131.8344425936	78.7586045164	20.9548724982	11.6727080702	10.7304080385	0	135.9491308215	29.3596838623	37.0015432377	51.3653376114	69.8479109653	83.6558257786	61.1111881201	150.2281594162	0	0	139.8249851126	0	0	0	0	22.1537541454	0	5.9014106022	0	7.2970522837	0	0	7.3356359694	0	1.7903048279	740.3349650382	661.9088114095	29.2503943453	53.5797060171	0	43.0667200554	0	0	0.5058171736	0	0.1742070237	50.1382925949	0	0.1048435142	5.17662553	9.3620995042	41.389636044	484.6020142913	46.1827943588	318.0942481021	847.6150637799	970.2826696835	12.5305883673	0	411.6940988734	0	210.2015745041	80.8796941924	0	202.2877204186	0	166.9373960708	42.7746256109	0	0	1699.5022837969	0	1247.2348936446	54.9858083862	10.3507382665	1583.5258296506	1.131795384	0	468.716146288	38.8054086156	612.3328317232	69.759154519	3.9073231239	57.2660108949	14.1525853161	47.7194030341	8.5896021291	0	0	0	609.0113289744	0	0	0	0	33.1287057999	10.2153454348	9.3244269558	88.5584870978	642.1432922982	18.110832067	1850.372687099	1568.2962596582	0	36.6706533683	1348.8253368986	691.5042142172	608.6247684632	1913.5436737045	310.6645037358	163.5464734308	554.9341942417
ko00400	f__Campylobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58776601	8.8795325805	0	0	0	0	0	0	0	1.0302274974	0	0	0	0	0	0	0.4604711452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0642918781	0	0	1.6258867759	0.1389922301	1.8910316447	0	0	0	0	0	0	0	1.8963661123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5327367406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400	f__Clostridiaceae	0	0	2.0224026951	0.4813321883	0.4469434221	0.0450757226	3.2961132196	0.0151020901	0	0	0	0	0.0155301388	0.0300914781	0.2109037683	0.0906125408	0.1881907033	0	0.2106310718	0	0.0719425087	0	0	0	0	0	0	0	0	0	0.0604083605	0	0.0533700707	1.1288802899	1.3565865721	0	0	0.8213177434	0.0904751962	0.4845945844	0.3809980963	0.2684672772	0.2700474004	0.4208335789	1.8588985838	8.0765447618	0	0	0	0	0.3305024161	0	0	0.1205262943	0	0.3619570981	0.2938933402	0	0.5404696417	0.4166412522	0	0	0.2994762019	0	0.2794123232	0.0539668378	0.4268186572	0.3298266967	0	0.1496248455	0	0.263039301	0	0.0302041803	0.722848499	0.2090368713	0	0.1184510384	0.1432452243	0	0.420609775	0	0.2377145408	0.0603437374	0.3606586799	0.1238716366	1.8799832699	0.0583996575	0	0	0	0	0	0	0	0	0.076689575	0	0.0149234722	0	0.054980846	0.0586067302	1.2924395241	1.5345423062	0.0732626084	0	0	0	0.852550825	0	0	0.1202017022	0.0218125987	0	0	0.2311959775	0.2656905876	0	0	0.1484651785	0.2796617428	0.0604083605	0	0	0	0	0	0.028733799	0	0.1198754344	0	0.2794333997	0	0	0	0	0	0.7911605103	0	0	0	0	0	0.6474395173	0.5127336836	0	0	8.8589357087	0.0094566049	0	1.0871412669	0.3572936807	0.0457447768	0.1157236586	0.234872931	0.1792379806	0.2399300764	0	16.6629065422	2.0180642768	0.4138952655	2.074229571	0.2371070292	0.494305424	0.1686214202	0.3950410731	2.0347065275	0.0596542638	0	0.2239653945	0.1197310628	0	0	0	0	0	0.1460338237	0	0	0.1324665657	0.7769989922	0
ko00400	f__Clostridiales_Family_XIII_Incertae_Sedis	0	0	0	0	0	0	0	0	0	1.1613718077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1304001295	0	0	0	0	0	0	0	0	0	0	0	0	1.2066589788	0.5250036323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1400826527	0	0	0	0	0	0.6854038124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1137205909	0	0.8838700495	0	0.2763956228	0	0.2104089286	0	0	0	0	0.3366446226	0	0.1387797751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7540390571	0	0	0	0.5931475214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400	f__Clostridiales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0478610748	0.0308573667	0	0	0	0.0616824366	0	0	0	0	0	0	0	0	0	9.8522633621	0.5969408684	1.5726869033	4.2833564582	0	0	0	0	25.1379862959	0.5406585994	26.1754701797	62.8444306043	13.2472930561	36.4118347871	0	8.0480587725	0	0	0	0	0	0	0	0	0	0	0	0	0.0310615904	0.0225131552	0	0	0.0162194068	0	0.077482293	0	2.5215127737	0.6104409611	0	0.2878603557	7.5958779396	1.2368752249	39.0714005877	14.6848332346	0.0311672121	0.0215773007	0	0	1.3033158799	0	1.066826377	0.5782558147	0	0	0.8158144361	0.5879524383	0.3651782124	0.0327464881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.2647176469	0	0	25.3245956047	0.5705578812	44.8402277836	0	0	0	0	0	4.203864463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7170884075	0	0	0	0	0	0	0	1.0213202447	0	0	0	0.453450419	0	0	0	0	0	0	0	0	0	0	0	2.0080136345	5.0760502214	0	3.4029334155	0	0	2.77055096	0.5135713032	0	0	0	0	0	0	0
ko00400	f__Corynebacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4278936077	0.6498096356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400	f__Debaryomycetaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0893669313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2797545668	0	0	0	0	0	0	0	0	0	0	0	0	43.5824099159	0	20.5337129211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2808202635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400	f__Dermabacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8218492395	0.9200834223	1.7754335427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400	f__Desulfovibrionaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4283391942	1.8540485661	4.2321902936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4960994712	5.097263239	3.9229871043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9692746489	0	0	0	0	0	0	0	0	0	0	0	0	0.2828986552	0	0	0	0.5539610671	0	1.4245484783	1.5528589955	0.7957714557	0	2.3870773616	1.093466131	1.4486331563	0.673333357	0	0	0	0	0	0	0.7693396158	0.2213876592	0.3150989875	0.2040291388	0	0	0	0	0	0	0
ko00400	f__Eggerthellaceae	8.5990744687	6.7737084168	8.0834626276	11.5003240901	6.1776939393	5.5903290112	8.0126324814	11.3183954581	0	0	20.9809984159	0	27.5931499718	21.8887602931	3.8600719671	6.3494393044	8.9484935616	0.869028124	20.6895313755	0	20.180953839	0	0	0	0	0	0	0	0	0	5.6355648966	5.0050179429	9.3539366974	58.8857467474	35.954560171	0	0	0	46.9763174868	3.0487417178	2.7639746428	7.4900580723	1.34065986	3.0500306904	15.9913054704	2.1585411457	60.6093472812	16.7968031747	0	0	27.1173780186	0.2321882828	23.2493212079	10.5287532362	0	16.8169804174	0	12.516588531	0	0	0	10.9986972471	0	5.1413172332	0	6.2668047327	1.4872269611	0.5860477343	13.2137586571	4.1705308946	1.3955818749	2.8903738505	1.8841625432	1.0629400073	6.2695128776	9.9165048113	4.1005408565	30.0719315707	6.708056198	0	8.1987534127	4.7322126328	10.8747105755	7.5191640245	8.3350883219	6.0131514421	3.4047487819	10.1514818486	0	0	0	0	0	0	0	0	0	0	0	24.6050648749	0	0	0	6.0505993354	30.1520430696	0	1.4106582823	0	0	8.9937578328	0	33.7673182351	16.8133897791	30.7329569207	0	23.1252545862	5.8633384273	25.9777448526	15.0899163375	12.3383623269	10.8282161352	8.268121777	0	0	0	0	0	0	0	0	0	0	1.6504329767	0	3.5249174484	0.7715006616	6.5016916659	6.2434494356	0	0	0	0	0	3.8490971017	0.4493066112	0	0	0	3.8056562889	0	6.2755235421	1.9253379285	3.4820222714	0	9.1072892931	3.0397959076	1.6499056542	0	0	0	16.1805327261	0	0	0	0	25.727618149	49.4196960784	4.0408617107	7.9742240715	15.0355610507	3.9517104829	2.8374349636	2.9407020764	29.6828249569	26.7047360459	8.5929306246	3.4507999309	0	0	10.1208547812	29.5860182552	5.4810003887
ko00400	f__Enterobacteriaceae	14.9669155435	3.3002923592	2.5254958327	0	0	0	235.2236287096	0	1254.1515155169	324.8267931742	130.77949295	232.2108742232	34.1946717425	1.0159874282	7.1475834708	1.4925986268	23.6098561415	158.2932362793	0	65.5798701586	18.2626204842	345.1962901326	0	0	0	0	0	0	0	0	1.8740380401	0.8030366709	12.8272799596	0	0	578.0695663457	74.4018345355	2.1969651267	98.2465588539	273.1165791748	28.1389435126	170.0082197113	21.5103211631	7.0193166898	192.3847887923	811.0291078166	9.0423804072	34.2682355583	77.7407270499	89.4919851857	0	275.8491640862	0	0	22.2272303482	3.8750793567	15.8528030628	5.6715557358	19.1772110768	9.3374331853	0	0	32.3995422203	10.252232371	5.7701204407	2.4031105418	47.0915426419	186.8356699253	2.8582655317	13.7801471006	27.056471654	45.2238121357	44.4438328131	75.7837903023	21.7960340894	0.2918741638	41.1999817886	41.2134129342	23.0036271658	1.4426011818	0	1.8447216784	2.1262082195	0.5657107158	3.5969652197	2.3302156669	319.4712170386	0	546.4064323759	1242.6401800853	0	391.3325084463	0	410.5291172196	418.2389329529	477.2417527757	8.885909844	109.8206944771	35.7714568478	314.7471186825	0.4576383581	15.0703798742	0	13.7446494658	2.9041731058	604.6858303614	687.3324205307	4.627754537	0	25.4258483357	0	0	0	0	0	7.6506340563	0	0.3823298394	0	0	0	28.915615973	394.6942301132	0	634.3874089235	579.5204188492	14.5574355263	9.6388098752	132.0583112854	0	385.35419977	311.8824856067	168.334548725	408.3081214541	93.8225352617	229.1977467214	34.3942989525	0	650.2792040612	286.3813663759	19.5118000119	444.260504509	350.0211104383	12.4547914646	6.7265867811	243.911906031	568.4357521486	663.8432881045	33.0335875793	243.6236497812	0	14.2042805716	0.9069705018	318.2268337209	15.2656540977	16.3251445154	4.2312397998	843.2550813156	223.8192181992	61.9572149435	18.5891521478	119.8554712552	12.7737551269	29.6194620821	30.7179154078	0.1402078384	0	19.5037089547	20.7524015061	44.590110234	1.7676720371	38.2341696905	32.8288384288	30.1730398648	0	42.5065587683	43.5706798622	97.4760674498	101.0838124524	13.6445586128	0.1485862822	2.6555174765
ko00400	f__Enterococcaceae	0	0	0	0	0	0	0	0	0	173.6804186283	81.3885833201	31.5120819231	3.0844700857	0	0.2433402418	0	0	15.5554498705	0	65.0560796489	0	0	0	286.2133082952	108.9935825219	47.0692516806	56.4888110489	0.2461944121	0.2970201176	0.1410294063	0	0	0	0	0	0	118.9970492356	5.104075458	0	9.2271506797	0	0	0	0	0	0	9.8798952495	0	5.1531001119	2.9844011746	0	1.7121965282	0	0.0985522009	46.943857213	0	0	0	0	0	0	0	0	0	0	0	5.2244706077	1.8945726119	5.7153915685	1.5354221034	0	6.5390077455	0	0	1.0653030913	0.954880618	0	0	2.0956033014	973.0649892525	0	0	0	0	0	0	0.3999653138	0	0.3806565224	4.9041846077	0.5023753519	4.8676478767	58.5012867406	22.7609998834	13.4257733453	14.3475943813	0	20.1937948109	0	0	0	0	3.444013903	0.1062901767	0	43.0701404151	67.808499979	0	0	0	0	0	0	0	572.6029665704	0	5.7582812681	0	0	0	0.3434016778	0	6.8663730168	0	33.6052104561	3.9067929742	33.8646331374	0	4.2319907364	0	49.279632171	1.5406078615	0	2.2096017581	0	375.6768998353	0	1.2690407502	0	1.2311034611	13.1472807529	4.5694873863	7.7233824797	0	0	6.3609168402	5.3255434635	5.1866795747	2.4548067448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3808203207	2.4164054019	2.2443165706	0	0.0884723328	0.1888962749	0	0	0	0	0.4749981515	0	0	0	0.259615567
ko00400	f__Erysipelotrichaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.406337358	0.2705572074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.785426564	0	0	0	0	0	0	40.8875402076	33.7867828086	67.1764221814	0	56.0437487824	0	47.5072722934	89.2071159294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400	f__Eubacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8513779466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.2883141957	27.7041755567	49.8533472389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.1593943097	0	0	12.3502008796	0	9.081437694	18.6147513615	0	21.4364067013	0	0	0	0	0	2.6310818464	0	0	0	1.099665292	53.4413502951	13.673270277	1.0227430027	14.7086803607	11.3986302926	16.6524993506	38.9581913597	24.245865907	44.4182906676	23.4532260299	0	0	48.0834064065	0	55.5924419475	53.5424777805	78.1220282389	53.3042043731	37.0545580304	51.047384416	19.8845765002	60.0510527362	0	0	0	0	0	0	0	0	0	0	0	127.5479589461	0	0	0	0	0	0.6577357789	3.4558922181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.6677018482	0	11.9498823165	0	0	17.1746363352	0	29.1875187748	0	31.3579511901	0	0	0	0	0	0	0	25.3875872553	0	0	0	0	0	0	0	6.9563595044	0	9.3523939777	7.7298466581	8.8603256335	0	0	0	0.3558959032	0	0	0	0	43.2889290907	11.6330523496	42.8184654941	17.5284047968	57.0978436364	53.4066988201	3.4705708355	4.6230610777	0	0	0	0	0	0	0	0	0
ko00400	f__Firmicutes_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.7218014615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7416578849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0984812132	0	23.0746937672	31.4125834571	18.2460651231	21.4945083364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400	f__Fusobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3857002958	0	0	0	5.3316424996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2906131938	0	0	0	0	0	0	0	0	0	0	0.6538721005	0	1.7935613644	0	1.9521616736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.149989604	0.71084234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00400	f__Hafniaceae	0	0	0	0	0	0	0	0	0	1.1221399338	0	2.6376891997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220.8284904636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9889645142	0	0	0	0	0	0	0	0	0.1344642653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1484446785	0	0	0	0	0	0	0	0	0	0	0	0
ko00400	f__Lachnospiraceae	9.6610067228	118.164061432	83.1979702912	43.8294863883	150.1230898202	26.9677083998	21.9238216854	48.8430967807	0	0	373.7690539859	0	211.0101876703	71.9352891599	28.3628381371	236.0442776319	20.2795569224	17.9502330035	90.6660467678	0	176.8623392277	0	25.200348619	1.1762879576	0	0	0	109.5640872396	84.2030115195	67.1190638868	120.8113750606	130.3868725602	183.7937962683	12.9848718103	13.3057877382	0	0	12.4787433518	35.9345301045	10.0498932882	8.962972739	71.6846909291	15.0587049731	14.4969489483	11.0296393382	11.1715876339	74.6213255575	168.3481812247	0	0	2.1414886017	0	0	4.6207141831	0.3527207131	4.1280907074	156.3199132278	91.7765259592	146.083615611	111.8462796359	189.4287504582	18.8026032063	77.6394127828	89.8439298659	143.1406553956	32.1112767738	58.9114271109	0.4199748805	25.2227816842	12.7527968495	18.8146078166	6.6513399812	31.8318089376	39.7970966262	4.2637758666	30.2608199116	31.1865205993	153.5207748424	151.1986307905	4.3751440396	78.7466258933	140.6035466725	112.9798915723	103.0651565718	59.298439533	64.3039352923	2.981488308	112.7291691292	0	0	0	0	0	0	0	0	361.7525895732	0	89.3769196066	2.7239934915	153.6857293978	347.179478113	262.6564378744	176.1493154259	35.057363198	0	0.4824468531	292.504726433	56.6685880592	15.6295694603	86.3014337424	19.2526671713	26.1809551614	14.6959834816	0	22.6409919728	196.9633665663	28.4400763006	81.5029816793	74.7411519531	83.9960911069	46.0060137965	0	19.5263239472	0	0	0.2980019384	98.4706732624	16.2871502891	121.4066490318	0	83.7825970149	242.2280816533	0	365.1297939434	0.2085403839	201.2212234095	150.7331055958	0	0	0	0	0	15.2828802655	209.9087534422	0	0	0	10.0294599739	106.6615790463	23.5090212285	37.3458720806	75.2375014299	114.7591484286	34.2380421961	42.341930118	51.8933060548	0	30.0768230125	510.9424640226	116.2481743228	54.7748507146	29.1668090915	31.7524948255	322.3615533137	139.5747086783	173.0319809748	127.4317413896	128.1412464198	97.240202261	71.2575655491	27.2684696393	7.6719838246	9.1924910018	0.2547850485	28.6682119261	33.885150553	0	0	26.8936890033	25.3092974345	19.7421848833
ko00400	f__Lactobacillaceae	2.9145419865	2.3502428615	0.8560743061	5.6830887811	2.9274476487	1.5946104341	0.6201419601	4.2406041163	0	0.572388321	30.0012825846	8.057915736	0.4627392025	0	0	9.6322461248	39.2987881236	10.797436672	1.6036809829	1.2910404183	0	9.4196771272	0	0	0	0	0	0	0	0	3.307798134	0	0	0	0	0	2.0944570461	47.0669265983	0.7558790974	0	3.9839977921	0	0	0.5228188599	0	0	0	0	0.1086087131	1.9809831632	0	6.6406528713	0	0	0.1842213311	18.4268117966	57.5283563598	0	96.056714501	32.128094983	76.9101763808	2.4409220094	29.4997178355	0	28.396018021	0	0	0.8870508123	3.0835453684	0.4991979171	121.8400886701	2.6510645388	62.7056169502	71.3642204119	0.3748157845	1.7619467352	171.4875226559	125.6323606805	1.2260735955	3.0255289429	2.3603276262	0.4180230231	7.925229041	4.0617880861	4.9544899974	15.5526838615	0	0	0.9917036457	0	70.9044511847	0	17.3022554405	0.441321165	0	123.6018444759	0	67.2624099433	4.6010133094	0	0	0	0	0	0.7983143283	21.0489349659	49.2958623664	0	0	0	0	1.0654930707	0	0	48.2730407944	0	52.6777653131	2.2419791313	4.8696999445	0	0	6.9111770655	2.496423687	0	0	1.9656027597	0	0	90.1509890092	0.3249996319	26.1027686075	0.5359279944	3.6968270748	5.0331894809	0.8471258842	56.9179193918	1.2206748982	13.3160162325	5.5703253102	82.6714558931	7.9070026023	55.1320734692	78.41100915	15.4877728985	0	1.7130736972	63.4959688001	15.649536606	1.6563801336	0	0	14.1212349202	0	0	0	15.6289333422	8.0636338876	7.8043446751	2.183002572	0	0.3849627303	0.4782600089	0	0	0	25.1436134616	5.6078883266	0.9539627685	0	0	0.4359197908	0	0	0	0	1.2021276324	6.0015646077	32.6678516375	0	27.8519435091	0.8773396031	24.295810889
