Pathway	Phylum	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
M00048	p__Fusobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3663003663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1934353951	0	0	0	12.421710028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3429020613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0200427848	0	5.8582629292	0	6.6898167574	0	0	0	0	0	0	0	0	0	0.4812257246	0	0	0	0	0	0	0	0	0	0	46.4000408663	4.7152756752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00048	p__Lentisphaerae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9619949149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00048	p__Proteobacteria	32.9583677244	4.1812377933	4.6456563436	0	0	0	201.1542303534	0	2322.5199863786	646.8194158649	264.9384224079	486.5294668512	72.6184518754	7.5779235754	53.6715925501	4.2729792103	26.0860793338	203.9666890959	0	80.4915849479	46.6030827778	517.3226758029	4.1729148856	0	0	0	0	0	0	0.9675039243	19.9538376264	7.7170372645	33.1130345005	0	0	1037.5694679927	137.1241821135	12.6365743184	238.3265667269	634.6173682558	95.3277870704	229.5077331919	18.0391821583	11.6746259408	296.1471723441	690.0373236104	20.4666514636	101.6967838739	172.7748581705	189.5272981514	74.5377788201	595.612528736	27.133109591	0	37.8596654561	7.5769212311	45.7074570978	22.0881066225	57.0519125881	18.9034980532	0	0	78.8641074759	31.2426392279	17.6096090517	6.4464352768	89.4150542259	396.0439284609	7.2862517068	34.2992030491	84.1687375534	112.6603391911	116.307500907	141.9687628369	61.0095346062	3.3142590336	83.1711936377	117.889653681	41.528157122	484.8918418967	0	4.4483740745	3.9417639576	0.9170915977	8.0474835048	6.4296991387	708.817320143	0	1341.53043983	2443.3045169308	0	753.1720427712	0	828.9495024324	896.6329396697	766.3876695783	16.5694005362	236.5879553476	51.1717251921	706.7765296267	3.3132229716	12.4343984609	0	28.941687953	11.2602342554	1239.9353801066	1522.3468757617	4.3570872477	0	45.6865121702	0	0	0	0	0	21.638822973	2.8092464171	6.1180633381	0	1.8892546538	1.1952349609	48.4758323923	769.8903676138	0	1287.7060097199	1132.9642268389	26.3904807036	18.6152251462	234.3993591804	3.7168683687	434.2096791103	645.1235794083	377.35116761	508.3501692468	176.178898335	263.060383859	75.225593584	0	1203.370259777	497.0562690871	51.2455465848	742.1041725419	742.2429541239	12.7897439662	39.842152369	400.5603352756	922.1160724108	1019.0617105214	84.5179503737	509.8308457989	0	15.1439664085	4.667574829	384.923434137	16.2671432636	13.6881312552	8.4259744257	1479.5611202606	300.9858047074	74.3343927413	13.8055730592	126.0943958152	12.7990400431	31.943042663	29.4123456904	3.2695193593	0	37.0612142995	29.9870504432	68.8039760787	3.1956125386	77.3302369596	39.2844985402	60.5926113845	0	80.0208661116	64.01777585	166.7575171979	228.7744048054	19.1648249387	1.2978669265	6.4309914496
M00048	p__Verrucomicrobia	111.0313719965	0.5347593583	99.8936108393	12.5050900876	0	22.2925182054	69.1112010274	98.0894611152	0	0	0	0	0	0	14.8695491017	60.9441254825	161.888038754	237.3271121744	115.530792687	1.2282778926	129.8231778085	0	0	0	0	0	0	0	0	0	16.2043186771	18.3998207007	37.6653812169	0	0	0	0	0	77.1448070652	76.2161779816	154.2437981969	195.8768721311	65.4853086576	21.6020849114	0	4.3731471476	0	19.5131638509	0	0	0	0	0	0	3.4310038944	0	0	0	0	0	0	0	0	0	0	0	9.2024419838	46.5227307268	8.0771081589	0	0	33.7832132587	0	0	5.6429410915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7760334857	0	0	56.6534493796	19.4089980239	30.658872255	0	72.4844397111	0	0	3.3527197992	0	0	0	0	4.3737662511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.4289840629	35.0798711407	0	0	1.3669551636	0	0
M00049	p__Actinobacteria	305.0962810247	735.3964881362	477.3508121078	477.6554763942	1082.035125603	129.5310699886	138.2826688965	1008.6897295564	0	1368.9435501285	1549.8333102268	895.9289241795	902.9752900766	179.2556349744	39.5180913997	56.9925418545	2251.9936792075	1756.8971352333	185.7165714566	2910.5040272102	137.4760065967	1001.388595758	0	12.0175423933	0	2036.6591955903	1604.961642196	12.5927408362	15.4694607825	0	41.9991775936	45.1984946558	93.1075606934	202.646105763	139.6554847792	0	3.7485362754	5.5419435432	314.4233098135	136.9325668612	60.0426638072	302.4684639937	105.4074888203	255.0086933978	436.0121252398	323.01460148	196.8344802562	1526.2378129363	2863.6280076884	5093.2624566692	98.8266584668	3680.8310995994	182.0279960121	98.1344725217	5210.9724253631	250.2828567339	100.4665959938	1379.5110883686	282.9591719036	160.4585981512	19.3568773722	2103.7308574859	620.7488493142	853.3633335987	178.4915898476	513.7355583784	351.3817826284	1134.8916154693	3834.8253644707	2167.7567208942	70.082055359	1430.9360920151	8.8554220499	7.5128548589	353.9337484518	190.0799005311	100.1641114181	168.7898873379	135.7281955911	3.1832080361	375.9972489913	186.6537626989	264.3865232965	289.2138466228	296.537980715	239.172175735	142.1559210042	461.2997570239	21.7236855158	18.2457662731	596.2410649648	16.4913508748	0	12.6614249291	2.630975087	83.2557903737	2.8421514063	21.4101653121	0	117.7112901562	5.5005683816	2.8849683122	31.6054626364	45.5739777232	117.0105533952	2839.4318442954	2108.9879305329	97.7541299819	209.5172774471	88.425685443	159.5440966235	96.5849334356	61.5406911971	107.868166798	0	88.685808993	349.5870986717	90.7177174475	55.335764998	242.1932762709	444.7418865176	305.0546216699	1724.3965069	185.9992754083	1015.9074663603	3017.3640227362	3115.3763934539	114.1664127211	0	1138.1549375272	4.868764044	798.826017637	362.7691347772	5.362336806	713.9219313504	5.6546405206	676.3274640044	100.6412558128	0	2.5158990957	4218.0115219883	2.0089960477	3145.3107317936	247.1918639286	204.4704382875	3593.7675759465	11.1823072458	1.3699224737	995.3276365473	145.3505665496	1276.4768109652	330.6290420955	341.903884006	212.3616010965	65.7664109712	244.9075545145	128.3604902099	0	0	0	1264.5568793278	0	0	0	0	311.3835231887	205.8886900488	96.5660442874	413.1728137083	2363.5738184511	247.0146655585	5835.7099842212	5075.6439929529	116.0108319704	206.0028370362	5100.3373116747	2349.7744205798	1982.1684676488	6975.5061817943	1188.4292828073	608.8501026691	2293.7408072937
M00049	p__Ascomycota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.9909302273	0	28.2232899217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0611223815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00049	p__Bacteroidetes	4.827605747	0	343.8745160592	1.7860277044	10.3020220608	12.3326195344	4.846890827	46.4509367568	0	0	0	0	0	0	0	207.5151332507	323.611485607	28.8845463941	26.2261308544	0	17.554662314	56.0217637505	222.6467993782	0	0	52.761477546	39.051895772	112.9212339178	99.399831289	363.1233715422	231.7615014078	385.4165881732	199.6476142366	1271.9176654302	835.4498292058	0	0	0	57.0431474296	4.847294051	331.4232523908	65.6821017086	256.7337591226	304.6197310453	100.8416011726	8.9462032287	1.7300170447	20.634280759	0	0	1080.7675321055	7.5843913193	149.7521701665	480.8149709078	0	252.3049962334	40.0613375386	0	347.5504853404	10.6351019634	0	80.9981552829	110.2700943917	0	72.7636079806	192.6599597221	154.7087631177	214.2362456051	72.9901922304	173.9810445814	116.139345139	379.3723492907	269.5464840975	211.9957087385	48.1143502747	25.6704026335	0	117.8388444999	145.6608054509	0	360.4034145557	626.1669065959	273.8839357021	95.6541819656	325.91974464	673.4883903916	262.702892293	171.7928015034	0	0	0	0	0	0	0	0	174.7278777902	0	122.8421390216	448.2213598646	431.0610063283	83.5309584032	807.6161121543	0	45.1850017251	0	0.9456264775	18.2719075759	831.9365612709	0	0.902980472	66.9202623235	151.3164435401	44.3577132282	261.6128109545	88.7504658415	349.7024205501	22.1305632806	16.3639477924	265.3630534265	115.5399469053	578.1492286459	0	18.0121558317	0	0	0	226.1769645938	0	497.8711186667	29.6422066557	34.4818653536	121.7535162968	0	116.0297252037	0	4.9714786698	831.613422219	0	0	0	0	0	669.0864657144	84.4854944183	0	0	0	557.5953154319	233.0563289463	637.7111147341	467.940706213	126.0372016208	245.4949264591	988.8017277251	135.0371497857	88.852567516	0	0	0	12.850612971	0	0	0	0	445.9152093001	224.0417195722	122.38414557	238.8421684523	109.587403875	203.0202392428	17.6331361196	8.6749586951	6.0026461434	4.4552317577	43.8858330827	152.6254567736	2.0064987433	12.6351671888	144.9033764008	893.2255752885	592.273564837
M00049	p__Euryarchaeota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8185887704	17.1134720288	0	0	0	0	0	0	0
M00049	p__Firmicutes	334.1818185342	1786.5259146928	198.8981598159	1357.374299501	1710.7319214499	3072.9063409502	1082.39386875	1454.4371622607	330.810067341	961.5877986418	633.4811833381	1915.6020244069	789.1827481391	408.8166697374	799.3925008402	268.9314951798	279.2104190364	741.8917324537	470.2485554507	1005.3036189031	324.0131625458	5116.67019109	71.816701522	2967.2837142722	1655.2956153489	972.5776199106	937.7700032468	244.7509723017	295.5122944154	145.6736350208	1230.3435115887	611.3950399232	991.3039982994	64.9948706305	41.9876251855	6.2482466255	5174.4485921633	2385.6762081221	857.9534203758	388.9519385289	1674.6394036797	287.7020585469	223.3497773006	2416.0172664948	4086.3040007043	880.4342496548	150.4361717742	465.4742356575	448.3250318204	404.3511600086	121.212707604	563.1443629897	350.3076390088	345.3393201667	1868.8708609581	567.5182801261	2555.1302195419	478.0557813089	3291.1822668856	2183.0982834296	4897.1069359147	772.1967155856	2302.0622181974	347.0290208706	2418.9815248276	104.5752021357	162.844917165	215.3662004584	519.6022426484	426.8377339299	2185.0040135789	553.1472166146	1498.2976082066	1490.6563563677	442.6592380065	931.2380045176	2502.6999977912	2573.8280037949	270.4098161195	5430.964998195	783.6976388735	642.9174506465	1363.5991123005	1114.3265566134	809.507529424	989.4402126592	42.5154158122	313.6111523156	620.6046464757	1265.8208287606	3677.724543877	2458.8498300931	1823.8343330694	1387.5415572007	1237.9738614437	1579.4272305087	1601.0953586331	4226.1366332309	1708.3179652286	165.5189863243	1410.6409064176	1450.5578177795	646.3254071994	468.976879946	402.6800656331	182.4447222791	580.9190750887	493.0325504623	161.0326327543	770.6038412518	125.8354997189	246.2242695504	179.0124299689	348.5601361548	2532.4946824913	331.7142658164	2229.0526242191	292.2150089008	482.3549552262	168.7543766515	69.3025953936	591.1028702919	1701.8037868749	102.178430264	999.4484502305	908.070294348	1253.1395252999	79.3326709983	5647.9080407534	115.264219285	1038.6703361272	578.41848056	434.0217898055	118.940439515	291.7797117164	1686.6479571199	231.9360765335	488.1406350817	56.1989417911	3011.4111408448	435.5322653104	1624.1347886697	664.9036721917	756.4962094424	373.5451817014	873.5814910769	1485.446830232	1400.9100186493	591.7494287142	764.374668663	106.0597971154	866.5309404602	1922.623957514	635.5671849477	215.7348186771	717.7262027594	319.8365509587	130.9530368729	151.590791296	939.8443682909	557.1252984438	160.7815479037	160.3456667882	96.3847701315	670.0608510057	780.7642647384	139.4628837537	232.1752120175	198.6978852272	398.2001132294	305.2991191192	101.2519964783	57.3691701743	25.4281580001	0.5251193795	804.7648768084	1912.2992243759	2901.6343764019	1053.5320998517	1327.8792342574	248.9903260858	915.4746818114
M00049	p__Fusobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2160002435	0	0	0	36.6363385813	0	0	0	0	0	0	0	0.8703578668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0807639801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4009316177	0	17.2440696502	0	24.5454554723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.1704618726	9.8491522218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00049	p__Proteobacteria	40.8321107591	8.9848736609	8.0881835246	0	0	0	357.0795268131	0	3030.4303752629	847.0609204142	313.6907434969	587.747931769	75.1887046279	9.1316170889	76.7366555204	7.0378827897	52.2313207157	322.969809244	0	153.6690090242	36.7108861398	785.9652969812	6.108261307	0	0	0	0	0	0	0	7.0834618681	0	25.0982181349	0	0	1473.5729905552	206.0383432384	28.5855794718	280.4073524405	745.7405082191	98.7719025086	374.5664540279	37.0649165238	16.804664074	264.9082809774	1661.5320178083	21.864605373	85.2383180525	189.3582682216	214.2169912215	129.733434312	647.9435220627	44.3358144326	0	27.5904291552	0	45.063975612	13.6881234754	51.5969026393	17.4558694068	0	0	85.2022830281	25.5921548135	18.7353556571	8.5668501794	107.7421445132	468.4919313076	7.9069029889	31.4209419218	49.8277359875	111.2245137857	133.0613823902	163.5826414461	54.7853591385	0	80.5600271492	103.21675103	60.9047075601	623.2966005337	0	0	2.9215229215	0	10.7176516825	0	878.9236201127	1.514388791	2544.5982252977	3504.2451649907	0	1070.5428833975	0	1158.019285587	1375.5752862988	1605.9891715052	17.7129028533	399.6493051262	81.3755562189	812.0801867236	9.3589076562	20.1125141122	0	48.7532138846	3.8585486711	1421.2924444596	1757.0899398144	8.5070833266	0	60.2536199187	0	0	0	0	0	17.8663536792	6.5241108017	0	0	6.9437143709	31.5701645922	69.8956779971	655.9701213552	0	1326.5607850333	1081.0336323654	20.3648898076	15.6061543764	217.8344801353	6.172412811	644.0339904123	590.0219845475	472.2668311771	776.2975886622	213.6964132446	444.8702525512	84.0255010393	0	2042.5174437599	545.5422834914	66.1352788722	811.412984799	1177.8601116286	24.1915797578	19.0553691915	595.4572303015	1019.1173606575	1256.2749511198	90.0949757578	408.0269656348	0	22.5088034864	6.378400703	475.0775339849	21.1890831819	34.1770816944	6.2789414747	2513.7070522189	485.497700782	159.9590595102	29.2413198638	279.1604821732	31.1570135863	74.6263944217	73.4835475282	15.6762864964	0	60.2460772388	56.871763042	104.4588434756	4.8771086248	112.2383991472	39.9213193144	69.3169329499	0	95.905546375	96.2472031972	194.0599469405	295.6372660028	25.8329211658	0	8.1000903644
M00050	p__Actinobacteria	78.8597591123	429.8191349464	192.505735644	191.3605816238	682.7666686601	68.6973966645	44.6312042132	680.3845616253	0	1245.7418337528	1258.3706435425	791.7174062691	759.5028029474	139.8370962324	33.2872437412	51.0520754193	1798.1387260637	1330.3245551916	153.4111165458	1974.7212116493	115.0606570054	1085.5973017206	0	6.7521135157	0	910.4811298804	718.9065086562	7.0567385455	8.0356212913	0	23.4517866113	19.5199707364	27.1772571777	178.009690017	127.7776160864	0	7.0275325531	12.6709197886	183.9640022261	29.5456958341	22.0795837649	55.2295191246	12.4458817018	19.6278609633	360.0254558871	34.2798060051	181.5497945032	707.2435999175	1589.9342255686	3690.4948815126	83.2536293437	2797.0991491758	166.8940676248	90.6406814813	4788.8209911764	188.9454387499	68.5835793503	867.8977260545	186.4195213375	56.4624291625	45.0818657875	1612.7058773695	455.6294192138	519.4075938825	50.1364829607	237.1274436206	280.6510194807	921.2733127257	3099.3610621986	1725.8552740212	64.0542892533	1146.7836181061	6.7934864878	3.7076129697	253.6708800801	139.1090500973	79.4297799557	154.589269249	57.3974997107	5.8336259413	300.4335900767	97.2790353519	128.6604502099	149.4207308284	158.7004832673	188.0971443161	117.8502680816	325.3442899797	79.8559722281	51.0705559202	643.0907728799	29.2988046087	0	45.3571497286	12.1619024304	71.8022308462	21.2180452881	14.2449159281	41.8321119756	104.8647756843	33.1228466956	189.9883900318	87.0322807489	8.8236099069	117.3821350081	2517.6858788963	1863.2427645982	186.1685980743	280.5570786726	11.6514808599	294.8209461147	92.6424760815	54.3075825155	109.198338771	0	86.0243889842	229.1114968236	77.1487360448	54.2808347708	60.2494687233	54.065405493	166.2876880449	1631.5919321873	150.0343964132	895.3172969713	2568.6202995014	2858.4337020411	12.8436892525	0	256.8375784272	5.881997431	687.7529182463	106.603699365	13.1356264251	153.0260596254	34.3970644323	146.2500029147	44.6768483167	0	4.2564701522	1895.80840439	2.8003542193	1368.1169850968	182.3853645374	24.8376381725	1732.9428083622	15.1441616631	6.4652602323	502.8854455711	131.4210868225	407.9548329131	233.6760797757	36.1485027433	184.2018271366	39.2199914606	150.1110483181	32.0733709437	0	0	0	448.6284960489	0	0	0	0	169.8114904104	163.7877960768	36.2743839687	272.5407214521	1701.3800220634	70.6273199567	3688.5313766665	3226.7181351308	108.810271562	144.0674307725	4044.8082228902	1988.6025206671	1763.034571489	6162.3595679086	665.8070817693	366.2390759572	1913.4944998835
M00050	p__Ascomycota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4030486668	0	0	0	0	0	0	0	0	0	0	3.9172581398	0	0	0	0	0	0	0	6.6027860072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2970927063	0	160.6557404384	0	35.6241984269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.36385526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7655677656	0	0	0	0	0	0	0	0	0	0	0	1.6539858049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M00050	p__Bacteroidetes	4.516469418	1.420890937	438.2837668966	1.826190532	9.2390439906	14.689965773	6.0556300417	52.1999683077	0	0	0	0	0	0	0	202.7632590951	230.0797209861	25.744704584	18.0719138097	0	15.3040816309	100.3281329238	224.0361026693	2.4030246482	0	72.2241477145	44.4488140662	108.4562612718	97.7418057556	341.0092044064	254.1358150912	379.6007124942	197.8889075449	1130.7859004906	871.9887570888	0	0	0	58.146903717	5.4138458302	370.234808284	81.3661047974	346.1150779405	312.7266447898	100.3655549548	10.7981351837	3.0255788303	28.1278062071	0	0	1259.345114449	5.7612235264	183.6876241462	616.4421900943	0	295.3869197359	46.4428338819	0	362.2618216543	12.0690554072	0	99.9388105406	84.5008799467	0	73.422791575	207.8429662075	130.7854410314	242.6391140777	79.3299884376	221.9458068074	135.4859888197	384.857987245	303.7531426032	232.0055446767	50.8906532846	29.2788369346	1.3699319338	135.7720080632	159.643121297	0	447.8483953578	685.366505236	296.5165945107	98.8995563008	419.2878908463	666.2001804059	318.4965450053	191.0083109165	0	0	0	0	0	0	0	0	264.3270536259	0	167.2854530269	431.6500676906	453.9150044926	92.0118882452	941.3278580313	0	39.5443764162	0	0.8627601585	22.2733784616	915.0755339993	0	0	85.4374895506	152.6486421203	45.5662830815	220.1715772902	107.9122258684	270.3786935985	24.9960166254	15.9630507134	230.0833922312	115.5348844452	487.3921355373	0	22.0660399892	0	0	0	230.6890183365	0	382.1910069768	37.3278138346	54.1592627996	124.2426726293	0	113.0961926221	0	4.3062740941	947.9257918429	0	0	0	0	0	801.371368965	92.0368069136	0	0	0	646.8444206219	380.8159767043	740.3258652357	584.4364631424	137.5810689081	321.8541966137	1058.2592246999	176.7129285019	87.8638067912	45.6737320314	41.4835837486	3.8670276971	19.7782554051	11.5696949739	178.8777600081	266.1537498206	2.1016328764	481.6677374238	232.3963327383	120.2537537264	212.1322001187	97.9176159967	172.7503288901	12.3163538793	3.7108490857	1.5822889288	2.1865552832	46.2738304037	164.918610604	6.2865970488	12.6590855386	154.7379278897	707.204840572	481.4203103709
M00050	p__Euryarchaeota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0943859634	18.790227315	0	0	0	0	0	0	0
