Pathway	Kingdom	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
M00215	k__Bacteria	38.7809624129	3.8311271068	5.255311527	0	0	0	307.8517746975	0	3637.7141518342	476.8174450483	228.6160718505	309.3261229101	77.6227013292	4.9579040564	10.0026543612	12.0409748991	30.4161999959	110.4568639199	9.4530652992	71.4321470758	70.7349685304	798.6586544742	0	0	0	0	0	0	0	0	5.3818035648	0	22.0260694708	0	0	0	0	0	201.3348702597	793.8002163988	97.1217330806	260.8141370248	26.5514408144	6.6108630683	57.7494356544	985.8447831747	16.1912851183	107.3780257106	158.0253025368	111.9945894834	0	493.3175159797	0	0	0	0	49.4781319154	9.2004465909	59.1084172149	31.2864953564	0	0	79.446423268	39.1331050174	11.1986593108	11.8824753491	129.0864679111	540.8407815706	13.2376304615	29.5645715566	89.1540310233	159.6106396863	151.7623659019	266.3897949833	67.019398395	0	0	0	164.1758258141	0	0	0	8.8062962467	1.8415400619	6.4105628515	4.2150300766	819.5509879669	0	0	0	0	0	0	0	0	675.3343201089	47.4593319369	116.5206644123	102.2695003837	1031.690501597	0	25.4158543262	0	0	10.3752474893	1689.5656118951	1479.1223644856	10.3803625543	0	0	0	0	0	0	0	22.8292394665	106.6648048024	6.4814531553	0	0	12.2737942172	17.4853651317	462.3354165382	0	1061.2468905306	984.0254606753	0	31.0402849251	88.8149663303	0	521.784107473	628.3495927266	401.9293616287	561.744230431	230.4036867795	297.7120623118	120.5358833483	20.1675640741	0	385.6193667841	0	540.3338454869	153.8780173639	19.6065249843	14.4062303562	356.3077555756	704.9945314235	891.0900728123	22.5589575125	301.1972504728	0	44.4310368534	7.3721664172	415.0164445395	22.9019439965	38.1199328358	7.7219609151	6.4807256945	348.0976126902	128.7822145588	25.4936061122	255.1018573043	27.0175826654	57.5484350788	91.5580259164	66.3470716473	92.8462802657	124.4980781375	163.1966596942	186.8506137265	53.6336857164	107.301924874	36.3739330198	44.9993535892	0	47.6480158928	77.3353943358	129.6989245184	35.4220593512	13.6755222124	0	10.4533787463
M00216	k__Bacteria	104.003470947	365.6840575996	68.3817456672	408.3161164452	366.0447291981	94.5246304307	76.7510236195	279.9109547902	0	199.9220045749	665.1303672139	310.2643524991	126.7341677596	178.534669524	109.3342445016	464.9936788018	1013.1787392452	1206.471238752	243.6831730345	2831.2843532405	309.4054812677	0	1060.7454964183	18.9849493712	0	2687.8708527458	2018.4944897136	612.3137062028	1044.4555091358	419.0660136981	68.133954511	167.7520711176	283.4753560982	5.4064217833	1.383775446	0	0	1.4365533926	187.6786372911	83.4096576078	66.8031317662	442.4762803113	117.4185644282	89.4640632985	99.2446824884	135.3026929833	0	214.8506159888	0	0	295.9781884175	0	462.8425901626	78.4704398358	1832.2127774567	247.0345362725	97.0051965139	0	350.7508437898	355.2414343661	346.4626723749	1299.3682928482	33.0619299405	490.7787845725	280.4942138128	267.0768156614	412.0210516832	30.208475521	10.7744487384	28.3115055231	75.9237367184	22.1723514576	103.474626325	108.7665570313	346.3033983553	12.7485507665	221.3369152682	328.596112312	260.874106725	0	344.8003235296	299.1100495258	404.2860486817	255.4517489958	224.4306497712	149.5031993442	50.3091535196	264.885098429	137.792380648	408.9994655685	0	555.9766627321	0	668.9748349999	1664.6531328019	0	0	0	0	433.6054737834	0	0	0	304.4444334239	467.7194208217	29.7183727359	259.5267212557	0	0	208.3861548747	181.5760896749	458.8325692372	699.3064826573	383.0475365659	0	503.3159645121	550.3976083053	524.1964311203	298.6138332974	87.6087520147	127.0975122949	137.225257345	88.7875496193	57.1214433841	388.3437500871	1124.3219474272	1205.234455716	372.632364918	13.4600200044	68.4697502221	0	198.5131546627	221.9487342251	0	354.3929492344	67.9687818829	279.8493677737	282.2420757988	0	0	406.1334124331	0	73.4356394857	18.6565084211	317.7173147332	1084.3393163369	7.5757575757	0	554.8787902939	69.3700158053	1266.1360267345	105.288622356	199.1665059872	150.9760876006	32.0036831683	82.710140547	346.5230734864	0	3.2196260874	0	1276.0008838461	265.5662557821	111.041176569	289.4682337637	212.1553203826	679.579675678	813.5943173927	193.7107358452	220.3369993695	1166.1176090541	215.2986678388	272.948620935	341.0059796674	480.6481523804	824.5447969035	69.3511628401	44.113856469	81.3152158797	0	19.3927030172	33.2041359374	483.2343605845
M00217	k__Bacteria	53.2441524822	16.7031276308	9.6801413145	4.077758036	0	0	0	0	3825.3892293098	372.4751692042	194.7293034259	250.6648461649	48.987487787	5.8294929437	11.9995063168	0	0	0	0	2.3382466643	32.4584220663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163.4054603417	548.3997288188	91.5477229515	0	0	0	61.2869108743	0	19.9220667291	70.9927140762	79.647562334	118.2767434496	0	207.3154535455	0	0	0	0	57.7037734236	11.9614527181	55.7214770619	32.2221881322	0	0	91.1871489721	22.4363217797	21.6772301833	6.2491348219	128.9659238097	551.0262032608	14.4118940415	48.7091908285	32.8018201297	134.2427844002	99.8729326427	80.8461837544	77.4372847073	2.3019874942	48.1330569528	70.7531804656	0	0	0	0	0	0	0	0	889.8497097659	0	1787.9781305906	629.0345973362	0	129.3227963957	0	295.8856901706	543.4181458207	964.8446819614	12.9088617547	139.3990420558	25.9158027433	790.8731841616	4.4332019225	15.186664361	0	28.7552314635	10.4265556198	1222.1901892737	1181.7409750248	3.9824316814	0	10.6563532488	0	0	0	0	0	21.1142518693	0	7.9195253857	0	0	0	0	54.3056070048	0	109.9575407863	51.2401294615	0	30.5788334269	0	0	361.3817024489	0	81.1779483328	388.4110799182	183.9155649788	211.532089419	51.9620514226	0	2084.8895418866	0	0	0	31.1192403058	6.7559309497	13.1415537961	26.6599537913	0	0	13.5306335807	0	0	8.4005587653	1.7570996169	269.4035669088	14.2194602587	3.6917262471	8.975700778	2418.7866202408	362.805803802	93.5188830582	33.0295290338	164.6919505568	13.541522215	33.3711716785	1.8965763354	0	0	0	0	0	0	0	0	0	0	2.5285114868	24.5356190816	0	1.8050541516	0	0	3.9594464929
M00219	k__Bacteria	18.8308061072	4.6237724386	0	0	0	0	187.7459963951	0	4665.2801785224	599.2702580403	89.9069718283	129.5848049993	2.8368865979	0	0	8.6927055504	22.4003833377	186.8398010917	0	52.5385894417	0	0	0	0	0	0	0	0	0	0	10.904241472	3.320005064	42.9480642981	0	0	2253.478134146	323.8481681473	4.289302202	28.3298221977	0	0	385.006876402	53.7101108956	13.1160477838	521.4603578079	666.0119176134	11.0087803463	0	130.770692458	195.8102604219	0	517.2226138224	0	0	63.2445289188	0	0	8.4713425236	0	0	0	0	0	0	0	0	0	0	0	0	40.9112470328	0	21.4490527912	107.1955270205	0	0	0	0	80.0077485115	0	0	0	0	0	16.5093146704	0	0	0	2187.5695338458	834.8473196397	0	156.8561544732	0	374.4854902798	640.3024888601	1455.3256070297	60.3191140954	332.1627782529	206.9374875312	0	3.5289113654	15.1836274675	1.6949152542	23.7940752925	0	328.2152854914	1035.848225599	0	0	9.8847333003	0	0	0	0	0	0	0	0	0	0	0	83.7596465998	877.0910770629	0	1284.3522752726	928.393816257	40.2847961209	7.0765568903	355.69258132	0	388.6157588167	590.5209823967	416.8370631813	417.5786529399	152.7050560784	255.3831269185	80.2067372783	0	3069.6354273375	467.9037574541	81.3709125602	655.2461612238	108.3792256087	7.7803083312	0	184.4654483017	766.7216080291	572.3719067284	36.7507293102	402.4490997987	0	6.6011705799	0	622.0264088636	10.2026513174	6.0852417826	0	3294.9597926184	501.8749353593	127.4537604791	24.1329721735	196.9309846234	19.15877857	54.7388928742	43.6069903856	2.2415554133	0	66.8229575573	0	10.5228903607	0	67.3453262751	18.1723189057	34.7503393796	0	106.8335346367	66.3854947536	138.7740137405	57.4101721043	30.8441879917	0	0
M00220	k__Bacteria	0	0	0	0	0	0	0	0	0	5.3359171995	9.3710411598	9.9279818064	3.7591332621	0	0	15.5712596429	15.2820368213	23.4618782642	8.8922347402	11.0302264402	2.3529557045	613.2793241177	0	0	0	0	0	0	0	0	0	0	0	0	0	821.7306261722	115.5669561873	10.8307172855	0	0	0	0	0	0	151.1696622362	0	0	0	18.5760877428	40.4476326685	0	62.7949399239	0	0	30.6547623426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.2437680726	0	2.5115810617	58.6568111536	0	0	0	0	0	0	0	0	3.6055237002	3.4013605442	0	0	0	0	0	0	0	0	0	0	0	346.284074077	2.8243215072	28.5913969344	38.1779785316	0	0	0	0	0	0	37.7169083874	208.9290214997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.3695764297	149.8605215612	0	43.5961943636	46.7265432261	15.3134104689	0	228.3649178037	0	0	0	47.192625042	0	17.4635629921	0	26.1557683209	18.8023584457	211.5252000438	434.538635771	0	584.7663379059	0	0	0	0	767.8086729762	765.6703165531	0	0	0	0	0	13.5971856446	0	0	0	225.8320148136	22.5259109784	0	0	0	0	0	0	0	0	0	8.2050951756	43.4699686988	0	34.2649607343	2.2241171824	0	0	0	7.0621468927	7.2386460558	0	0	0	0
M00221	k__Bacteria	598.2093889621	3790.1213368777	1152.7701190904	2319.1330046677	3807.4997701567	575.3634089531	2157.1753008428	3427.4791144657	4310.6709316195	1477.1543853973	2540.0716849677	1356.2149791127	3314.0911645131	2261.4281362267	1562.0024731388	2644.5829880905	4505.0979897299	4465.9809060486	2384.0167099269	6067.515863609	1730.0617905916	4251.5362363571	3770.8988190658	13.2844218769	76.1182768109	64.3505731364	92.4997770827	1901.1381993332	3186.857296542	1372.1065148581	936.491919285	995.5524782024	1541.4990306086	400.1983840999	311.6410151683	2753.590462825	357.5008318536	122.6574909931	1294.2238396164	1130.8525386454	1445.1297395267	1627.0356888212	307.7079774616	1540.135166337	1924.224670988	3193.5297786513	502.6508645019	1255.5470778398	1027.7436831426	1839.6225038302	959.5101900152	1632.2230623377	1948.9481949321	683.7177957543	7364.8413196097	1359.8806377583	862.2314942131	873.9856663976	2121.9558551929	1939.9730403593	1981.3344793676	4901.5225371753	978.0017580465	2506.0472884431	1771.3792982769	1519.300505754	2460.4091386714	2458.6495173455	6972.7386370036	4112.2538859048	584.8890833452	3020.2735702787	941.5563486738	1406.1023039943	1746.4035618741	1681.2705236555	1198.5134112256	2861.3422777317	1420.9754526524	4439.2058186599	2538.3239600234	2322.1665444621	3163.969178474	2050.1280696495	1877.3543195642	1719.312644248	1091.3635771253	1681.8452980835	2514.5406871406	4757.8384960028	1399.0195589009	2178.0534655758	0	1963.4508301411	1666.8930370926	2148.5088200736	1267.6735382062	428.7980714319	606.7351358934	2813.3676826265	606.7328863495	1346.7877339202	1542.0169137292	746.8185465325	2113.178068075	1500.4643947979	2247.7005575097	1750.6985320904	1217.0086109753	633.5503397422	1855.4801181617	2547.0846858002	3312.3510802703	1848.9411431962	0	2826.2657720116	2593.947484022	2148.8943159389	1702.8296498442	1722.537330005	2397.8198291233	1170.6632000709	3124.659669393	3643.0867125583	4102.7250841523	6218.3732053993	4602.2407377801	1170.2609816121	732.1695960235	601.3296999256	1199.8841084303	2249.588552384	1795.2328355122	1520.2018951254	1673.500175826	742.6130934378	1140.5833961002	1561.1819037602	4043.283210613	1215.8633079761	407.2628853176	1633.8554809416	1779.3537867543	744.3518069311	1925.2650054021	1992.4810197573	2164.5058180939	2278.8110014894	1031.8699607211	2010.2905412688	856.7241527802	1771.3677422516	1647.1686419248	2066.2823123617	310.2310837704	961.089545225	2128.4186745465	4695.6544754708	897.3400350602	1071.2632288204	1785.7734848749	1400.5444085142	602.6188698344	1002.2823086947	1241.2487510876	1896.4177359461	1559.5189285938	1227.5642434841	2152.6703490881	5636.662001114	1285.5194272528	1193.9152876918	1565.0777935668	1986.5514040535	3048.4468730964	3297.9513286306	4106.2583678699	2277.5000421203	5632.9144535354	1756.2346133084	723.4737127557	2931.3817884386
M00222	k__Bacteria	1343.1592975286	4126.2560267288	1764.4163729696	3152.4211043625	4734.7741611725	5841.9329201266	2188.538404251	3886.5735254984	5105.0152989006	4308.8552636556	4603.136966696	4262.0674914331	3279.3647247217	1032.5321742827	1309.4688304705	1441.1862767623	3830.9321534208	4907.223067715	1212.3207818298	8015.7503298381	991.9450534384	10702.5017854708	437.4642378035	4457.5028158486	1687.7643209679	7780.112324229	6331.0131548033	531.2613432312	598.7135392574	516.3032328089	2630.0551804995	1435.9517280917	2128.9366869806	820.2743528674	569.8325812208	3693.6023191707	4060.3597250103	2988.6878273605	1635.5906030915	1261.8417630893	2016.0602400076	1944.7915246611	739.0075267352	3178.9603055963	9238.498856466	2552.559581583	471.5673716216	4473.1793268225	6291.9316723529	9171.9869884681	1235.5653765466	7202.4672243448	668.7793122836	908.960874811	7674.6841486268	1223.5704547506	3842.7519512366	3559.1666013282	4921.8846656167	3420.4843462911	7278.1735630677	3967.3558851703	4509.9554033087	2892.0849250828	3923.1240757606	1651.8458956179	1528.1558362697	3384.3176983735	7321.052651	4711.7161466746	4249.7371625067	4065.6052015517	2802.9867680359	3161.0810563488	1591.4708146768	1887.0208017697	4485.0449134678	5003.5877811195	977.3477451801	11582.1801450911	2036.6006668707	1989.7462833696	2760.6860679869	2266.5704407237	2127.8107077581	1868.8320825979	1826.8415735315	1869.4348921356	3047.0123574716	4959.0220636849	5000.8152024292	4439.8869887313	158.8468480652	3286.2013445407	2182.8414494968	2311.6646818669	1627.7279161934	3403.8915553821	946.4635579946	1463.5401746973	1271.4126161347	1966.7141503572	2421.4391167321	1096.8597597635	727.5573184595	5503.0281525154	6009.1883142679	1343.6318042695	1982.6119462044	1227.4103107694	1349.4281017993	475.7352602035	419.5220300616	474.9257491185	3638.4605529188	563.0011358473	4249.4644508605	382.264115219	900.9600442747	1434.8766655366	1961.3713517963	1934.2815973757	4695.1206188326	425.0322800606	3918.2348274165	6151.4057194214	4784.016061909	1297.5485937752	10617.0713983823	3336.4626407903	691.9089580468	2677.980350442	3400.1286580813	486.8622596714	3696.3776766652	2627.3237264273	2573.9788201521	2136.5786319579	2262.4452142841	7466.0696248934	8220.9142428983	4788.7119616109	8056.8324559154	1985.9407909581	1890.3845335338	9058.6702340752	4921.9279937372	4052.9999748714	3869.3734897534	2303.1645183415	3410.9814967205	2257.4514074945	3755.0886776883	2081.179818677	1419.5709389136	1569.1213039225	1117.5781342163	2532.4660609794	663.4996966539	1623.716438838	3916.1129535204	367.1514211269	206.2530992018	186.5431316913	1244.6526287832	2739.4729629525	1205.3312228572	860.958518093	1196.7949270105	3992.3617076916	1190.0171930342	9005.0351807696	7461.1521664989	127.3700448558	244.4929451189	9285.1323083062	6471.5563529802	7829.9538501016	12715.6245266113	4874.4466283797	2542.6735868373	4090.6586323408
M00223	k__Bacteria	391.9646385279	1307.3796799842	348.2804500395	1707.8103024299	2312.2928215384	198.1960398124	573.939408989	1061.1497393565	3209.4276931831	1029.2583116218	1861.9885617151	817.2283791992	1315.9152401807	721.6602749374	336.0445031228	117.647506831	152.8903526134	668.745026225	143.8617382044	400.1880639973	234.0925318176	1632.1957251756	0	0	0	0	0	0	0	0	1249.5802892028	108.4728149593	114.1079393972	159.2970902362	99.6614604912	0	3821.8635886401	2233.7897070012	406.6970193038	868.2908384033	157.0826408691	542.0340342205	59.705119306	152.1128876778	347.4349838588	1643.0066104924	203.8422182406	177.2230305627	248.2114485345	322.5164681919	95.4369980401	1222.5570425865	65.5448030436	54.8946323644	29.6848719057	117.5862095339	1808.0911820111	55.8879692125	2254.1320941914	1311.3345984321	5091.3021965541	98.6713280155	568.017343608	158.5030966325	1841.8569110065	42.0617188061	237.2864872643	675.475289805	512.1485960409	451.8241019774	3119.0460608847	643.8073272407	2035.2496836282	2248.6174345442	393.4128941851	96.3532871311	219.0517716464	440.2809094064	63.7205080596	2.3661412699	134.0972172438	170.018684474	193.9717786659	109.5431293721	111.5609625566	174.8405028695	911.6452971197	202.2350631768	1040.2309187623	3883.6259212002	633.0542346973	1137.7497508156	0	1444.1389892618	1102.0661012997	1347.3364073986	21.6744399242	305.8839531302	26.0595291138	1207.1597026563	3.2094147666	32.0429295497	4.8390916555	799.6462793623	83.788865963	2425.3393113816	2718.7382385234	11.4254117595	0	85.1128810574	6.6637682263	129.2117403996	52.3019999102	155.3407182808	0	139.6835577959	1356.5164928103	66.8469690632	575.1306361732	85.7544188321	44.9936751546	173.2519379409	931.5191943395	27.7858808094	2006.9626770471	1839.6243592517	20.2568104318	47.3720430516	2574.408549306	26.5035496565	365.5434005641	1209.3751791521	491.3210214786	454.177769621	270.7202925897	2488.865504059	186.6236671728	241.5601322945	1839.1988885972	2813.8268351474	53.1857809895	2072.6195339657	1482.6671940899	422.6034219998	87.6487193849	664.7181158376	2505.5268477837	1487.2564030036	109.8739059657	819.6757308873	22.8648494088	694.1109134716	46.1120101842	607.9628162435	52.740645545	623.9673817439	80.424194655	2266.7237771071	428.2104749385	104.6012808431	177.288014071	216.7355377321	80.8064371653	114.1351131852	454.7628521575	107.0404011877	134.5212471411	58.8110545339	163.3372111861	147.9213256158	42.0748165499	219.8451768097	79.6763838851	115.0304821194	70.498971371	867.9013172841	2259.8947634202	4052.931027328	410.8308233123	914.5013885293	99.7349342067	269.7933689074
M00224	k__Bacteria	46.8776878583	45.1324425117	69.0780198842	56.4684085	38.8388296197	30.274230985	593.0561099532	82.1845564642	4809.4376117543	1277.3577660596	810.9287048789	1164.3155046637	363.7251381375	149.5650587791	80.2335884107	39.2246686008	108.0124439241	315.7228511059	152.4414752818	179.6963714697	199.9639568841	1002.8748057851	0	0	0	0	0	0	0	0	36.5051556973	58.6555042097	68.7520263708	324.857609489	192.678231192	679.8952020363	83.2183865857	4.4464567805	757.9262198921	2064.9697857108	259.1173317385	110.0175640111	14.9834317939	13.5134699942	258.1774049332	8.9538911088	446.0622419691	305.3364110502	403.427362163	373.6262819459	175.0277229582	970.7341390574	147.3483020236	67.5497490251	23.6104136484	104.6567571532	110.9293757379	103.0470587742	136.9018884393	47.4741551079	0	80.5714669836	245.9168573515	106.6178692939	48.1603415741	55.2027962107	344.9261721716	1227.8408192382	100.8781674916	165.3831273212	47.8524144641	340.0666808506	167.11585536	162.0793454994	233.9075519522	80.2945024814	182.545024433	409.5670902101	106.3858669667	0	40.0173507648	33.7802786136	70.9570665561	49.6595297844	72.660347874	34.1880420282	1941.6034248288	90.9042492579	2843.8894567852	4609.2820369676	0	1220.3730849065	0	1496.9174225574	1532.6320434233	1501.3612363681	27.0277433443	432.0123239202	69.73614491	3227.7998281242	7.9576390323	44.3761808859	0	134.1044581456	233.4426534527	5623.4397942881	5300.620076332	23.4507328607	0	253.7277039249	0	158.9651639245	90.4377958589	153.1736640467	0	241.1554277114	45.6847206316	154.4426637533	123.3771419806	86.1088451959	63.7821609245	69.2211916354	533.4804135697	0	1099.8238567709	1022.5037160177	12.5462853779	39.0488125383	235.6110055177	0	1197.6606097755	356.658405489	434.9525309564	1571.794760876	234.3206251704	771.7164730581	179.5130780321	34.4841498497	3400.3159482519	639.2927857089	73.3188497798	767.993270311	1497.2286500119	72.1526766779	34.9024599652	560.5163292117	949.5608622	1217.3318383333	106.110089152	0	38.7583320679	66.9665815748	31.4988392779	738.0038129562	84.6129638422	58.7172411148	52.4812910954	3226.8980019571	260.3917398055	11.4289011729	140.2901940014	24.4467883346	0	0	5.5772155681	152.9462229697	284.5874200492	64.3136760099	101.4845356191	203.0194731442	28.9509465915	99.973997721	81.3677047838	178.7528056439	169.0213741749	214.7000565047	154.0099921775	274.3286901865	372.9439986036	112.2065488762	168.1585454513	52.9349885915
M00225	k__Bacteria	48.9341720811	8.4877111451	4.2603408953	0	0	0	379.824178881	0	4258.6398246501	824.0108034109	284.0172715862	490.7801967896	54.3380148881	0.6396039873	28.1271746607	8.2299456783	56.4051804816	364.4271511314	0	152.5710551139	65.6750574364	707.9917226179	0	0	0	0	0	0	0	0	0	0	0	0	0	1461.7066798617	183.0766944434	0	262.7587396102	546.9530986735	89.9681209976	494.4219808152	71.8152194254	23.3740045595	458.9687313682	2224.6552209635	24.3483816793	107.6875887181	129.2162570568	223.585814477	0	492.8435882433	0	0	82.436939911	0	45.0729839291	19.5077427968	34.8373312098	10.2804282533	0	0	85.3978609371	32.6843660032	15.6078551841	6.1807683293	104.6718658163	446.014702846	13.4257320632	35.6716352744	71.2681456536	103.3384908601	111.7174365439	185.4402329287	53.7856695937	0	111.8071518715	159.9884650236	61.1035026241	0	0	0	0	0	11.4691780722	0	802.3744998378	0	1826.4768608774	2903.2764573561	0	941.3414323862	0	1029.6894936329	1099.7303323153	1072.1090602797	31.2249956558	327.1449417021	103.072061409	639.9153908715	3.921140995	27.1511528832	0	50.3484074981	5.1778487915	1378.4880739513	1913.5718878948	27.2725714136	0	71.3142166004	0	0	0	0	0	13.2303538113	0	0.4748905353	0	0	0	79.7185731837	630.6908069036	0	742.2554579275	608.1894603841	47.1540856294	20.5908652413	305.6256974448	0	1384.5946408483	218.3962171803	657.7943521698	1481.4758118521	243.9868512212	873.3305020115	93.8716992632	0	1628.7402528051	791.634328846	68.7239588471	1201.7527474298	1189.7790868796	43.8841191366	12.6138735642	695.9032458407	1385.5957517584	1514.4400267272	89.1660596335	250.1551414374	0	59.9739379398	2.428509788	584.7988162383	33.8013259974	82.9647912657	11.6018868817	2204.6494583353	383.0102154052	137.8079921053	38.4491289464	269.5414009617	30.5624156309	69.834249128	98.8692617783	0	0	56.0787385976	58.358853499	95.0422168505	6.070146338	16.6068990395	16.2180734485	0	0	12.3918537648	68.321841151	103.0084742577	331.5074717109	11.6517398111	0	2.2077331365
M00226	k__Bacteria	38.4989568818	7.0947911486	4.9774877948	0	0	0	461.3255816604	0	4258.6398246501	920.1426139409	333.905309227	535.2966556318	75.1606079302	6.4666917868	17.5144884064	6.564379618	60.4623179529	353.7582779799	0	148.7421892062	21.9641849386	730.739336569	0	0	0	0	0	0	0	0	7.2238395317	16.0345765867	41.5561981756	0	0	1459.8736580284	183.0766944434	0	240.1046596612	652.7293220571	75.2337009048	478.6665080554	70.6069552828	25.6846535919	467.1699195874	2221.1402342071	24.1882120605	47.2068419087	117.4753313952	228.1515771384	0	437.5412831884	0	0	84.5170950081	0	34.4308054029	9.7747002967	28.5247430607	17.1670958475	0	0	65.292723435	0	0	0	90.482934623	357.2396507434	0	27.2113651947	78.1929056569	79.4169505782	115.8523029533	198.1434115074	39.7252765999	4.4619509012	45.3263126094	78.1193947474	62.0148182739	0	0	0	0	0	15.5618881896	0	612.0935567215	0	1813.3751580221	2836.5970336154	0	903.6432325435	0	999.4954249336	1077.8852996733	1072.2386477834	26.3720507516	283.1030451476	105.7082271841	767.1644745577	0	29.9110163444	0	50.3484074981	6.7429211568	1615.8075307575	2126.3249815059	26.3732908381	0	62.1919273216	0	0	0	0	0	11.5325239613	0	1.3737349674	0	0	0	79.2561171525	783.6000322881	0	1143.1971317298	928.5443316609	44.8492828817	18.0156719883	309.3329602821	0	1384.5946408483	496.2642122263	501.4247999726	1481.8012493521	248.5845736923	873.3305020115	94.5691068914	0	1628.7402528051	805.6270584098	67.2407771321	1231.2227499175	1014.0373082129	44.9543880488	10.1119220169	695.2453331542	1358.8462031781	1531.0068946094	75.8343398915	236.869647079	0	59.9739379398	1.8621973929	761.2735673957	33.8013259974	82.9647912657	0	2200.9916825683	426.7197623807	141.8863940164	38.0026818899	279.3883800046	29.171974635	69.9973641771	100.8352956511	0	0	49.3086392705	52.6657713427	88.5663852484	6.070146338	53.435362415	24.3513792463	19.6371824551	0	19.4281315032	72.9652101804	104.9971314232	304.2972718991	12.6704703264	0	0
