Pathway	Kingdom	p1709-203195513	p1709-203195523	p1709-203195531	p1709-203195542	p1709-203195552	p1709-203195561	p1709-203195573	p1709-203195582	p1709-203196507	p1709-203196520	p1709-203196534	p1709-203196543	p1709-203196557	p1709-203196572	p1709-203196579	p1709-203196604	p1709-203196614	p1709-203196625	p1709-203196633	p1709-203196642	p1709-203196657	p1709-203196672	p1709-203197508	p1709-203197522	p1709-203197527	p1709-203197541	p1709-203197546	p1709-203197564	p1709-203197574	p1709-203197577	p1709-203197604	p1709-203197614	p1709-203197621	p1709-203197630	p1709-203197647	p1709-203197669	p1709-203197685	p1709-203197699	p1709-203197707	p1709-203197722	p1709-203197739	p1709-203197745	p1709-203197757	p1709-203197771	p1709-203197783	p1709-203197792	p1709-203197805	p1709-203200520	p1709-203200532	p1709-203200541	p1709-203200569	p1709-203200585	p1709-203200596	p1709-203200604	p1709-203200630	p1709-203200641	p1709-203200648	p1709-203200663	p1709-203200673	p1709-203200677	p1709-203200694	p1709-203200704	p1709-203200717	p1709-203200728	p1709-203200738	p1709-203200749	p1709-203200768	p1709-203200777	p1709-203200784	p1709-203200794	p1709-203200809	p1709-203200824	p1709-203200840	p1709-203200856	p1709-203200869	p1709-203200890	p1709-203200916	p1709-203200925	p1709-203200934	p1709-203200943	p1709-203200965	p1709-203200975	p1709-203200993	p1709-203201004	p1709-203201017	p1709-203201033	p1709-203201049	p1709-203201057	p1709-203205513	p1709-203205523	p1709-203205538	p1709-203205550	p1709-203205560	p1709-203205567	p1709-203205584	p1709-203205609	p1709-203205624	p1709-203205641	p1709-203205646	p1709-203205666	p1709-203205676	p1709-203205689	p1709-203205699	p1709-203205719	p1709-203205732	p1709-203205741	p1709-203205750	p1709-203205765	p1709-203205777	p1709-203205786	p1709-203205801	p1709-203205826	p1709-203205832	p1709-203205841	p1709-203205853	p1709-203205870	p1709-203205880	p1709-203205894	p1709-203205909	p1709-203205925	p1709-203205929	p1709-203205940	p1709-203205954	p1709-203205963	p1709-203205971	p1709-203205977	p1709-203206014	p1709-203206042	p1709-203206063	p1709-203206079	p1709-203206085	p1709-203206095	p1709-203206106	p1709-203206115	p1709-203206122	p1709-203206134	p1709-203206148	p1709-203206166	p1709-203206189	p1709-203206192	p1709-203206203	p1709-203206207	p1709-203206216	p1709-203206229	p1709-203206242	p1709-203206252	p1709-203206259	p1709-203206269	p1709-203206281	p1709-203206292	p1709-203206316	p1709-203206327	p1709-203206335	p1709-203206347	p1709-203206357	p1709-203206369	p1709-203206382	p1709-203206410	p1709-203206419	p1709-203206427	p1709-203206434	p1709-203206451	p1709-203206459	p1709-203206473	p1709-203206481	p1709-203206506	p1709-203206514	p1709-203206529	p1709-203206536	p1709-203206544	p1709-203206553	p1709-204784517	p1709-204784525	p1709-204784527	p1709-204784541	p1709-204784563	p1709-204784572	p1709-204784581	p1709-204784590	p1709-204784608	p1709-204784612	p1709-204784631
ko00710	k__Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5419541933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00720	k__Bacteria	167.6113566746	541.8191188452	393.5371889724	254.3531483097	443.4327575764	0	573.7929837503	532.9747229864	0	767.4542150348	549.5055453461	744.8493096202	359.145191575	115.7131418582	184.9944312925	191.0072992242	638.8549417108	695.5075907837	246.1110683279	458.3146310768	222.8088858522	0	68.0196861226	730.2590010521	0	95.7770194485	154.4329658147	43.3681557572	39.0882827374	102.717831614	388.2393324416	377.0332184222	354.1928720176	435.2280650501	377.2924400386	1181.7306594639	619.6303493993	52.793352251	428.8646666125	500.4833714837	733.5529847976	574.9971429859	238.5205275999	274.3831136305	913.4422419645	920.426895359	23.8784626467	181.7670955128	0	482.224588703	476.0565165465	576.8692595447	126.6159307132	267.5534512178	707.2404155122	262.6072193795	432.8255632555	171.5277428195	629.7497669901	307.7382055763	0	436.8510689594	388.7629110276	130.8160953154	410.5160636379	104.9423943236	158.9696202858	393.5517885207	689.8453177186	497.8661359331	112.4102992399	562.4529669775	232.9359190528	252.917121113	149.2195833837	177.1511879921	36.0732899334	257.2170106923	131.0853276671	11.839277928	240.2613040283	213.2629774754	331.0166587761	233.6777946739	250.912995829	316.6153307237	183.9719318891	102.5910949679	1460.3769981559	2299.9833922292	0	984.3977865938	0	954.1032663699	912.6361739775	0	183.6929028646	0	131.886977228	71.1323402698	206.4776009111	101.2631800039	335.9786543759	219.4582137606	56.4278558756	437.4168193515	618.6472271718	74.5235680493	341.5400292739	209.7346029829	37.8244833064	53.3740822195	0	44.3356383523	0	66.8393451487	590.1956207902	25.7302726794	54.9672827816	202.6535169419	82.4399605066	439.2724335575	1015.606957709	130.105686827	1054.5316250745	1188.099307636	0	78.5037740038	769.0519323681	202.0256702725	60.9229619202	275.5385102525	352.0600491589	0	287.5324415935	51.948813508	153.4083824035	357.188337384	1135.0916845058	581.4162754985	0	590.9757917571	0	369.7845505165	144.8393122066	563.1662882678	590.3163994375	541.1338840456	401.3697416053	331.3832946281	163.7827733939	353.3931435767	473.2332701018	482.6413764393	288.4888855986	159.2819713092	102.3030913954	1421.2126928745	271.1448483842	266.1506998193	76.8946920398	175.8060120188	52.2972311215	56.9737590398	123.9771144802	235.3385491134	0	120.624193391	219.9970119346	461.2242500658	139.7180898618	178.617842062	159.6142020978	12.4527422252	0	376.1680276178	515.9422954924	345.6545793218	784.0932384878	242.2186258674	402.3625726967	520.9739880067
ko00730	k__Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0208156416	18.5633775434	0	0	0	0	0	0	0
ko00730	k__Bacteria	101.6427717018	397.9038306299	445.6245840571	173.3168389438	557.0008454174	75.2970601515	427.3914659559	392.3689115853	426.1153215001	1141.0659459181	1437.9520040119	1145.2824363985	909.3870049973	336.7754148307	329.6188705933	776.9258799799	1169.3286671869	1183.6382698843	477.3530616367	1279.7420376533	485.7430851541	1750.0326411284	171.1468395448	1429.6685376196	553.6422792653	1044.6974551065	828.1879910961	222.4872614928	172.7847601065	255.4023820537	465.708065942	586.750384474	629.3582534242	759.7336222839	596.3009444757	1276.2482082746	508.6513552711	570.8106700649	381.8720991994	569.2767653408	415.541071749	681.3918630435	426.5666087557	722.6822343818	585.7984442459	1433.5751922752	425.1065701498	969.8433101903	1490.2829750884	1965.8216822772	998.8281366258	1535.2424699086	319.1594506126	532.8821949904	1730.3921673838	453.4675044694	762.4972500833	812.7223896468	1551.4784793004	612.5149225762	506.949375353	1188.5667041497	1249.1825449789	730.4461028284	769.6983661061	536.6832501777	657.1678587243	1047.2474521216	1559.6496252428	1022.1051282198	1029.5427099597	1025.1667290273	945.3137143938	806.0166771027	393.399655188	330.8434820404	500.0498090016	972.2919497964	511.1863829458	3312.7164756861	741.7788841161	846.5259075714	683.2245705291	486.7830979969	575.4416931752	776.5664974579	975.7557604211	733.9816436771	1725.3451727199	2412.3021888897	304.3945759562	1143.5871325662	2.8338189498	1129.4202029025	1231.4689492536	1416.4340391855	609.0153268966	2577.3494026732	272.2417164354	1199.9966125646	470.4792707218	517.4749890326	845.2703987228	389.1128321177	350.6927900559	2076.0275690872	2348.76649211	336.3202644038	668.2476435102	115.6489573972	113.6509168195	548.4039602371	606.1372302601	313.2348024957	1576.8417134419	483.2689798472	726.3092595186	185.2675158771	291.9118692841	338.2428536197	261.86926066	590.5682925641	1172.0445488239	109.2837644595	1361.4675856342	1807.4342568518	1085.0609787139	452.401168563	506.2180014721	999.7263140634	1090.3965343749	802.4288032492	1228.8097484006	1201.6153456025	1474.6564967243	1141.7629560343	870.9941685122	1071.3396669244	1697.7306377059	821.4974843552	2211.4475837992	828.9063162928	2606.4708477035	1102.0190173005	666.8142194072	2308.8907009216	1107.5038816368	1068.7442406439	994.1563549628	770.6255642012	1075.9510412885	829.1024627658	319.3614179568	1029.3044955481	747.6582334822	607.5941925633	273.5462014606	1965.02951755	380.6547933042	612.8742724138	879.2028929082	336.1176066564	148.7410666192	138.5233125244	399.8820118901	762.5879239448	538.8571547812	429.8409215807	608.6174623872	1203.0962642244	382.3653238823	1901.0152255239	1590.0674591948	131.6403696038	98.6580875752	1547.4215592903	1368.3953997085	1147.4930073277	2170.6679303871	933.4771413458	903.9518163564	1157.7092001886
ko00730	k__Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.477957327	0	0	0	0	0	0	0	0.3683227237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3616441089	0	18.5970414276	0	8.155387563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5806361913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3611741851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00740	k__Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0974093375	11.13768804	0	0	0	0	0	0	0
ko00740	k__Bacteria	51.4120039286	95.6354095969	276.1656999733	34.8360087037	131.1866866068	410.0129394815	247.1234594731	103.0772195471	932.9514098417	491.241113906	567.7869721746	530.8809492085	242.7362922982	61.0792987768	60.3319204035	340.8660254006	208.7165680861	310.4196525087	70.5033829022	426.8399673664	294.4782775515	574.8678294227	103.6166833965	4.1241119985	0.3453165365	575.8893705042	439.9615613747	83.3467447634	75.2686390888	195.3277489976	264.633712792	397.7589327039	489.5625143639	497.386460577	420.6360093246	951.5727208699	132.507424945	143.873245766	233.3227944241	570.4021644452	260.196257987	238.6429289837	203.6224840293	284.2444088851	716.7492779016	830.044142574	77.9396896167	498.8577187938	353.4845616446	324.7088434059	570.8792807115	485.2929063471	101.5694445476	309.3118650662	40.2427442152	187.1658306524	462.3812729544	141.1684879829	697.6884630271	338.0751758599	371.3757298174	134.3714806197	521.383502651	249.4489902924	476.3947390322	160.4719440961	277.9819074446	466.5342554329	87.0984501178	154.4113020277	157.1544696335	258.9691845208	246.6391625207	219.7860005745	114.0766877166	63.7606897723	227.4105481921	414.0287220249	188.1979832205	816.2605034714	305.1344205587	413.867858166	281.9933983141	256.6275138582	257.6504467759	343.6994059749	805.1382508929	261.8991534306	696.3121502172	1347.8283356943	53.2862087003	434.0737399451	0.2824858757	518.9077159118	470.6360671811	393.7432171505	310.2081924221	467.7233326754	162.7296224801	826.0558296223	277.5009335567	221.5005841819	435.4110777496	133.2948452765	105.1005560188	1080.8454304925	1271.0879659591	96.7838704293	357.7552978972	100.6767017854	47.4853657655	136.9969534584	131.6858602137	175.3865420964	76.7937141733	176.3252324346	182.4788135808	127.5590867164	257.4035424069	135.840718508	69.1411363175	309.3767245596	551.9042217372	34.3677621521	924.005899214	821.5137334087	22.2346785059	142.1127730517	646.2811196172	352.118358104	315.1304102464	520.5374602764	481.8251045341	350.1395245087	530.5214264889	274.8332024875	274.4257822291	458.7093378966	825.0806545653	558.8744218198	293.6449758436	600.963689887	570.1368243336	457.9616075051	231.0838995177	448.7898817417	665.1821573003	758.6991078026	330.7787820013	530.5010357061	403.6481335348	313.5576643735	230.305485985	490.6826347617	454.4615508783	171.7877635409	114.0836420828	1056.3111565757	319.7070503422	306.7850286287	315.3110272642	163.8445791753	68.6398625999	93.3865112947	531.8824533038	203.9484597313	121.4603304193	169.0169437529	179.984524536	169.7335808983	142.5526538466	255.7245519132	180.3275959897	47.0819875887	7.8525320106	121.2123009613	252.2694478558	195.047844544	360.9164714517	212.2615811775	513.668132373	357.572929634
ko00740	k__Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0736288836	0	0	0	0	0	0	0	0.9310219043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9473656944	0	77.3018604965	0	30.823966603	0	0	0	0	3.1522328002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0651950743	0	0	0	0	0	0	0	0.5162344937	0	0	0	1.7668204309	0	0	0	0.2422155132	0	0	0	0	0	0	0	0	0	0	0	1.1336810857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00750	k__Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.4805363942	12.9767946447	0	0	0	0	0	0	0
ko00750	k__Bacteria	250.8440638468	877.631476603	459.7048568902	245.7071774336	681.498969043	94.6374934835	938.4472736144	977.9792077879	2906.883688171	1853.1826314388	1749.9552160374	1744.7236239741	744.8421946225	114.5536715704	246.0852842286	462.2280625367	1660.2866060672	2108.2389640409	501.9124583112	2978.4126066445	467.3392890875	2727.8941700435	148.8938201337	24.009662965	28.1430661926	2631.0061961281	1975.7351430027	95.585437141	110.7943301992	174.9739974168	458.7554542195	534.9216139709	561.4832130638	693.762879005	549.4209937451	1782.3738913234	250.447003928	164.3171073068	736.0473077443	796.5538756517	1087.8757591666	807.2018725342	371.9990921638	1151.220624705	859.1960446131	1512.7808926387	297.5281854349	980.9442179804	2070.5627993046	3525.6766729114	877.7093185274	2817.4598022112	345.2872035883	570.4334378795	3577.3971147184	506.9968644729	476.268966543	1091.552991738	871.5442842397	472.1583103121	285.5213690358	1415.9817571518	1048.5399766906	685.6805711636	510.8915311983	483.0237847438	454.224250541	1241.0230066583	2065.2835326145	1287.4598129069	476.1600249033	1197.4303009484	475.8851865696	508.5265465824	319.0302467936	292.6281890195	224.3070712397	460.0335992146	262.9514627675	482.2381137426	810.2983380952	739.4568017407	804.0974938698	619.3251592271	699.4552599365	946.5632841727	937.2184883537	552.8382998545	1588.406439384	3012.7954487743	1209.6847643408	1400.6186232988	0	1245.3239515088	1138.1287929574	942.1441340603	157.6272125595	226.470598355	217.526701607	1053.5907136471	298.3796733596	114.3936713364	765.6284368535	311.3116404901	107.4405675923	3165.2149790188	3275.004960814	115.3976677169	751.0229107338	279.1553480826	75.6498775357	129.0759555772	128.5190247141	95.866010654	140.0174943861	131.908018764	832.1036286831	94.8575751112	165.3283701499	332.8570261372	242.4967555102	870.6999271151	2422.7376768185	217.8668396076	2008.8148741384	2979.8868628673	2129.8378397589	238.7573896253	547.8595272776	1213.6353623268	460.8475047858	1111.5979720538	865.0782608028	464.5662455073	1101.8826365656	399.6969903656	728.4848821662	954.7655214458	1339.9895318719	976.9225694386	2926.2673352667	1221.441719592	2924.0372807033	669.929223482	425.6542579369	3467.6369270146	1523.9837083256	1496.2252449343	1565.9992147434	760.0224408973	1646.3609738502	616.1640478905	634.807297429	832.6681654906	792.5628577285	293.4945115648	161.8688070693	1745.2143714325	491.502042424	204.8253756752	1275.4689223375	279.5506609412	62.6603619429	97.6917130653	427.9156926844	551.5581229202	276.4402568834	227.727240894	361.0508614394	1507.027548558	228.4410189175	4037.1455790123	3242.8877229237	121.2332068136	111.960293716	3091.3842514749	1734.7719223281	1492.4244421591	4334.4011394995	956.8114572038	938.4308289837	1677.8858773997
ko00750	k__Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0464565159	0	0	0	0	0	0	0	1.9226715927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7281129473	0	0	0	0	0	0	0	0	0	0	1.5893868213	0	72.5489491476	0	34.0374293448	0	1.3043604335	0	0	0.4655493482	0	0	0	0	0	0	0	0	0.7012048989	0	0	0	0	0	0	0	6.3706917189	0	0	0	0	0	0	0	1.1919341817	0	0	0	2.3416836402	0	0	0	0.4450230363	0	0	0	0	0	0	0	0	0	0	0	1.1394538401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00760	k__Bacteria	178.8233008505	810.3606712694	289.9177388951	600.9284005965	1023.2665726253	693.9067570929	613.0494055612	739.9129239358	1730.9445967737	948.759368541	1089.2312231922	1065.7268843664	516.7305018834	132.74283029	233.2194034762	379.604938184	768.0879184252	1021.5621561331	264.9033095254	1403.2486939839	229.6386538169	2581.3059336816	69.3230870449	907.6146959157	378.3777034257	1082.0472401486	917.0186088163	119.9593616795	115.7751593406	123.9991352797	770.3771106663	365.7207704754	454.2527785798	321.5744428496	252.2339768202	941.9131432567	846.4846903528	437.7148588988	375.4013228288	499.3704757529	507.2901224485	335.5267857698	149.4498934384	654.1725071206	1334.9969861849	826.9707881081	148.3905998736	546.0626703087	1138.099512308	1497.9897478887	420.1555494839	1468.0346533246	159.4362020111	277.7600615661	1796.2339898924	297.2343173755	883.4511814543	661.5350333449	1264.3189587664	724.6753112757	1684.0386617256	683.6017190887	893.6643171436	536.984877308	907.8963573943	291.1875235823	466.0404852838	1030.3147795794	1696.2562056694	1060.6013554209	1034.1543419208	986.8461537377	822.2648662072	807.2672587992	440.1729838192	385.1698004545	1011.9594763549	1052.3559323366	253.6248700178	2139.4966115801	544.800383288	527.9125322264	603.8574524826	441.0542334848	469.4993196417	569.3931255071	865.5288196823	422.1240676888	961.4611398032	1979.8629045908	1202.531255193	877.6097264734	68.6221307818	885.0519044435	723.3758393814	931.8051227909	362.5087998785	1584.0116416575	148.2912821418	822.8465786341	210.9903356458	307.7559244195	339.7984819676	208.1960696347	194.1840658144	1830.0465090742	2019.5820197087	202.3616140157	264.1940684324	179.2120847888	74.318368279	249.9401979882	265.2906384683	205.0325067599	769.010164313	270.0375681209	771.0810316375	142.9905878929	285.9140624931	112.24820662	57.3191879185	424.0959330189	1320.4878812163	73.5492021952	1167.4497133482	1696.1111058219	1098.0046137234	203.779344238	1665.6989489501	492.1663167381	545.9546090566	708.5243562619	697.8733195407	544.5872691366	831.6721509449	911.67151744	472.8261027575	616.7797187921	913.8795513609	1479.0418758662	1689.181948188	1156.4805877325	2039.6412831077	612.7135400578	397.3934054648	2099.6631859549	1358.9019875279	1204.6999800666	935.4231088237	569.8809176001	617.5351835463	597.3210987525	593.5503440137	707.5673157544	373.6776223666	459.1166273637	183.7567048542	1156.6449203952	301.993624346	457.2008433882	677.3050281742	174.7153541044	109.7945616754	132.3764748105	349.4821324923	543.6431822597	199.0306087564	234.8644248282	369.9714998177	867.5219369822	196.405471139	1468.3051539734	1212.22796868	44.6592730576	33.9521055925	1755.1710361922	1403.519418168	1589.8297363886	2211.3719446876	811.9838141091	557.6175071759	966.0734159876
ko00760	k__Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0826190463	0	0	0	0	0	0	0	1.0283672375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3565816834	0	0	0	0	0	0	0	0	0	0	0.2890405646	0	37.9928051484	0	19.7604641635	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2214231992	0	0	0	0	0	0	0	4.278447783	0	0	0	0	0	0	0	0.3394574374	0	0	0	0.7548924593	0	0	0	0.1505570611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ko00770	k__Bacteria	682.6214885284	1508.1024148192	956.735661385	904.2848538828	1242.2345280056	260.0861903268	1548.1280247068	1489.2722929713	3029.5814400579	1675.1527294271	1979.7880309264	2035.7926575936	1320.9371642113	476.2251469606	484.0513767435	1224.9796223454	2068.2967201771	2753.1544347456	1069.4232371429	3432.8697865262	1077.7628783456	5085.3293824611	218.8418531158	1886.8323520945	1179.3140442431	3761.0121951444	2913.813336921	291.7765013891	304.6457011	361.1365078444	786.9813744844	853.2441604173	1017.9818745673	1085.7668752738	857.2645924906	1663.9251489468	1029.5426982821	303.7128310028	1117.7494061737	1347.0563737329	1489.8980540821	1489.1276610425	711.4687256034	1669.1166364961	1007.3852441093	2315.7729780988	329.2134135558	1635.7326375259	2127.7467116925	2946.8517372336	1076.1206949599	2589.4508730314	433.8684689203	789.0882735898	3029.899054869	804.3128576948	1469.4158812791	1317.8362957395	2255.9663617479	1228.5652665818	1716.2808373147	1689.104401927	2127.4357459239	1104.6281007036	1514.1034413934	647.6310432861	767.7624131716	1477.7553180424	1905.4697718247	1389.6966559055	1733.3346079615	1464.3834589602	1482.6779054998	1410.5664342428	489.817983191	597.3248897788	982.5235598124	1543.5323356853	681.5874609739	2276.5798789587	1216.41102543	1273.2444697792	1266.7186114709	1036.7821385396	1024.2951274208	1330.0822040662	1369.5572941152	978.1183545937	1960.1924354771	3507.1914031164	2152.3069420767	2094.6049802144	885.590385768	1681.7293356899	1375.6663509988	1919.3042972716	782.0105022156	2871.3684932597	338.0052467028	1938.6669275217	542.975179463	580.5321738194	954.1319856577	528.7405069331	449.7633256734	3131.7805924597	3481.4135150832	363.4817614113	828.7574376923	463.0025634978	253.9279105056	601.0819543046	628.0903345157	461.8859469349	2197.5853531884	661.1685189899	1617.0377804109	310.8037910026	629.457888161	599.4818006267	411.4033646547	1088.7342190131	2386.7682676204	328.7214157384	2427.7588062024	3389.4227577732	2071.9069278921	535.4849644455	1015.534087447	1434.5111121801	1232.8840880226	1540.3807051685	1607.5627769828	1175.4858012202	1916.88900665	1403.557126736	1138.3724758275	1382.9917055529	2126.6864445309	1458.6502729311	2860.0894314727	1453.8037944172	3249.1982855403	1263.5123071416	932.1329734719	3581.0395544486	1824.3641441693	1563.1738408219	1688.9573927981	1420.9288489417	1622.2798070299	1274.793092955	1158.9768366967	1413.5877933297	934.0629185276	777.3716000789	518.5257217914	2535.3311566988	688.3400402248	933.3554525698	1492.8381470529	401.4367380105	92.3830102628	123.4057469435	802.6731621132	1066.7443128553	660.8322439632	578.2070748317	829.3476729934	1817.2327058607	585.0455389493	2922.0598043216	2481.3890816309	171.0513606743	174.4479725262	2599.0779451466	2115.9564413119	2036.700833362	3117.6541677676	1599.5548487195	1188.5673121693	1771.7603474056
ko00770	k__Eukaryota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5650864462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3425741566	0	0	0	0	0	0	0	0	0	0	2.1368529694	0	229.9831667806	0	28.1093980927	0	0.1478741645	0	0	2.7096397023	0	0	0	0	0	0	0	0	0.4746506827	0	0	0	0	0	0	0	5.6958023327	0	0	0	0	0	0	0	0	0	0	0	1.2941391609	0	0	0	0	0	0	0.5617598751	0	0	0	0	0	0	0	0	0.6324682638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
